|time|user|text
1|09.06.2019 21:14:35|Serg|В личку скину ссылку, чтобы не смешивать облиги и банки
2|09.06.2019 21:16:40|Александр Шумаков|Спасибо
3|09.06.2019 21:16:49|А что ты сделал для котэ!?|Да пишите в чат  всем интересно
4|09.06.2019 21:21:14|Serg|Ок
6|09.06.2019 21:53:45|Harry Lime|Имхо лучше облиги , чем такое
7|09.06.2019 22:09:38|sergey|Можно же на банки ру посмотреть предложения по вкладам. Там достаточно актуальная инфа, может есть даже более выгодные предложения
8|09.06.2019 23:11:09|Serg|Вот не нашёл, что взять лучше в евро у нас
9|09.06.2019 23:23:11|Mikhail FarEast|Насколько они длинные Посему именно их покупал Я просто короткие держу, погашение 05.2020. Вроде не волатильны
12|10.06.2019 04:10:00|Skydiver|Подскажите пожалуйста, я правильно понимаю, что если держать на ИИС еврооблигации, то налога с валютной переоценки не будет Речь, конечно о типе В идёт.
13|10.06.2019 06:14:19|Nik Alex|Брокеру необходимо принести справку из ифнс, что Вы не получали вычет
14|10.06.2019 06:45:55|Skydiver|Это понятно. Принципиально налог на валютную переоценка при типе В, не берётся
15|10.06.2019 06:48:30|Harry Lime|Там вообще нет НДФЛ , кроме 35 с превышения купона ключ  5 . И кажется 13 с дивов. В дивах не силен , про облиги точно так.
16|10.06.2019 07:34:33|Снежко Сергей|Открывашка
17|10.06.2019 08:23:36|Skydiver|Ну в этом разе, получается тип В достаточно выгоден для покупки еврооблигаций. Имеется ввиду долгосрочно, рубль рано или поздно будет девольвирован.
19|10.06.2019 08:24:50|Harry Lime|Безусловно , евробонды или коммерческие облиги имхо отличные вариаты для ИИС Б.
20|10.06.2019 08:26:48|Skydiver|Разобрался. Спасибо. Про КО думал... Но пока не дорос
21|10.06.2019 08:27:35|Harry Lime|Пока есть вычет по ИИС А я тоже не дорос
22|10.06.2019 08:29:10|Skydiver|Я НДФЛ не плачу. Мне А не катит. Мой доход приходит на ИП. Там 6 но это не НДФЛ. И к вычету нет ничего.
23|10.06.2019 08:29:41|Harry Lime|Ну тогда ваш выбор ИИС Б
