|time|user|text
1|11.03.2020 22:08:21|Mikhail Strovsky|Ну тут покритиковали меня днем, когда я роделеном предложил закупиться тысяч на 9000
2|11.03.2020 22:08:24|Sova|Евробонд
3|11.03.2020 22:08:37|Aleksandr|А доходность какая
4|11.03.2020 22:08:44|Mikhail Strovsky|Евробонд, а что, пора караул кричать и сливаться
6|11.03.2020 22:09:00|Harry Lime|Не стал брать по 100 вчера , помню их по 60 в 14м году ...
7|11.03.2020 22:09:14|Mikhail Strovsky|И я не вижу тут катастрофы никакой
8|11.03.2020 22:09:58|Harry Lime|9 млн в Роделене , будете дорогим гостем там
9|11.03.2020 22:10:00|Aleksandr|Михаил, Вы так эффектно появились , круче чем Хохрин с отпуска.
10|11.03.2020 22:10:00|Mikhail Strovsky|Вот что было бы интересно  так Мосломбард потрогать с минимальным порогом 150000 р
12|11.03.2020 22:10:37|MММ🥕🐹|Для поддержания падающих штанов котир ВДО нужно свежее мясо 
14|11.03.2020 22:11:15|Mikhail Strovsky|В чем падение штанов 99,98 это падение
16|11.03.2020 22:11:52|Harry Lime|Будет писят и на вашем пути
17|11.03.2020 22:11:52|Sova|Толи ещё будет
18|11.03.2020 22:11:52|А что ты сделал для котэ!?|А вот эти приводящие в чат люди  они сюда коронавирус не занесут
19|11.03.2020 22:12:05|Aleksandr|Так закупится кто должен был  Я бы одобрил лично, был бы хороший ход с Вашей стороны , поддержали бы котиру крепко,
20|11.03.2020 22:12:19|Mikhail Strovsky|Так я и купил 
21|11.03.2020 22:12:32|Sova|Я вчера залез на всю котлету, теперь сижу, переживаю 
22|11.03.2020 22:12:34|MММ🥕🐹|Да в принципе даже и 65 это не падение  а наоборот opportunity 
23|11.03.2020 22:12:39|Aleksandr|Что то я там такого оборота не наблюдал
25|11.03.2020 22:12:59|Mikhail Strovsky|Я на 9000 купил, а не на 9 лямов
27|11.03.2020 22:13:08|Aleksandr|Куда
28|11.03.2020 22:13:17|Sova|В первый портфель
29|11.03.2020 22:13:30|Mikhail Strovsky|Апри и кармани рулят
30|11.03.2020 22:13:37|Aleksandr|Сильный ход.
31|11.03.2020 22:13:40|Sova|Ребята, это же не кризис начинается
32|11.03.2020 22:13:42|А что ты сделал для котэ!?|9 тыс руб
33|11.03.2020 22:14:03|Aleksandr|Дени лучший
34|11.03.2020 22:14:07|Mikhail Strovsky|Да Разве 9000 плохая инвестиция
35|11.03.2020 22:14:34|Ivan Z|Роделен вроде неплохой по кредитным метрикам эмитент. Плюс выпуск короткий с амортом, держу немного его, до погашения. Может и по 50 будет, но на то причины быть должны, угроза дефолта, например... А без этого видимо должен плавать гдето около 95100
36|11.03.2020 22:14:36|Aleksandr|Это большой риск уже . Старайтесь не больше двух бумаг брать
38|11.03.2020 22:14:45|MММ🥕🐹|Это уже икона и лучший Бонд 2020 года между прочим 
39|11.03.2020 22:14:51|Mikhail Strovsky|Такое впечатление, что тут собрались инвесторы, которые по ярду зелени в вдо вложили
40|11.03.2020 22:15:02|Сергей|Изза 9 тыс чат засорять
41|11.03.2020 22:15:43|Aleksandr|Обманчивое впечатление. Все ВДО в сумме не весят ярд зелени
42|11.03.2020 22:17:00|А что ты сделал для котэ!?|Вы его анализировали
43|11.03.2020 22:17:01|MММ🥕🐹|Да тут вложивших всего один лям зелени даж нету 
44|11.03.2020 22:17:19|Aleksandr|Есть
45|11.03.2020 22:18:18|Mikhail Strovsky|Ежику понятно, что не надо продавать голубую фишку и на эти деньги покупать 100 бумаг деникола, но почему не равномерно и ежедневно не покупать по 34 бумаги
46|11.03.2020 22:18:21|MММ🥕🐹|Ну для меня большинство ярдных выпусков не ВДО ни разу, а в ламповых таких нет.
47|11.03.2020 22:18:28|Mikhail Strovsky|Разных эмитентов по первому портфелю
50|11.03.2020 22:19:37|Aleksandr|Что имеется ввиду  Чтоб 1 млн USD был в сумме в нескольких выпусках небольших
51|11.03.2020 22:19:45|Sova|А есть люди, у который ВДО дефолтелось
52|11.03.2020 22:19:45|А что ты сделал для котэ!?|Покупайте. Согласовано
53|11.03.2020 22:19:53|Aleksandr|Есть
54|11.03.2020 22:20:04|Sova|Вернули как нибудь деньги
55|11.03.2020 22:20:29|Aleksandr|Незнаю. Не мой опыт.
56|11.03.2020 22:20:33|А что ты сделал для котэ!?|Нет
57|11.03.2020 22:20:38|Alexey Vishnyakov|А может лучше накопительный счёт с пополнением и снятием под 5. Мороки меньше,ю. И понадобится может  поесть купить. Или машину заправить... Если она есть, конечно, с таким то бюджетом...
58|11.03.2020 22:20:40|MММ🥕🐹|В одном естественно...
59|11.03.2020 22:20:44|Александр|Если покупать ежедневно денег не хватит на жизнь например 
61|11.03.2020 22:21:15|Sova|А с эмитентом что стало
62|11.03.2020 22:21:19|Александр|А если брать обувь то блин она все равно идёт в минус. Хоть бумаг становится больше в портфеле. Ну хоть немного усредняется
63|11.03.2020 22:21:22|Aleksandr|Ну это еболаем нужно быть чтоб в один малый выпуск засадить лимон USD
64|11.03.2020 22:21:38|Ivan Z|На своем уровне анадизировал. А что с ним чтото не так
65|11.03.2020 22:22:24|А что ты сделал для котэ!?|Сказал, что оферта несправедлива И умер
66|11.03.2020 22:23:07|Alexey Vishnyakov|А один и не засадишь  вот дядя Денер занялт 50. По нашим временам тысяч 750...
67|11.03.2020 22:23:19|А что ты сделал для котэ!?|Просто интересны результаты анализа Если для себя выписки какие то делали  бросьте почитать пжл
68|11.03.2020 22:23:56|MММ🥕🐹|Ну а в самолёт или талан это норм чтоли 
69|11.03.2020 22:24:16|Aleksandr|Легенда Миха, только Легенда 
70|11.03.2020 22:27:44|Ivan Z|Нет, я не глубоко, выписок нет, мониторил общедоступные данные просто и у меня его на 40к всего. Я так понимаю, что у него проблемы могут в этом году возникнуть, если будет рецессия, но это мы по его отчётности позже поймем, пока отчётность за 2019 будет хорошая
71|11.03.2020 22:27:57|MММ🥕🐹|Легенда пуста  0 бумаг 
74|11.03.2020 22:30:06|Aleksandr|Интересненько . То есть сначала эмитент помрет, а узнаем мы позже намного
75|11.03.2020 22:32:28|Evgenii K|А не знаете какой у них тикет или как погуглить их Чтото эти евробонды упустил
79|11.03.2020 22:36:49|Виталий|Гостей при встрече угощаете 
80|11.03.2020 22:37:55|Andrey Hohrin|Ага, а в отсутствии гостей угощаемся сами
81|11.03.2020 22:38:26|Виталий|Прям заманчиво приехать  может вы к нам в Питер
82|11.03.2020 22:39:43|Andrey Hohrin|Тока в мае...
83|11.03.2020 22:39:54|А что ты сделал для котэ!?|Виски с коньяком Современный аналог старой доброй водки с пивом
84|11.03.2020 22:40:01|Виталий|А цель какая
85|11.03.2020 22:40:33|Andrey Hohrin|Пиво выпили быстро, а водки Гарри не дарил
87|11.03.2020 22:41:10|Ivan Z|Ну както вебинар Андрея был по статистике дефолтных лизингов, там заранее плохие знаки начинают проявлятся, но все их видят, скорее всего это и будет момент по 50 ну или по 90, если повезёт
88|11.03.2020 22:41:30|Владимир Тутынин|За день Ох...
89|11.03.2020 22:41:47|Виталий|С местными план встретиться есть Укусить там, чтобы вовлекались лучше
90|11.03.2020 22:42:06|Oleg Egorov|А как же
92|11.03.2020 22:42:33|Виталий|Так тяжело держать 300к под первичку Иволги, вы бы знали 
93|11.03.2020 22:43:01|Andrey Hohrin|Хорошая идея. Давайте на май и наметим. Ибо пока собираться группами, кроме как для голосования за конституцию, медики не позволят
94|11.03.2020 22:43:48|Владимир Морозов|Подскажите Калита будет размещатся 17 марта и какой купон
95|11.03.2020 22:44:08|Виталий|А мы ща разными столами соберемся но запланируйте вечер, думаю может кроме меня еще кто захочет пообщаться
96|11.03.2020 22:44:52|Владимир Морозов|Подскажите Калита будет размещатся 17 марта и какой купон
97|11.03.2020 22:45:00|Andrey Hohrin|Приглашение к барьеру принято
99|11.03.2020 22:45:38|Владимир Морозов|Ок, спс
100|11.03.2020 22:45:43|Andrey Hohrin|Но все инфо позднее, полное
101|11.03.2020 22:45:59|Владимир Морозов|Спс
102|11.03.2020 22:46:35|Sova|Цены меньше сотки, было очень соблазнительно
103|11.03.2020 22:47:14|Alexey|14 
104|11.03.2020 22:48:00|Владимир Тутынин|Так ты бери хотябы после одной положительной недельки
105|11.03.2020 22:48:44|Александр|Да думал 40 уже минимум ниже не пойдет.
109|11.03.2020 22:53:32|MММ🥕🐹|Следующий перенос в апреле будет уже минимум под 15 
111|11.03.2020 22:57:24|Alexey|1718 
112|11.03.2020 22:57:56|MММ🥕🐹|Ну если текущий тренд сохранится то и этого нельзя исключать 
113|11.03.2020 22:59:10|Harry Lime|Я прихвачу в субботу без проблем
117|11.03.2020 23:02:23|Владимир Тутынин|Надежды разоряют.
118|11.03.2020 23:02:33|YYY|Евгений Онегин мой дядя, старых добрых правил, когда в не шутку занемог....
119|11.03.2020 23:03:13|Александр|Я уже скоро буду чисто ради количества наверное покупать 
120|11.03.2020 23:03:23|Harry Lime|К субботе многим здесь думаю потребуется ...
121|11.03.2020 23:03:49|YYY|И вероятно не одна 
122|11.03.2020 23:03:53|Владимир Тутынин|Пора лабаз на бирже ставить
124|11.03.2020 23:12:04|Владимир Тутынин|Сейчас как то все подругому. Раньше ху...як, и власть разводит руками, суетится от неожиданности. Сейчас. Вроде все нормально, так власть сама жуть начинает подкидывать торговая война не сливает, вот Вам паника по короновирусу, можем ещё и нефть бесплатно. Может лучше просто обвалиться, чтоб они ещё чегонибудь не затеяли.
125|11.03.2020 23:14:06|Aleksandr|В этот раз чот и я уже сбился с ориентиров НАКуя это нужно. Не ну Крым был мне понятен, я терпел.
126|11.03.2020 23:19:38|Vl Lav|Они нас проверили. Теперь творят че хотят ради себя
127|11.03.2020 23:21:14|Сергей|все больше хочется уехать из страны
128|11.03.2020 23:21:34|Vl Lav|Видимо быть больше 75 баксухорошо они помогают ему падать. Ждут 80 наверно
130|11.03.2020 23:22:38|Сергей|пока здесь на карантине
131|11.03.2020 23:23:06|Vl Lav| Как раз популяция сократится. Если сами не помрем.
132|11.03.2020 23:23:32|Владимир Тутынин|Завтра сбер опять открывать перестанет
133|11.03.2020 23:23:33|Alexey|Лучше вглубь нашей
135|11.03.2020 23:26:11|Сергей|в любую деревню с запасом продуктов
136|11.03.2020 23:26:59|Dmitry Manzor|Крупа дома есть.
138|11.03.2020 23:30:25|Владимир Тутынин|Радуешься Вот останетесь вы на земле втроем Широкий, Двужопый и Прокурор, что делать будете
139|11.03.2020 23:31:01|Dmitry Manzor|Вот меня напрягает наш деревянный, кризис я в облигах пересижу, но если рубалек теряет в цене, то грошь цена нашим вложениям
140|11.03.2020 23:31:45|Евгений|Зато в случае беспорядков все эти наши элиты не смогут покинуть страну. Будет отрадно видеть Симоньян, Соловьева или какихто видных воров в руках озлобленной толпы. Это сгладит боль от потери капитала при таком развитии событий  Это будет СПРАВЕДЛИВО
141|11.03.2020 23:32:31|Vl Lav|Так в этом и речь. Дай бог чтоб не сложились. Тогда вообще весело. Не стал кидать сюда видео. В друзь кинул. После таких видео вообще не веришь. Лучше бы не смотрел.
142|11.03.2020 23:32:57|А что ты сделал для котэ!?|Лично меня напрягает политсрач в чатах про бонды  с остальными проблемами я справлюсь
144|11.03.2020 23:33:30|Vl Lav|Молчу
145|11.03.2020 23:34:19|Шура SiberianRanger|
146|11.03.2020 23:34:42|Fin Partner|Андрей, вирус, говорят, больше 27 градусов не выдерживает. Может, летом к нам в Сочи А то вот с прикусом узнанным, осенью прошлой из Москвы в Сочи переехал я...
147|11.03.2020 23:35:16|Ivan Z|Проблема в том, что в долларах там смешная доходность по бондам, качественным. На уровне примерно инфляции.. в рубле же нет. Страховаться можно через валютные свопы, тут один из чатлан схему писал. А в такие моменты как сейчас больно и думаешь, ну на кой я не все в долларе хранил. Хотя щас как раз хороший момент рублевые инвестиции делать. Может быть ещё лучше будет момент, если станет ещё хуже
148|11.03.2020 23:35:17|Dmitry Manzor|Политсрач в зарегистрированном СМИ дело недальновидное
150|11.03.2020 23:36:18|Dmitry Manzor|Хэдж стоит приличных денег, а стабильность валюты обязанность сами знаете кого
153|11.03.2020 23:36:59|Ivan Z|Да у нас ее не может быть, полной стабильности, я на нее и не рассчитывал. Все развивающиеся страны валятся, все валюты нефтяных стран валятся
154|11.03.2020 23:38:22|nik|56 годовых были месяц назад опционы. Интересно как сейчас.
155|11.03.2020 23:39:00|Ivan Z|Важно помнить что такое было уже в 2014, 2008,1998. Тогда самый смак было российские бумаги подбирать, потому что они сильнее других падают, ещё и изза курса. А потом эти же сырьевые компании начинают получать профит от девальвации. Курс соответственно укрепляться. Самое плохое не поймёшь куда ситуация вырулит и когда.
