|time|user|text
1|19.11.2019 16:26:15|Маркшейдер|А как же наше любимое слово на Д
2|19.11.2019 16:26:22|Harry Lime|Все к тому идет ,40 выпуска за первый пролив
3|19.11.2019 16:26:55|Маркшейдер|Разнообразие должно же быть...
4|19.11.2019 16:31:50|Alex|А что будет при отзыве лицензии у НК банка с его активами типа сэз
5|19.11.2019 16:32:39|Harry Lime|Попадет в АСВ и станет легендой , как Геотек
6|19.11.2019 16:33:21|Harry Lime|Эксперт РА подтвердил рейтинг НК Банка на уровне ruB
7|19.11.2019 16:33:38|Harry Lime|Вот такое прислал Эксперт
8|19.11.2019 16:33:42|Alex|Да, я посмотрел, потому задался вопросом. Банк ручной и слабый.
9|19.11.2019 16:35:10|Harry Lime|Да индекс ХерфиндаляХиршмана подкачал
14|19.11.2019 16:41:55|Маркшейдер|А что обычно бывает с эмитентом, если он не имеет средств платить банку. Эмитент умирает и не платит обязанности по облигациям или банк забирает себе компанию и может продлить ее жизнь , в том числе платя заемы Пример Фэс Агро. Есть облигации и в тоже время, летом брали кредит в Сбере.
15|19.11.2019 16:43:46|Harry Lime|Надо смотреть , какие договора займа , какие залоги , вариантлв очень много
16|19.11.2019 16:48:19|А что ты сделал для котэ!?|Насчет доходов не согласен Это как Сандуны или World class  богатые люди всегда будут
19|19.11.2019 17:01:45|Alex|Беспокоит не аффилированность, а смена собственника. Я не знаю, как продаются активы лишенных лицензии банков. Может ли быть, что акции СЭЗ кусками разобьют и раздадут для погашения обязательств банка
20|19.11.2019 17:03:00|Harry Lime|Все может быть , сказать , что здесь нулевой риск сложно , это в любом случае плоть от плоти ВДО
22|19.11.2019 17:08:04|А что ты сделал для котэ!?|Но ворлд класс тоже сеть Да и у владельцев сандунов не одна баня Правда как раз в элитности АВ я не уверен
23|19.11.2019 17:09:12|Harry Lime|Я помню как манагеров косило в 2009м году , у АВ отток будет самый мощный , круче Магнита с Пятеркой
24|19.11.2019 17:16:47|Dmitry|Не ради спора, но АВ сейчас и АВ в 2009 сильно отличаются. Сейчас они довольно гибкие в плане цен и ассортимента.
25|19.11.2019 17:18:01|Harry Lime|Это факт , но если даже сейчас они имеют убыток , в случае рецессии просто утонут
26|19.11.2019 17:19:42|Sergey S|Простите,чем надежнее Просто по ощущениям или есть где то сравнительный анализ кредитоспособности
