|time|user|text
1|13.04.2019 16:39:52|Aleksandr|в чем
2|13.04.2019 16:40:40|Сергей Ч|В том, что я заблуждаюсь. А теперь долго и нудно объясняйте для чего нужен этот чат.
3|13.04.2019 16:41:29|Harry Lime|Субботний срач об,являю открытым
4|13.04.2019 16:41:29|Aleksandr|Бухнули в субботу С чего ради я должен что то Вам обьяснять да еще и долго и нудно
6|13.04.2019 16:42:47|Сергей Ч|В отличие от Вас я не бухаю. Просто проверил Вас на умение отвечать на провокационные заявления. Вывод молод и глуп.
9|13.04.2019 16:44:16|Максим Кочнев|Погодите, дайте за попкорном сбегаю
11|13.04.2019 16:44:54|Aleksandr|Я щас не могу много времени на это потратить
12|13.04.2019 16:45:09|Harry Lime|Да это наемный тролль для поднятия ликвидности чата по выходным. Вот Андрей здорово придумал.
13|13.04.2019 16:45:43|Aleksandr|матерый Хохрин 
14|13.04.2019 16:46:16|Максим Кочнев|Давайте поговорим обгонит ли пробрнс злых бондов по численности к первому июня.
15|13.04.2019 16:56:09|Aleksandr|Есть соревнование
17|13.04.2019 17:00:58|Алексей ayaye :)|выпилился 
18|13.04.2019 17:34:11|Евгений|спасибо
19|13.04.2019 17:44:12|Aleksandr|и переименовался
20|13.04.2019 17:44:58|Алексей ayaye :)|так себе тролль. такой оригинальный способ слива впервые вижу.
21|13.04.2019 17:52:45|Kirochka| Купила попкорн
22|13.04.2019 17:58:16|Aleksandr|кина не будет
23|13.04.2019 18:03:31|Max|А Сибирский гостинец или как его.. это ВДО
24|13.04.2019 18:05:06|Harry Lime|Это пздц
25|13.04.2019 18:06:56|Max|В двухтрёх словах, насколько там всё плохо Я после их интервью на СЛ перестал следить
26|13.04.2019 18:09:07|Harry Lime|Я там был с первого дня до дефолта в декабре 17. Норм поднялся за неделю после выпуска до 102 гдето , после первого купона был на 95. Потом ходил 8895 вплоть до самого дефолта. Сейчас там очередной рестракт. Из облигационеров пытаются сделать акционеров.
28|13.04.2019 18:25:33|Max|Понятно, спасибо. А так ведь хорошо и красиво рассказывали и производство показывали.. интересно, с самого начала была такая задумка у них
29|13.04.2019 18:44:57|Лина|Всем привет. Подскажите новичку. Вопросы Как часто бывает дефолт по ВДО из личного опыта. Дефолт это не выплата только купона или и тела облигации Если тела, то как это отражается в портфеле  облигация просто там болтается или исчезает без зачисления денег Если вопросы некорректные, прошу простить, я только учусь заранее спасибо
32|13.04.2019 18:51:28|Max|Значит картинка на аватарке не обманула меня Привет Владивостоку из Владивостока
33|13.04.2019 18:51:56|Лина|
34|13.04.2019 18:53:40|Shumov|Смотрите статистику и формируйте портфель по риску. Чейто личный опыт плохой советчик.
35|13.04.2019 18:57:24|Лина|Спасибо эх, а так хотелось поучится на чужих ошибках
36|13.04.2019 18:57:40|Кирилл Малявин|Всем доброго времени суток. А можно ещё задать вопрос более опытным участникам чата На облигациях можно заработать от переоценки тела и с купонов. И если с купонами все просто  выбираешь надёжных эмитентов и получаешь доход, то с переоценкой тела не все так однозначно. В каких случаях или по какой методике вы продаете облиги Покупаете на первичном размещении в опр. пропорциях, чтото на купоны, чтото на дальнейшую продажу Если цену резко дёрнул вверх, продадите всю позицию Интересно, как работаете именно с ценой, поделитесь опытом 
37|13.04.2019 18:57:45|Лина|Спасибо, буду изучать
38|13.04.2019 19:01:18|Harry Lime|Задумка была кинуть всех , там не было денежного потока и до сих пор нет. Нет потока  есть дефолт.
39|13.04.2019 19:03:07|Rifnur|... Как минимум, в том, что вероятность их дефолта ниже среднерыночных 11. Про 11. Мой коллега Максим Потапенко недавно делал исследование дефолтности русского облигационного рынка. Итогами стали 3 вывода 1. Средний процент выпусков, попадающих в дефолт  11 на статистике с 2005 по 2018 годы. 2. Вероятность дефолта не зависит от величины выпуска. Для выпусков величиной до 500 млн.р. доля дефолтов  11,1. 3. Вероятность дефолта прямо пропорциональна сроку жизни облигации. Доля облигаций, попавших под дефолт в течение первого года точнее 10 месяцев с момента начала размещения  менее 0,5. probondsмонитор вдо
40|13.04.2019 19:15:04|Лина|Спасибо, приняла к сведению
41|13.04.2019 19:17:28|Aleksandr|скорее всего
42|13.04.2019 19:32:27|Кирилл Малявин|А мой вопрос не заметили Или я чтото не то спрашиваю
43|13.04.2019 19:38:30|Владимир Тутынин|Ну а что, Вы, например, продавая автомобиль, будете говорить какой вы были олень купив сей пепелац Зайдите на авто.ру и найдите хоть одного человека который так продает. Просто с порядочным продавцом всегда можно связаться и он объяснит что потребуется привести в порядок, к чему следует отнестись с вниманием и какие проблемы имеются с данной моделью авто. И не будете виноваты ли Вы сами, если авто через неделю встанет, что плохо провели осмотр, что забыли чтото уточнить или просто плохо слушали. Просто Андрей не продает автомобили, а как юный Каупервуд, занялся учётновексельным делом. Это его работа.  Каупервуд кстати сел на определённом этапе
44|13.04.2019 19:41:37|Harry Lime|Это книгу писать , как выбирать
47|13.04.2019 19:46:04|Кирилл Малявин|Я понимаю, что это вопрос больше дискуссионный, на который у всех свои ответы, но хотя бы в общих чертах. Мол прикидываю какойто максимум по бумаге и при приближении продаю. Или проще не метаться и ловить только купоны. При одинаковом купоне можно перекладываться в свежий выпуск, получается доходность остаётся  разница в цене. Просто интересно почитать, кто как увеличивает доходность
48|13.04.2019 19:47:40|Harry Lime|Про посчитать это к Максиму , вот уж математика на службе облигационеров
52|13.04.2019 19:57:39|Кирилл Малявин|Логично, что продавать надо, если есть во что вложить потом с доходностью не хуже, желательно без потери диверсификации. Кажется, по полочкам все встало, спасибо
53|13.04.2019 19:58:52|Harry Lime|Все так , главное увеличивать доходность сокращая риск на эмитента  это идеальный вариант
55|13.04.2019 20:01:09|Кирилл Малявин|Ну это да. Я просто думал, может быть есть какието спекулятивные стратегии
56|13.04.2019 20:03:56|Harry Lime|Просто если слепо идти за доходностью получишь депо из Ломастера пополам с Кармани
57|13.04.2019 20:04:24|Максим Кочнев|не всегда все от цены зависит. Допустим вы взяли чтото по 100. Со ставкой 18. Через неделю он стоит 104. Казалось бы почемубы не продать и не получить 4 процента Вот тут начинается подсчет. Вы всего неделю владеете бумагой и хотите фиксировать 4. Но на что есть ли чтото еще по 18 и более дешевле и зачем. ВСего неделя Эта бумага и так купоном принесет вам эти 4 процента всего за 3 месяцаи это с учетем налогов И если она сейчас стоит 104 и скорее всего и через 35 месяцев будет стоить около того. Можно не торопиться и продать позже пока получая 18 процентов. Поэтому важна не только оходность но и срок. Так как 30 годовых но на протяжении 5 месяцев намного лучше 150 годовых но за 1 неделю Все от стратегии завсит. Никто вам свою полностью не расскроет. Я всегда беру столько сколько мне надо чтобы вообще держатьне спекулировать и плюс сколько то еще для спекуля как раз. Сколько то для короткого спекуля, это как раз продать в первый месяц два. Сколько то для более долгого  продать через 46 месяцев
59|13.04.2019 20:08:17|Harry Lime|Ну мы то ждали новый грузовик и каждый следующий день мог стать походом на номинал
60|13.04.2019 20:08:43|Alexey Z|А мосбиржа нас всех обломала 
61|13.04.2019 20:08:45|Максим Кочнев|да, просто было куда переложить НО мосбиржа побрила все нашипланы
