|time|user|text
1|09.05.2020 10:14:11|Evgenii K|Как будто это какаято зараза. В чатике ВДО то.
2|09.05.2020 10:15:42|Andrey Hohrin|С праздником, друзья
5|09.05.2020 10:27:28|Mikhail FarEast|Евгений, я сам лично не попадал с ними ни во что плохое. Насколько там можно влипнуть хз, наверно можно по полной. Они подросли прилично, уже по 130 торгуются, брал в свое время по 116. Ликвидность было ограниченная в свое время.
6|09.05.2020 10:48:56|А что ты сделал для котэ!?|Картина называется партизанский командир. Но мне она почему то напоминает бондхолдера во время массовых дефолтов  С Днем Победы
8|09.05.2020 10:52:54|Aleksandr|Так это Гарри
9|09.05.2020 10:54:37|А что ты сделал для котэ!?|Мне больше Хохрина напоминает
10|09.05.2020 10:55:07|Aleksandr|Ну есть что то общее. Странно кстати.
11|09.05.2020 10:57:18|milli999|Точно
12|09.05.2020 10:58:57|Evgenii K|Можно. Можно влипнуть и с Хакасией даже. Просто странно говорить про влипнуть в чате  вдо. Там риски заметно ниже чем по любому из наших самых прекрасных эмитентов. Сравнимые с аэрофлотом. Конкретно по данному выпуску главный риск снижение тела в будущем, если КС пойдет вниз. Но есть и апсайд  сильный рост тела при снижение КС на 100 пунктов, даже при текущих уровнях. Сам сбросил бумагу на 128, но задумался опять о покупке после уверений цб вчера либо чего то длинного еще со сравнимой дьюрацией и доходностью.
13|09.05.2020 10:59:11|Aleksandr|Это он видимо в Красноярске, с инспекцией в ГГ.
14|09.05.2020 11:01:56|Alexey|Шмайсер отобран у Голдмана
15|09.05.2020 11:02:21|Aleksandr|Ну да, трофейный.
16|09.05.2020 11:06:53|Mikhail FarEast|Вопросов нет, вдо самые рисковые по определению. Но и доха выше. По субфедам не согласен, не было дефолтов. Насколько я в теме, был один раз тех.дефолт по МО. Но это было в 90х. Механизм списания суборда в случае наличия проблем у банка не знаю/не понимаю, от этого и опасения. Но то что это гос, вероятно и есть наша главная защита. Считаете, что ещё выше котировки пойдут при снижении ключа Просто уже 132 по итогам пятницы
17|09.05.2020 11:11:05|Alexey|Такие бонды покупают втч подержать  получить высокий купон  передать дальше. Возможный рост тела тут бонус а возможное падение тела демпфируется отчасти высоким купоном.
18|09.05.2020 11:27:32|Harry Lime|Это скорее собирательный образ ,тк я бы предпочел ППШ МП40
19|09.05.2020 11:28:21|Aleksandr|Ну здрасте, откуда такой выбор  чо намутил тем и воюешь
20|09.05.2020 11:53:04|Alex|Казакстан Темир Жолы, железные дороги, отвратные поезда особено по югу казахстана, но финансы я не смотрел
21|09.05.2020 11:53:30|Aleksandr|финансы тоже отвратные, но это госкомпания
22|09.05.2020 11:57:26|Alex|вообще да, но цепочка очень длинная СПВ в рф  КТЖ  фонды  государство
24|09.05.2020 11:59:18|Ortemy Alexandrovich|Ну дык рк небось не под санкциями и не аннексировала чужую территорию
25|09.05.2020 12:00:38|Aleksandr|Как раз вот сижу читаю перевод прибалтийских сми , о том как их анексировал злой СССР
