|time|user|text
61|19.10.2019 19:45:11|Harry Lime|Это один тефлоновый Вавилов
62|19.10.2019 19:45:25|Paul Baikov|У Суперокс в смысле
63|19.10.2019 19:45:51|Sereja|Это как в напёрстки играть на вокзале. 15 на три года.
64|19.10.2019 19:46:24|Harry Lime|Как и почти во всех облигах ВДО
65|19.10.2019 19:46:46|Oleg Egorov|...у кого хорощий зрений  получает денежный премий 
67|19.10.2019 19:48:30|Sereja|Бизнес лизинга, Агро, розницы, производства  я понимаю. Не очень понимаю, откуда у легенды есть 14 годовых в займе под свайное поле, но 15 на три года под инновационные разработки Вавилову  это алЯ ммм
68|19.10.2019 19:48:43|Harry Lime|Если вы думаете что купон 12, 13,14 спасает от дефолта смею вас разочаровать
69|19.10.2019 19:50:21|Sereja|Не думаю, но в суперокс ссыкотно, простите за мой французский
70|19.10.2019 19:50:33|Harry Lime|Тут 15 , потому же , что и во многих выпусках с таким или большим купоном.
71|19.10.2019 19:51:53|Sereja|Ваша рекомендация купить rus28 мне больше нравится, чем суперокс
72|19.10.2019 19:52:44|Harry Lime|Ну я на нем не жениться собираюсь, а заработать , судьба его меня мало беспокоит
73|19.10.2019 19:54:54|Paul Baikov|С такой логикой я теперь понимаю, почему было написано про ранний выход из тех бумаг. И суперокс видимо туда же. Спасибо 
74|19.10.2019 19:55:10|Dmitry Manzor|Нам надо, чтобы эмитенты подольше жили. Облигации  это взаимовыгодно. Дешевле чем кредит в банке и мы подзаработаем.
75|19.10.2019 19:55:47|Paul Baikov|А про Эбис, кроме зачетного названия, не скажете чего
76|19.10.2019 19:56:08|Harry Lime|У нас разное понимание раннего выхода
77|19.10.2019 19:56:32|Alex|Все просто. Вавилов вкладывает капитал через займы, в том числе безпроцентные.
79|19.10.2019 20:01:01|Paul Baikov|Разумеется. Каждый сам определяет. Было интересно услышать мнение людей по поводу списка  я вроде услышал благодарен
80|19.10.2019 20:16:42|Максим Воробьев|Но конечно  мнение участников чата об эмитенте личного поручительства собственника заменить не может. 
82|19.10.2019 20:18:42|Sereja|Типа сам себе занял и не платит НДФЛ
84|19.10.2019 20:22:43|Alex|Там нет купонов. Это займы от собственника, займы ФРП и Сколково. Возникает ли материальная выгода при получении безпроцентные займов я не знаю. Таким образом хоть УК и 10к, но квазикапитал там больше.
85|19.10.2019 20:33:49|Harry Lime|За Эбисом слежу с весны 18 года , для меня эмитент с понятной бизнесмоделью , поэтому большая доля и до оферты точно.
86|19.10.2019 20:36:14|Paul Baikov|Спасибо
87|19.10.2019 20:37:59|Harry Lime|Отчетность ни одного эмитента нельзя оставлять без внимания , упала выручка , нет прибыли , выберите момент и продайте , ловить там будет нечего по итогу. Вот и весь секрет.
88|19.10.2019 20:41:25|Paul Baikov|Гдето читал  если бумаги падают больше нескольких процентов, а ты не понимаешь почему  стоит продавать. И можно в детали бизнеса не вдаваться даже.
90|19.10.2019 20:42:37|Serg|Проблема в том, что падение может быть разным... можно и не успеть продать. Так что приглядывать за отчетностью все же нужно
91|19.10.2019 20:45:14|Paul Baikov|Отчетность раз в квартал в идеале, безусловно если есть время стоит смотреть. А за бумагами стоит смотреть хотя бы раз в неделю, по моему мнению Сам каждый день смотрю
92|19.10.2019 20:46:22|Dmitry Manzor|Прибыль могут и не показывать, чтобы лишний налог не платить, а вот падение выручки и высокая себестоимость продаж это уже звоночек, как я скромно думаю
93|19.10.2019 20:46:57|Harry Lime|Это справедливо для компаний , не имеющих банковского финансирования , см Кармани
94|19.10.2019 20:47:21|Paul Baikov|А ДД
96|19.10.2019 20:48:15|Harry Lime|Да рассинхрон роста долговой нагрузки и выручки это приговор . Долг увеличивается , выручка не растет , конторе кранты  классика СТТ.
99|19.10.2019 20:51:33|Dmitry Manzor|назовём его  крест СТТ и ДД
100|19.10.2019 20:52:13|Harry Lime|И лизинг и МФО и производитель могут оказаться ширмой и аферой.
101|19.10.2019 20:53:00|Paul Baikov|АО МММ
102|19.10.2019 20:53:28|Harry Lime|ДД  ярчайший пример
103|19.10.2019 20:54:06|Paul Baikov|И гостинец хотя там вроде чтото делают сейчас..
105|19.10.2019 20:54:38|Harry Lime|Гостинец мертв , возвратноль
106|19.10.2019 20:55:08|Paul Baikov|Чтото же в акции конвертировали Но я не сильно следил, благо не вкладывался
107|19.10.2019 20:55:32|Harry Lime|Цена акций по факту ноль
108|19.10.2019 20:57:27|Paul Baikov|Угу. Пара странных строений из пассивов.. Но выпуском некой продукции в черных пакетах уже хвалятся
109|19.10.2019 20:57:51|Vallery|Извините, а где смотреть отчетность
111|19.10.2019 20:58:17|Harry Lime|На официальном сайте раскрытия edisclosure
112|19.10.2019 20:58:26|Paul Baikov|http//www.edisclosure.ru/
113|19.10.2019 20:58:35|Vallery|Благодарю
114|19.10.2019 20:59:03|А что ты сделал для котэ!?|Послать на дискложу 
115|19.10.2019 20:59:09|Vallery|А то я набрала и эбиса и ределена и окоса, и вот жду и думаю 
116|19.10.2019 20:59:28|Harry Lime|Настройте бота в телеграме , будет слать сущфакты
117|19.10.2019 21:00:26|Vallery|Блин, как его настроить Я новичок... 
118|19.10.2019 21:00:46|Paul Baikov|О а есть гайд какойнибудь Тоже интересно
119|19.10.2019 21:01:00|Harry Lime|Билл Гейтс сказал , что люди склонны переоценивать изменения за два года и недооценивать за 10 лет. К облигациям это применимо с моей точки зрения так  за полгода не крякнет , а за год полтора очень даже может.
121|19.10.2019 21:01:27|Paul Baikov|А то каждый день смартлаб и прочее смотрю
122|19.10.2019 21:01:57|Harry Lime|FlashTraderNews4Bot
123|19.10.2019 21:01:58|Vallery|Согласна
124|19.10.2019 21:02:37|Paul Baikov|Спасибо
125|19.10.2019 21:04:41|Vallery|Спасибо
126|19.10.2019 21:13:51|Alex|Ого. Вредные советы продолжают распространяться через глухой телефон.
127|19.10.2019 21:18:36|Paul Baikov|Почему вредные Вроде логично кажется, это же не акции
128|19.10.2019 21:19:20|Harry Lime|Особо ретивые и продвинутые наказываются вылетом по стоп лоссу по 95 при проливах
129|19.10.2019 21:22:27|Paul Baikov|Так ведь у облигаций не такие дикие колебания в цене. Я и говорил, что достаточно по моему мнению раз в неделю смотреть, что происходит, если не нравится  продавать. Экономит время довольно сильно.. Но я еще не напарывался на быстрый дефолт, могу ошибаться
130|19.10.2019 21:22:50|Alex|Продавать надо только тогда, когда ты понимаешь что происходит. В ЧЗПСН паникеры укатали бумагу без повода просто потому что она начала падать. Все побежали и я побежал.
131|19.10.2019 21:22:54|Paul Baikov|В стоплоссе не вижу смысла в принципе в такой ситуации
132|19.10.2019 21:23:18|Harry Lime|Бинго , один вред
133|19.10.2019 21:23:21|Paul Baikov|Да, про ЧЗПСН с внесением в список дефолта Вы правы
135|19.10.2019 21:23:54|Alex|Открой те график любой ликвидной облигации. Цена легко гуляет на пару процентов в цене, особенно те что подлиннее.
136|19.10.2019 21:23:59|Harry Lime|Жирных пальцев с проливом до 6080 в год происходит несколько десятков
137|19.10.2019 21:24:45|Paul Baikov|Можно пример Не сталкивался сильно, но я и не особо много отслеживаю, конечно
139|19.10.2019 21:25:19|Harry Lime|СОкс на прошлой кажется неделе 700 бумагами пробили до 80.
142|19.10.2019 21:26:51|Paul Baikov|Суперокс Они же только разместились Или другое
143|19.10.2019 21:27:01|Harry Lime|Они самые
145|19.10.2019 21:27:54|Евгений Коломна|В Грузовике человек продал по рынку и только потом это осознал, а цена в моменте сильно рухнула
146|19.10.2019 21:28:09|Paul Baikov|А логики нет, тут полностью согласен. Большую часть т.н. ТА читаю.. с улыбкой. Рынок хаотичен и не логичен
147|19.10.2019 21:28:11|Alex|ЧЗ может и не сильно. Но инвесторы слившиеся свои пакеты, к тому же без нкд, потеряли двухлетний профит на этой бумаге.
148|19.10.2019 21:28:17|Harry Lime|Давайте скажем больше , человек из чата
150|19.10.2019 21:31:47|Paul Baikov|А с НКД не разобрались еще Это ведь натурально глюк биржи получился. Только через суд чтоль теперь
151|19.10.2019 21:32:09|Harry Lime|Это бесполезно
153|19.10.2019 21:32:48|Paul Baikov|Технический сбой и все
154|19.10.2019 21:33:34|Harry Lime|Не было технического сбоя . Был перенос в режим торгов , правила режима участникам торгов известны . Далее сами дураки.
155|19.10.2019 21:33:47|Paul Baikov|Не, подождите, но НКДто сбросился
157|19.10.2019 21:34:13|Harry Lime|Это условие режима Д , если вы не знали  это было платное обучение
158|19.10.2019 21:34:49|Евгений Коломна|Хочется верить, что он его успел продать по 180
159|19.10.2019 21:35:01|Paul Baikov|Так да. Но все же косяк неслабый, как мне кажется. Если бы такое произошло по какойнибудь ОФЗ например..
160|19.10.2019 21:35:38|Harry Lime|Такие случаи бывали раньше , я набрал этого ЧЗПСН полные баки
161|19.10.2019 21:36:17|Paul Baikov|В момент режима Д имеете в виду Ну да, логично все их сбрасывали
162|19.10.2019 21:36:28|Harry Lime|Конечно
163|19.10.2019 21:36:53|Alex|Бу с мфд кстати вернул нкд по ОХ5 через жалобу в ЦБ. Но ответ был тоже вы сами дураки. Однако нкд пересчитали.
164|19.10.2019 21:36:58|Dmitry Manzor|Биржа  наглёжница
166|19.10.2019 21:38:06|Harry Lime|Так это Бу продал без НКД  Не ожидал.
167|19.10.2019 21:46:20|Alex|Там несколько было таких. Но самое забавно, что сделку взад не вернули а пересчитали НКД. Поэтому продавшие вышли с прибылью. Наверное это был последний способ выйти из ОХ
168|19.10.2019 21:47:16|Евгений Коломна|Видимо с утра он не зашел в чат энгри, там все наоборот покупали
169|19.10.2019 21:47:17|Harry Lime|Там было несколько сделок , в ЧЗПСН  сотни точно
170|19.10.2019 21:51:37|Dmitry Manzor|Я бы не сказал что все покупали. Было непонимание происходящим
172|19.10.2019 21:52:44|Paul Baikov|Было некоторое офигевание, если честно наверное не только я первый раз такое увидел
173|19.10.2019 21:53:21|Harry Lime|Я купил ровно столько , сколько хотел , я морально готов вернуть НКД если такое решение будет
174|19.10.2019 21:53:28|Евгений Коломна|Основные персонажи по крайней мере спекульнули
175|19.10.2019 21:53:57|Dmitry Manzor|Я тоже увидел впервые и наблюдал. Посмотрел что до купона далеко и понял что дефолта быть не может, ошибка
176|19.10.2019 22:18:33|Владимир Тутынин|Я нажал 2. Но за Талан готов на большее.
177|19.10.2019 22:33:02|Harry Lime|Меня выпуски 1 млрд пугают
179|19.10.2019 22:36:52|Harry Lime|Но еще больше пугают выпуски 1 млрд на SPV
180|19.10.2019 22:51:21|Владимир Тутынин|А это кто у нас
181|19.10.2019 22:55:42|Екатерина|Обувь Самолёт
182|19.10.2019 23:24:54|Aleksandr|Нет
183|19.10.2019 23:36:42|Sergey K|Интересно, а кто у нас SPV
184|19.10.2019 23:37:34|Aleksandr|Талан, не
185|19.10.2019 23:42:34|Sergey K|SPV это ведь Special Purpose Vehicle, специальное юридическое лицо, созданное для конкретного проекта. И похороненное после окончания этого проекта. Нет
186|19.10.2019 23:43:59|Aleksandr|Нет
189|19.10.2019 23:59:43|Paul Baikov|Займы через SPV это попа, мягко говоря, как я понимаю
191|20.10.2019 00:00:29|Paul Baikov|Тем более на 1000кк
192|20.10.2019 00:06:28|Aleksandr|Нужно смотреть поручительства
193|20.10.2019 06:22:43|Шура SiberianRanger|
194|20.10.2019 07:15:20|Evgeniy Averchenkov|Брайт финанс, Талан  первое, что в голову приходит по поводу spv. У первого, правда, заем на порядок меньше
196|20.10.2019 08:45:42|Harry Lime|Примерно тоже уже  добор на уровне 99,5 проделали на ОМ , там тоже SPV с офертой от Манимена
197|20.10.2019 08:46:54|Alex|Наши евробонды тоже на СПВ выпущены, и ничего крупняк покупает.
198|20.10.2019 08:50:24|Harry Lime|Вот поэтому и нужен не иррациональный страх , а разумные опасения
199|20.10.2019 08:55:57|Валера|добрый день. кто знает про финансовую компанию Гермес менеджмент управляют капиталом
200|20.10.2019 09:02:52|Harry Lime|Недаром у евробондов проспектусы по 500 страниц , там очень много всего , залоги , оферты , ковенанты. Особенно мне нравится изменение условий на возмездной основе , ну прикиньте ОСВО , где деньги платит эмитент. У меня был случай по ТМК 20 , там эмитент предложилпару процентов разовой премии всем держателям , кто одобрит вывод изпод залога по бонду ТМК20 их амереканского подразделения IPSCO tubular до определенной даты . Таких примеров достаточно.
202|20.10.2019 09:27:11|YYY|Так что с таланом, сидеть ровно и не дёргаться 
203|20.10.2019 09:28:38|Dmitry Manzor|в ВДО это невозможно
205|20.10.2019 09:31:07|Harry Lime|В ВДО вместе с ответом на такой вопрос обычно возникает и факт оплаты за прошедшее обучение
206|20.10.2019 09:37:25|YYY|Факта нет и обучения , сомневаюсь, что обучение может пояснить .
207|20.10.2019 09:38:28|Harry Lime|Обучение приходит с фиксацией убытка
208|20.10.2019 09:39:34|YYY|Да , это стандартное у всех.
209|20.10.2019 09:45:04|Harry Lime|По тому же Талану у меня нет негатива к самой компании, есть понимание , что это было нерыночное размещение и какие могут быть в итоге мотивы у держателей мне неведомо
210|20.10.2019 10:51:25|Elena|https//www.kommersant.ru/doc/4026355
212|20.10.2019 10:54:48|Maison|Даже в чате про инвестиции спрашивают о пирамидах
213|20.10.2019 11:00:55|Антон|При слове Управляют капиталом сразу возникают ассоциации с кухнями форекс с лицензией на солнечном Кипре.
214|20.10.2019 11:22:06|Oleg Egorov|Субсидияэто очень хорошо, т.к. вопервых, снижает нагрузку на эмитента по обслуживанию долга, а вовторых  просто так ее не дают, какойникакой анализ деятельности МСП проводило...
215|20.10.2019 11:24:43|Harry Lime|Субсидия  это хорошо , но гарантий нет , вопрос Талана  это не вопрос качества эмитента , а вопрос держателей. Там за день втихую расписали миллиард. Так что если ктото захочет выйти на значительную часть этой цифры я бы не удивлялся.
216|20.10.2019 11:45:41|К& Б:))🍷|Расписанный миллиард скорее может отозваться ускоренным сбором 75 под ОСВО... Вряд ли кому удастся быстро слить в стакан существенную сумму. Недавние две плиты тому подтверждение. Они уже прилично убили активность в Талане. Так что расписанный миллиард  это о другом... Гарантии МСП  это очень хорошо. И гораздо важнее других гарантий. Во всяком случае на данный момент
217|20.10.2019 11:47:22|YYY|Талан жить будет, так что страхи обоснованы, но не настолько .
218|20.10.2019 11:48:27|Andrey Belous|МСП даёт гарантию по Талану
219|20.10.2019 11:51:11|Harry Lime|Нет
221|20.10.2019 11:53:12|Andrey Belous|Вот и я удивился сообщению коллеги выше
222|20.10.2019 11:54:21|Harry Lime|МСП видимо ставит условием своего входа жирный купон 1416.
224|20.10.2019 11:59:49|Andrey Belous|Прослеживается такая закономерность Тоже заметил
225|20.10.2019 12:00:19|К& Б:))🍷|Прошу прощения. Не так выразился. Одобрение МСП заявки Талана  существенно для выживания последнего. И фактически является гораздо лучшей гарантией для инвесторов в облигации Талана, чем любые другие гарантии. Эффект ОСВО при этом никто не отменял. Отсутствие резкого существенного апсайда важно для спекулянтов. На надёжность не влияет. С падением ставки котировки все равно двинут вверх... Надёжность в среднем получается выше, чем у многих других облигаций. Так что и котировки догонят 
228|20.10.2019 12:17:29|YYY|Прикольно 1 позиция и последняя впереди.
230|20.10.2019 12:18:28|Dmitry Manzor|первая реальная, последняя  посмотреть результаты
231|20.10.2019 12:18:34|Шура SiberianRanger|О том что люди любят тыкать на крайние варианты в опросах
232|20.10.2019 12:19:12|YYY|То есть реально не считаю так
233|20.10.2019 12:36:01|Антон|осталось только дойти до размеров желаемых депозитов
234|20.10.2019 13:15:44|Сергей Костромеев|Всем ден добрый. Как там за окном Ростов 17
235|20.10.2019 13:17:07|"PRObonds | LIVE"|нефть Когда в очередной раз на рынке нефти появляется волатильность, аналитики выдают множество догадок и предположений о произошедшем. И, как часто бывает, каждое новое объяснение противоречит всем предыдущим. Попытаемся разложить по полочкам каждый из факторов, влияющих на цену нефти, в небольшой серии статей. А начнем разбор  с баланса спроса и предложения. https//www.probonds.ru/posts/112kudatechetneftbalanssprosaipredlozhenija.html IliaGrigorev
236|20.10.2019 13:17:24|Aleksandr|Это точно про инвестиции
237|20.10.2019 13:18:07|Сергей Костромеев|Конечно, есть системы которые осноываны на погоде
238|20.10.2019 13:37:49|К& Б:))🍷|Не факт. В чём проблема со сверх большим депозитом и ВДО Не выйдешь из выпуска Так скорее наоборот. Весь выпуск в твоих руках Но добавит в опрос пункт посмотреть результаты не помешало бы
239|20.10.2019 14:09:01|Pavel|Мне тут ЦБ ответил на мою жалобу на Финавиа. Короче, признали, неполучение бюллетеня для голосования административкой. Штраф для юр. лица от 500 до 700 тр. Телеграмму обещали с вызовом на это дело. Ну хоть так...
240|20.10.2019 14:23:04|Nick|Все врут
243|20.10.2019 15:51:11|К& Б:))🍷|Хорошо. Признание факта ЦБ  приятная вещь. Жаль, для суда скорее всего значения иметь не будет.
244|20.10.2019 15:56:32|Pavel|Да, но если штраф им присудят, для них это будет дороже чем выигрыш от кидалова меня, учитывая количество моих бумаг
245|20.10.2019 16:06:42|Alex|Не хотите предложить им мировую с выкупом ваших бумаг
246|20.10.2019 16:08:16|Andrey Belous|Так они же этого не предлагали изначально
247|20.10.2019 16:08:23|Pavel|А КОАП это позволяет Я думал об этом, но не уверен, что так можно
248|20.10.2019 16:09:59|Alex|Важно, чтобы ФА думали что позволяет
249|20.10.2019 16:10:59|Pavel|Думаю, их юристы не дураки
251|20.10.2019 17:18:00|К& Б:))🍷|Минус в том, что и вы ничего не получите... И обменять штраф на выкуп бумаг не удастся. Но все равно приятно и небольшой звоночек, что ЦБ не нравятся слишком наглые действия администрации ЮТэйр
256|20.10.2019 21:43:50|Dmitry Fedorov|Всем привет, а где можно посмотреть рейтинги эмитентов
257|20.10.2019 21:44:25|Шура SiberianRanger|На сайтах рейтинговых агентств 
258|20.10.2019 21:45:28|Dmitry Fedorov|Я пробовал через cbonds, там только если подписка/доступ оплачен
259|20.10.2019 21:46:44|Leonidas|Там можно поковыряться в новостях по эмитенту
261|20.10.2019 21:54:38|Harry Lime|По российским они бесполезны , тк у 90 эмитентов ВДО нет рейтингов. По иностранным отличный сайт  Moodys , после регистрации доступны многие отчеты.
262|20.10.2019 21:57:53|Dmitry Manzor|А как насчёт создания рейтингого агенства ivolga ru
263|20.10.2019 22:00:15|La Fayett|Сами себе будут рейтинг клепать
264|20.10.2019 22:03:55|Dmitry Manzor|А они займы берут
265|20.10.2019 22:35:16|La Fayett|Сами выпускают, сами ставят рейтинг, сами продают. Мечта инвестбанкира
266|20.10.2019 22:37:41|Harry Lime|В честь Мясничего  можно взять шкалу качества мяса  высшая категория , первая категория и субпродукты
268|20.10.2019 22:44:59|YYY|Тут случайной на распечатку по формированию инвестпорифеля наткнулся, после заголовка как говорил великий Бафет ,статейку сразу в топку. Балет, гросс и Илон маск туда же в Ж_Пу.
269|20.10.2019 22:48:03|Harry Lime|А это , товарищи , хвост
272|21.10.2019 01:18:03|Paul Baikov|Шикарная идея между прочим  Высшая категория Категория А ... Категория Г 
273|21.10.2019 01:27:05|Alexey|Субпродукты регулятор разрешит покупать только тем кто а сьедает не меньше тонны мяса в год б докажет что имеет не менее 1000 голов скота. Кто не имеет  мираторг за комисс одолжит своих в кто имеет диплом в животноводстве
275|21.10.2019 07:01:45|"PRObonds | LIVE"|индекснаяпозиция торговыйэксперимент За прошлую неделю экспериментальный портфель интриг не показал. Доходность остается между 10 и 11 годовых. Хотя планировалась близкой к 20. А пока до целевых результатов далеко, продолжается эксперимент. Позиции на наступающую недел  без изменений, как и в последние полтора месяца.
276|21.10.2019 07:14:33|Сергей Костромеев|Всем доброе утро и профита
277|21.10.2019 07:54:20|"PRObonds | LIVE"|Прошедшая неделя не изменила биржевых настроений. Ожидания финансового кризиса, правда с не четко очерченными географическими и отраслевыми границами  мейнстрим этих настроений. Поведение рынков, правда, настроениям не соответствовало и российский, западные рынки акций и облигаций повсеместно показали рост, ростом неделя завершилась и для рубля. https//www.probonds.ru/posts/114prognozystrahipreuvelicheny.html
278|21.10.2019 07:54:41|Andrey Hohrin|и Вам
280|21.10.2019 08:10:28|"PRObonds | LIVE"|обзор портфелиprobonds Новостей немного. Результаты стабильны. И, дай бог, этого достаточно. Портфель PRObonds 1  15, 2  17 на протяжении всей их истории. История перешагнула за 1 год для портфеля 1  давно и развивается дальше.
289|21.10.2019 08:18:23|"PRObonds | LIVE"|обзор портфелиprobonds https//www.probonds.ru/posts/115portfeliprobondsobzor63.html
290|21.10.2019 09:16:17|Владимир Тутынин|Нам больше подходит Всем апсайда и ликвидности.
291|21.10.2019 09:16:44|Andrey Hohrin|Поддерживаю
292|21.10.2019 09:18:19|Alexey 1987|Извините, а чем закончилась ваша идея с шортом Паладия, я не злорадствую просто спрашиваю
293|21.10.2019 09:18:40|Владимир Тутынин|Шорт злорадствует
294|21.10.2019 09:18:40|Andrey Hohrin|Она не началась.
295|21.10.2019 09:22:34|Alexey 1987|А что позволило вам уберечь себя от входа в сделку по 1600 и так далее
297|21.10.2019 09:23:21|Andrey Hohrin|я выставил стоп. ждал неделю. написал в обзоре, что паллади переходит в режим ожидания. где он до сих пор и находится.
298|21.10.2019 09:23:59|Alexey 1987|То есть вас выбило по стопу
299|21.10.2019 09:24:24|Andrey Hohrin|нет, я не дождался срабатывания стопа на вход.
300|21.10.2019 09:25:17|Alexey 1987|Ясно. Спасибо.
303|21.10.2019 09:36:43|Марк Цало|палладий учится летать.
304|21.10.2019 09:37:50|Andrey Hohrin|традиционно https//t.me/faq_angrybonds/860
305|21.10.2019 09:37:50|Alexey 1987|А чем объясняется
307|21.10.2019 09:38:26|Andrey Hohrin|жду, где войти в шорт. надеюсь дождаться
