|time|user|text
1|14.06.2019 11:33:03|Aleksandr|Росбанк в моменте все еще велика неопределенность относительно того, насколько мягкой будет риторика регулятора. Если рассуждать логически, Банк России сопроводит снижение ключевой ставки сдержанными обещаниями на будущее
4|14.06.2019 11:35:25|Андрей Шадрин|Просто решил последовать за вами. Не хочу пропустить сигнал на выход 
5|14.06.2019 11:36:19|Andrey Hohrin|Не пропустите, все публикуется заранее, в канале пробондс и в блоге на смартлабе
6|14.06.2019 11:36:35|Андрей Шадрин|Спасибо
7|14.06.2019 12:20:07|Aleksandr|Nordea Подкрепление уверенности рынка в дальнейшем снижении ставки может дать дополнительный стимул к снижению доходностей ОФЗ, поддерживая спрос на них и укрепляя рубль на горизонте будущей недели.По факту решения рубль вряд ли продемонстрирует заметную реакцию с учетом того, насколько ожидаемо сегодняшнее решение. Данные по розничным продажам в США, публикуемые в 1530 по Москве, могут оказаться слабыми и оказать давление на доллар.Как следствие, рубль может по итогам дня продемонстрировать более заметное укрепление в паре с долларом, чем с евро.
9|14.06.2019 12:57:01|Sergey|да кстати про нефть  какой у вас стоп
10|14.06.2019 12:59:49|Шура SiberianRanger|подозреваю что никакого, как обычно 
11|14.06.2019 13:07:24|Sergey|Хочется услышать мнение авторов стратегии как вы принимаете решение о выходе
12|14.06.2019 13:34:34|Aleksandr|ЦБР понизил ставку до 7,50, понизил прогноз инфляции , допускает снижение ставки на одном из ближайших заседаний
13|14.06.2019 13:34:43|Aleksandr|Банк России принял решение снизить ключевую ставку на 25 б.п., до 7,50 годовых как и ожидалось. Пресс релиз https//www.cbr.ru/press/keypr/
14|14.06.2019 13:40:17|Aleksandr|прогноз ЦБ РФ
15|14.06.2019 13:42:24|Yak|Доллар вырастет как думаете 
17|14.06.2019 13:48:21|Евгений|До 55 первая цель
18|14.06.2019 13:49:00|Aleksandr|думаю вырастет 6567
19|14.06.2019 13:49:22|Евгений|До 60 точно
20|14.06.2019 14:01:18|Harry Lime|Сбор заявок состоится 21 июня с 1100 до 1500 мск. Размещение  28 июня. Индикативная ставка купона  9.59.75 годовых, что соответствует эффективной доходности к оферте на уровне 9.8410.11 годовых.
21|14.06.2019 14:07:29|Даниил Иванов|Лучше Сэтл
22|14.06.2019 14:07:47|Harry Lime|Намного
24|14.06.2019 14:13:44|Маржинколл Байбекович|Както да, купон не оправдывает риск.
25|14.06.2019 14:14:10|Harry Lime|Это кандидат на ВДО через полгодика
26|14.06.2019 14:14:37|Маржинколл Байбекович|Это совкомбанк посоветовал такую ставку, интересно Или Эмитент жадный
28|14.06.2019 14:17:01|Harry Lime|А как иначе
29|14.06.2019 14:18:21|Маржинколл Байбекович|Вопрос только в том, кто будет наливать, техничка или неразборчивые покупатели
30|14.06.2019 14:18:53|Harry Lime|С таким фундаменталом это не важно.
31|14.06.2019 14:42:18|rustam gallyam|Я новичок в этом деле, только освоил покупку и продажу. Подскажите, что это такое ВДО, первая мысль у меня появилась попробовать купить хоть чуток Мясничий который есть в составе портфеля Пробрндс, но как я понимаю по данному чату так не кто не делает, все берут только когда новое размещение идёт да, и держут эти бумаги не долго. Кто может об
33|14.06.2019 14:45:37|Дэн Иванов|ВДО  это ВысокоДоходные Облигации. Мясничий закончил размещение 3го выпуска, цена на них может быть немного выше. Если вас это не смущает  можете купить. Сейчас идут другие размещения, в которых вы можете поучавствовать
34|14.06.2019 14:45:41|Елена Филякина|Ну почему же не делаем, очень даже делаем, так и лезем в стакан
35|14.06.2019 14:49:06|Aleksey Dream|Для новичка лазание в стакан могут навести на другие мысли 
36|14.06.2019 14:49:39|rustam gallyam|Да я понял, о чем Вы
37|14.06.2019 14:49:53|Елена Филякина|angry bonds FAQ FAQ канала angrybonds . Чат chat_angrybonds https//t.me/faq_angrybonds
39|14.06.2019 14:54:03|rustam gallyam|Я ориентируюсь на портфель пробондс 1, что то из этого состава приобрести.
40|14.06.2019 14:54:54|Алексей ayaye :)|коечто и из стакана можно по номиналу взять, разницы никакой
41|14.06.2019 14:55:21|rustam gallyam|Спасибо
42|14.06.2019 14:56:32|Алексей ayaye :)|еще за НКД можно немного последить
43|14.06.2019 14:56:59|rustam gallyam|Где 
44|14.06.2019 14:58:59|Алексей ayaye :)|при покупке уплачивается не только стоимость облигации, но и часть купона  НКД. вернется со следующим купоном, но деньги будут заморожены и есть нюансы с налогами. на маленьких объемах это не существенно, но лучше разобраться
45|14.06.2019 15:16:16|Елена Филякина|Напоминаю, идёт размещение ОАЭ 3 и МСБ 2 скрипт агроэлита Для покупки облигаций на первичных торгах Вам нужно знать следующие вводные ОбъединениеАгроЭлита  400 млн.р., купон 13,75, ежемесячно, начало размещения 20 мая 2019  наименование ОАЭ БОП3  ISIN RU000A100CG7  контрагент Банк Акцепт код контрагента NC0040400000  режим торгов первичное размещение наименование режима у различных брокеров может отличаться  режим расчетов Z0 мсблизинг скрипт ООО МСБЛизинг. Размер выпуска 200 млн.р., купон 12,75. Как подать заявку на первичном размещении этих облигаций Достаточно сказать Вашему брокеру или указать в торговом терминале  наименование МСБЛизинг 002P02  ISIN / идентификационный номер выпуска RU000A100DC4 / 4B020224004R001P  контрагент Банк Акцепт код контрагента NC0040400000  режим торгов первичное размещение наименование режима у различных брокеров может отличаться  режим расчетов Z0 Или коллеги из Иволги Капитал с радостью ответят на Ваши вопросы. Пишите нам Kindichenko_Olga AndreyHohrin Markov_1van AleksandrBoychuk И звоните 7 495 748 61 07
46|14.06.2019 15:24:09|rustam gallyam|Спасибо
47|14.06.2019 15:26:20|Елена Филякина|А еще Пионер Лизинг 2 вам с удовольствием нальют в стакане по номиналу, а может и по 99,99. У него сейчас и НКД небольшой.
48|14.06.2019 15:29:31|Aleksandr|Набиуллина возможны и ещё 2 понижения ставки в 2019 году, возможен приток ещё около 3 млрд долларов средств нерезидентов в ОФЗ 
49|14.06.2019 15:29:57|Aleksandr|ЦБ ОЦЕНКА ДИАПАЗОНА НЕЙТРАЛЬНОСТИ СТАВКИ В 67 НЕИЗМЕННА ЦБ ПОПРЕЖНЕМУ ПОДРАЗУМЕВАЕТ ПОД ОДНИМ ИЗ БЛИЖАЙШИХ ЗАСЕДАНИЙ ОДНО ИЗ ТРЕХ ПРЕДСТОЯЩИХ ЗАСЕДАНИЙ СОВЕТА ДИРЕКТОРОВ ПО ДКП  НАБИУЛЛИНА
50|14.06.2019 15:32:10|Alexey Vishnyakov|У меня в приложении бкс после покупки cbom24 он мне показал  на цену нкд. Я им накатал в поддержку  я же, купив облигацию с нкд, нкд не потерял. Я получу уплаченый деньги с купоном, либо, если продам до купона, мне нкд выплатит покупатель.
51|14.06.2019 15:39:57|Dima Seleznev|А мы покупаем. Только на первичном с комиссией дорого получается. Финам.
52|14.06.2019 15:44:35|Михаил Широковских|У меня все в фондовом рынке. 18 в драгметаллах, по остальным из акций постепенно перехожу в облигации от ОФЗ до ВДО.
53|14.06.2019 15:46:35|Yak|18 в каких металлах
54|14.06.2019 16:16:24|Sergey|кажется неплохая цена для продажи легенды, не находите раз уж собирались сокращать позицию
55|14.06.2019 16:16:43|Михаил Широковских|В основном золото в виде ОМС и ЕТF FXGD и немного серебра
57|14.06.2019 18:06:10|Dmitry Manzor|Ждите грузовик во всех стаканах страны
58|14.06.2019 18:10:46|Завирюха Александр (МСХ Чувашия)|Добрый вечер. Народ у вас Апри деньги пришли У меня сбер вчера пришло письмо на почту что должно дойти 13/06 сегодня конец рабочего дня 14/06 так пока на счету нет
59|14.06.2019 18:18:01|SailingMan|На edisclosure информация о выплате есть. Мне тоже пока не дошли
60|14.06.2019 18:30:14|Dima Seleznev|пришел купон апри
61|14.06.2019 18:30:39|Светлана|В БКС Апри пришёл
62|14.06.2019 18:34:26|Dima Seleznev|Странный выбор. Вы исходите из того, что глобально золото дорожает
63|14.06.2019 18:45:40|Andrey|Пришел купон.ВТБ
64|14.06.2019 18:51:54|Oleg Klyuch|Вчера ещё пришёл
65|14.06.2019 19:03:36|Михаил Широковских|Я исхожу из того, что ожидаю мировой кризис. В его начале золото дорожает.
66|14.06.2019 19:18:49|Dmitry Tarasov|АльфаДирект, пришло
67|14.06.2019 19:29:09|Mikhail FarEast|Втб, еще 13.06
68|14.06.2019 19:30:06|Вася|Приветствую всех. Народ, подскажите новичку, выделил краснымэто случайно не первичное размещение
69|14.06.2019 19:34:10|Vladimir|В 1900 упал купон на счет
70|14.06.2019 19:35:00|Виктор|Народ, подскажите В Финаме на первичном размещении облигаций можно делать заявки из Квика
71|14.06.2019 19:45:18|Pavel|Нет. Через личный кабинет надо заявку подать на размещение облигаций
72|14.06.2019 19:45:49|Виктор|Понятно. Спасибо
73|14.06.2019 19:46:07|Pavel|Если нужного эмитента нет, пишите в круглосуточный supportcorp.finam.ru
74|14.06.2019 19:47:29|Виктор|ОК Спасибо за оперативность
76|14.06.2019 19:57:03|Виктор|Ну, чтото с трудом верится, что бесплатно...
77|14.06.2019 19:58:01|Шура SiberianRanger|0 к основному тарифу
78|14.06.2019 19:58:02|Olga Kindichenko|Без дополнительной комиссии
79|14.06.2019 19:59:04|Виктор|Я понял, понял... Спасибо Из Квика правда это делать гораздо удобнее
80|14.06.2019 19:59:54|Шура SiberianRanger|Это в Открывашку или Сбер
81|14.06.2019 20:00:19|Виктор|Открывашку часто использую. Очень удобно
82|14.06.2019 20:12:03|Vladimir Zbrailov|всем привет. кто на сбербанке торгует есть ли ограничения по видам бумаг есть ли ограничения по бумагам на иис удобный ли терминал
84|14.06.2019 20:14:50|Завирюха Александр (МСХ Чувашия)|https//www.youtube.com/watchvumXztDVjEj8
86|14.06.2019 20:31:52|Dmitry Manzor|Спасибо
87|14.06.2019 20:35:53|Andrey Belous|Спасибо за оперативность
88|14.06.2019 20:39:33|Aleksandr|Я промолчал . Злодеи.
89|14.06.2019 20:39:49|Шура SiberianRanger|
90|14.06.2019 20:54:22|Sergey|А что за зверь Юнитранс Схематоз
91|14.06.2019 20:54:49|Alex|Есть такая мысля
92|14.06.2019 20:55:54|Sergey|А кто размещает не слыхать
93|14.06.2019 20:56:26|Alex|Юнисервис вестимо
95|14.06.2019 21:01:27|Evgeniy Averchenkov|Нфксбер Пионерлизинг размещает. Почему тут не может быть одного владельца
96|14.06.2019 21:02:51|Alex|А я не утверждал, что пионер не схематоз 
97|14.06.2019 21:14:30|Harry Lime|Был такой фильм Карпентера Они живут , там Землю захватили инопланетяне , а увидеть настоящую личину их можно было одев специальные очки. Нужны такие очки и для облигационеров.
98|14.06.2019 21:17:01|Alex|так это сразу весь портфель придется выкинуть
99|14.06.2019 21:17:57|Шура SiberianRanger|kekeke
100|14.06.2019 21:19:21|Dimasik|Вы очень впечатлительны. Одно дело другим размещать, другое дело себе любимым..
101|14.06.2019 21:20:33|Alex|Ну а что, стройки на откатах, МФК с коллекторами, ломбарды для азеров, даже мясо, приглядишься  а это свинина.
102|14.06.2019 21:20:56|Шура SiberianRanger|Свинья оенная тема
103|14.06.2019 21:21:20|Alex|не кошерно
104|14.06.2019 21:21:42|Шура SiberianRanger|Капибара это рыба 
105|14.06.2019 21:22:23|Alex|И такое бывало
107|14.06.2019 21:39:59|Harry Lime|Вот вы все сами и сказали
108|14.06.2019 21:42:36|Шура SiberianRanger|ВСЕ В... А куда, собственно Яка розумная цёму альтернатива, как сказал бы Гамлет
110|15.06.2019 04:15:03|Алексей Мелехов|Одно могу точно сказать. Это точно не схематоз. Акцепт выступает андеррайтером.
