|time|user|text
1|07.05.2020 08:29:22|ОлегЕ.|Текст редактора уволили
2|07.05.2020 08:29:58|Aleksandr|Вот уж и правда Мясничий  это цыплёнок в собственном соку
3|07.05.2020 08:30:46|Andrey Hohrin|ой... это я пока ссылку удалял, продублировал фразу. сейчас поправлю. это ж блог. какой тут редактор
4|07.05.2020 08:30:49|Aleksandr|Кризис же. Редактор и автор в одном лице
5|07.05.2020 08:32:04|ОлегЕ.|Будем помогать факультативно
6|07.05.2020 08:32:07|Andrey Hohrin|у нас был пресссекретарь, и думаю, в июне опять появится. но проблема была в том, что не он за мной, а я за ним исправлял 
8|07.05.2020 08:33:27|Andrey Hohrin|0830 ООО КИСТОЧКИ Финанс О намерении эмитента провести общее собрание владельцев облигаций id37693 
9|07.05.2020 08:33:27|HARRY'S BAR  07.05.2020 08:32:53|ОСВО по Кисточкам 
10|07.05.2020 08:33:59|ОлегЕ.|Пожалуйста
11|07.05.2020 08:34:00|Andrey Hohrin|OrsonWelles , эт отчего или почему
12|07.05.2020 08:34:05|Aleksandr|Поехали   Гагарин
13|07.05.2020 08:34:14|Harry Lime|Ну там доброе ОСВО пока
15|07.05.2020 08:34:39|Andrey Hohrin|бля
16|07.05.2020 08:34:48|Harry Lime|Ожидаемо
17|07.05.2020 08:35:06|Aleksandr|Учись
18|07.05.2020 08:35:30|Harry Lime|Контроля там явно нет , так что это будет классическая дилемма заключенного
19|07.05.2020 08:35:30|Кирилл|Главное, честно признались
20|07.05.2020 08:35:45|Harry Lime|Мне кажется все правильно делают
21|07.05.2020 08:35:47|Aleksandr|Это обнуление называется нынче. Тренд такой.
22|07.05.2020 08:36:03|Andrey Hohrin|мы учимся на другом факультете
23|07.05.2020 08:36:38|Aleksandr|Впитывайте все  Дайте только сбежать перед выпускным
25|07.05.2020 08:40:27|Andrey Hohrin|Вот наш ответ https//t.me/aprifl/166
31|07.05.2020 08:49:12|Andrey Hohrin|нда...
32|07.05.2020 08:50:53|Harry Lime|А они просто старых шуток не знают. Правительство РФ переезжает в новое здание. Правительству нужен новый толчок.
33|07.05.2020 08:51:00|Andrey Hohrin|АПРИ опубликовал отчетность за квартал, но только по себе, по АО. Консолидация с учетом спецзастройщиков будет, скорее всего, к пятнице. Предварительно, консолидированная выручка 1 квартала 2020 года  413 м.р.
34|07.05.2020 09:02:32|Aleksandr|https//youtu.be/05AqAq_w1fE
35|07.05.2020 09:07:17|Владимир Морозов|413 млн р Я правильно понял или  это вместо тире
36|07.05.2020 09:09:49|Виталий|Разве выручка может быть отрицательной Не путайте с прибылью.
37|07.05.2020 09:10:39|Andrey Belous|Лей в пол
38|07.05.2020 09:10:57|Алексей ayaye :)|после унарного минуса пробел не ставится 
39|07.05.2020 09:11:11|Владимир Морозов|Лить нет, а вот ниже взять да
41|07.05.2020 09:14:23|Andrey Hohrin|конечно тире
43|07.05.2020 09:15:35|Иван Хз|Эх, ещё бы часик выдержали бы паузу.
44|07.05.2020 09:16:42|Andrey Belous|Ха. Надо было в марте покупать первый выпуск на просадках
45|07.05.2020 09:50:03|Alec|https//www.kommersant.ru/doc/4337423
47|07.05.2020 09:55:59|Dmitry Manzor|Андрей, а почему так изменилась себестоимость продаж
49|07.05.2020 10:02:08|Andrey Hohrin|не скажу точно. но, скорее всего, изза переноса части показателей, включая затраты, на спецзастройщиков.
51|07.05.2020 10:11:32|Татьяна 1|А когда появится в Квике Беларусь 7 выпуск, он с 7 мая должен начать торговаться
52|07.05.2020 10:15:52|Алексей ayaye :)|а так вообще бывает 
53|07.05.2020 10:18:19|Andrey Hohrin|вообще, налоги  это первая жертва, если бизнес неэффективен.
54|07.05.2020 10:20:24|Dmitry Aleksandrov|Должен сегодня, по идее, в течение дня. Само размещение пока не прошло
