|time|user|text
1|24.05.2019 15:56:16|Andrey Hohrin|еще полгода назад никто почти из брокеров не давал выход на первичный рынок. так что. будем считать, работа с Финамом будет в общей канве по окультуриванию рынка
2|24.05.2019 15:56:18|Алексей RM|если второе или, дайте знать пожалуйста тогда буду искать к кому перебираться а то как бы и себе, и жене счета открыл у них сейчас брата зазываю из Открытия. а тут такие неувязки.
4|24.05.2019 15:56:53|Алексей ayaye :)|да наверное у всех свои причуды, надо под свои потребности подбирать. у меня открытие. втб много упоминается положительно. читайте чат.
5|24.05.2019 15:57:03|Helena Yakh|Добрый день Всегда доступно размещение Постоянно беру на первичке Часто не в первый день в Финам Мясничий Мсб лизинг эти не в один день размещались Практически все ВДО из таблички Онлайн Микрофинанс Менеджеры бесполезно разговаривать, сразу письменно в отдел поддержки и все возьмёте. Всё режимы размещения, кроме букбилдинга и КО у них спокойно дают
6|24.05.2019 15:57:27|Olga Kindichenko|Сотрудники финама ответили не компетентено. Заявки в режиме переговорных сделок первичного размещения принимаются начиная со дня размещения  20 мая ранее они не могут быть приняты. И время приема заявок соответствует временному регламенту  10001830 в течении 90 дней или пока не закончится размещение.
7|24.05.2019 15:58:16|Алексей RM|Если вас не затруднит, скиньте шаблон запроса в техподдержку. Я им 5 раз звонил. 4 раза писал. толку не было. три сотрудника все назвали разные разделы сайта для оформления заявки. как это победить
8|24.05.2019 15:58:44|Максим Кочнев|У вас иис
9|24.05.2019 15:58:45|Andrey Hohrin|Ольга, тут не вопрос, правы или не правы. Брокер  это хорошо, если он работает правильно. Просто, настроим его. Там хорошие люди, только не особенно сталкивались с нашей спецификой. в свое врмя в Сбере была таже песня
10|24.05.2019 15:59:02|Алексей RM|вот в том то и дело, что ответили не компетентно. реально 3 разных человека и 3 разных ответа на один и тотже вопрос.
12|24.05.2019 15:59:30|Максим Кочнев|На обычный должны брать. Тогда надо пытать их
13|24.05.2019 15:59:45|Алексей RM|очень надеюсь, что работать с первичными размещениями в Финаме станет легче в ближайшее время
