|time|user|text
1|15.05.2020 16:59:20|Evgenii K|он гдето пояснял, что переносить можно
2|15.05.2020 16:59:30|Dmitry Manzor|тоже думал об этом, но поддержку будут оказывать те, кто выкупают под оферту
3|15.05.2020 16:59:46|Mikhail FarEast|Ну вы горячие парни
4|15.05.2020 16:59:58|Harry Lime|Куда он денется с подводной лодки . Еще только май на дворе , до января море историй возможно
5|15.05.2020 17:01:14|Evgenii K| Приобретение Биржевых облигаций осуществляется путем подачи встречного поручения на сделку от ПАО ДЭНИКОМО ГРУПП к поручению владельца Биржевых облигаций и заключения договора куплипродажи через ООО ИК Стрим. Расчеты по сделке производятся в соответствии с заключенным договором куплипродажи. нигде каких то проблем по доку не нашел
6|15.05.2020 17:01:37|Dmitry Manzor|а что ему мешает крупный пакет в Стрим перевести и сдать лимитов нет
7|15.05.2020 17:01:49|Evgenii K|угу. Да, после первой офферты, на вторую январьскую многие соберутся.
8|15.05.2020 17:01:49|Александр|Не более 100 облигаций на одну позицию. Но это пока.
9|15.05.2020 17:03:02|Evgenii K|в смысле не более 100 ДУмаете 150М притекло из кучи хомяков, кто по 100 листов купил
10|15.05.2020 17:04:19|Александр|Не более 100 бумаг например на Калиту.
11|15.05.2020 17:04:45|Aleksandr|Хитрый маркетос в Брусничем не хочет сегодня проливать на 94.5
12|15.05.2020 17:04:46|Александр|Я только год в облигациях ещё мало о них знаю
13|15.05.2020 17:05:51|Aleksandr|Ещё не вечер
14|15.05.2020 17:06:18|Aleksandr|Так можно и в кэше уйти на выходные
15|15.05.2020 17:08:27|Mikhail FarEast|Смартлаб тоже в теме разговаривал со Стримом, обещали перезвонить с информацией как открыть счёт.С пн. можно отправить уведомление Роман Ранний, зачем у них чтото открывать оно того не стОит. ещё и деньги заводить туда придётся. хотите в стакане по 80 брать, по 100 сдавать за деньги свои не опасаетесь Vavim, проблем не вижу для себя. Надо будет и в офис к ним съезжу И если на то пошло, там прибыль такая маячит, что весь их офис Стрима если надо на такси к себе привезу, лишь бы моё заявление забрали Деньги у Дэни есть по балансу видно, рейтинг не так давно подтвердили, все процедуры по выкупу соблюдены, в чём проблема Роман Ранний, проблема в том, что вам придется на лицевой счёт стрима заводить деньги. сколько при такой репутации вы готовы им доверит сегодня мульён 10 100 цена входа и выхода условия выхода комиссии не факт что в договоре брокерского счёта не будет чтонибудь типа без права вывода 3 года. уравнение со многими неизвестными. проще в стакане перед выкупом за 9095 слить. или держать до 21 года. при этом дени придётся платить не преманенным в стрим держателям купонный доход.
16|15.05.2020 17:11:25|Денис|Срок выплаты денег за выкупленные облиги какой
17|15.05.2020 17:12:20|Evgenii K|3 дня. см по оферте. формально 3 дня на принятие офферты, 3 дня на выплату это максимум. Вряд ли моментально будет. В итоге, мб 12 круга и получится сделать
18|15.05.2020 17:12:58|Денис|Понятно
19|15.05.2020 17:13:42|Sergey|Вывести сразу деньги итак не получится  попадете на НДФЛ, на новом брокере еще надо налоговую оптимизацию сделать
20|15.05.2020 17:14:29|Morozov Andrey|
21|15.05.2020 17:14:32|Evgenii K|я тут не раз писал, что я из тех, кто не боится НДФЛ платить, это уже благие хлопоты. Главное, чтобы выпумтили из Стрима
22|15.05.2020 17:15:24|Morozov Andrey|Возьмут в заложники
23|15.05.2020 17:15:59|Evgenii K|пока я для себя это вижу как главный риск. Не понятные условия выводы средств. В пн узнаем
24|15.05.2020 17:17:10|Morozov Andrey|После оферты в 65 надо быть готовым ко всему.Там креативные ребята работают
26|15.05.2020 17:21:02|Viacheslav Petriaev|Так в тот же день обычная оферта обязательная уже
27|15.05.2020 17:24:03|Evgenii K|Все верно. За маржу нужно платить. Спред бесплатным не бывает. А Дэни не ищет простых путей. Я вчера писал, что чем геморойней будет процедура выкупа  тем лучше для арбитража.
28|15.05.2020 17:30:10|Vitaliy Klimenko|Это что, что бы облиги выкупили нужно ещё немножко денег в стрим занести Ну камон ребята
29|15.05.2020 17:32:12|Viacheslav Petriaev|
31|15.05.2020 17:34:48|Morozov Andrey|Ну так это ведь для того чтобы забрать потом деньги 
32|15.05.2020 17:35:20|Viacheslav Petriaev|Лишь бы не дэникойны
33|15.05.2020 17:35:51|Evgenii K|можно просто бумаги завести, все вергно. просто большинству нужно крутануть свои ИИС бумаги
34|15.05.2020 17:36:03|Vitaliy Klimenko|100 конверсия, ещё попросят потерпеть и докинуть побольше для большего профита
35|15.05.2020 17:37:59|Morozov Andrey|Я не удивлюсь, что деньги от продажи бумаг переведут на симкарту Дэни. Можно будет их истратить голосом
36|15.05.2020 17:38:45|Evgenii K|Виталий, ну в целом, мне кажется это какойто пустой разговор . Верите в злых дени, не участвуйте. Я лично 5 прибыли сейчас забирать не хучу, если апсайд в 5 раз больше. Сейчас стоящие в стороне скорее каким то злорадством занимаются, так как самим колется в это сыграть, но что ктото может получить сверх прибыль, тоже обидно. Что Дени мутные, итак всем известно
37|15.05.2020 17:40:10|nik|Дэни на иис это чтото за гранью имхо
38|15.05.2020 17:41:29|Mikhail FarEast|Перестань,мы за Вас. Но будем посмотреть
39|15.05.2020 17:43:40|Evgenii K|естественно придется засыпать на снотворном эти дни, но сейчас я хотя бы до конца все риски понимаю по Дэни и суть их котировок. Цена 80 потому что есть уверенность, что дени кинет. Потому что это Дени, они не могут иначе. В целом, суть текущего арбитража мне понятна арбитраж страха. Обоснованного или нет, увидим.
40|15.05.2020 17:46:46|Alexey|Wall of worry
41|15.05.2020 17:49:58|Evgenii K|Да, ровно так. если держишь 1040 облиг, реально уровень принимаемого геммора больше, чем профит, потому проще скинуть, тут я людей вполне понимаю.
