|time|user|text
1|20.09.2019 17:22:39|Bugsy|Можно ознакомитса с вашими источниками информации по налогам Надеюсь не телек 
2|20.09.2019 17:57:02|А что ты сделал для котэ!?|Вы считаете что в вопросах личных денег я готов поверить телеку  Конкретно я смотрел Чехию, Австрию и Кипр Гораздо выше 13 ндфл Не говоря уж отлогостей по корп облигации
4|20.09.2019 18:00:50|Шура SiberianRanger|В итоге решил пенсионерить в России хотя бы 183 дня в году 
5|20.09.2019 18:06:08|А что ты сделал для котэ!?|Мне до пенсии ещё далеко И очень глубоко я не копал Если кто то приведёт данные, что есть нормальные развитые страны с небезумными налогами для рантье  буду благодарен
6|20.09.2019 18:24:12|Sereja|Если прописка в РФ есть, ФНС автоматом не лишает резидентства при отсутствии в РФ более 183 дней. Ещё разберётесь, какой страны Вы патриот. Успеете.
7|20.09.2019 18:25:03|Шура SiberianRanger|С опечаткой забавней было 
8|20.09.2019 18:26:07|Sereja|И ФНС  ФСБ, было бы глубокомысленно
9|20.09.2019 18:26:21|Шура SiberianRanger|
10|20.09.2019 18:35:50|Vladimir|Хочу во Франции жить Французская компания была признана ответственной за смерть сотрудника, у которого остановилось сердце во время полового акта в командировке. Парижский суд постановил, что смерть сотрудника была несчастным случаем на производстве. В связи с этим, семья имеет право на компенсацию. Фирма утверждала, что мужчина не выполнял профессиональных обязанностей, когда пошел в гостиничный номер к гостье. По французскому законодательству работодатель несет ответственность за любой несчастный случай, произошедший во время командировки, заявили судьи. Данный сотрудник умер в результате того, что работодатель назвал внебрачными отношениями с совершенно незнакомым человеком. Сторона работника, в свою очередь, настаивала на том, что сексуальная деятельность  это нормальное явление, такое как принятие душа или еды. В своем постановлении парижский апелляционный суд поддержал это мнение указав, что сотрудник, находящийся в командировке, имеет право на социальную защиту в течение всего времени его командировки независимо от обстоятельств. Наверное, двоякие чувства возникли у жены этого неверного муженька...
12|20.09.2019 19:00:09|Елена Филякина|Вам до пенсии еще дюжина девиц светит а потом второе дыхание откроется
13|20.09.2019 19:02:18|А что ты сделал для котэ!?|Дюжина девственниц  это конечно великолепно Но к налогам это какое отношение имеет 
14|20.09.2019 19:04:58|Елена Филякина|Девиц, не...я про время до пенсии.
15|20.09.2019 19:49:22|Sereja|Я читал гдето аналитику, что трудовое законодательство во Франции  бич фр.работодателя. вообще, в РФ с 13 НДФЛ очень комфортная система налогообложения
16|20.09.2019 19:51:31|Alex|13
17|20.09.2019 19:54:36|Harry Lime|Трудовое законодательство во Франции  это пипец , они не работают толком , после 12 в пятницу никто не работает , магазины в субботу и воскресенье не работают. Обед 2 часа. Мрак.
19|20.09.2019 20:01:45|Maksim Noikin|Таки они ещё и протестуют по каждому поводу
20|20.09.2019 20:21:19|Bugsy|Человечное наоборот
24|20.09.2019 20:44:37|Vl Lav|Вы когда начнёте считать. Вы платите налоги тут не меньше. Вы просто их не считаете. Там платят каждый за себя. У нас все иначе, но мы не намного меньше платим. И там платят больше кто больше зарабатывает и поэтому люди там гордятся что заработали и не прячут. У нас все наворовано и на мутках. Платят надоги и спят спокойно. Там можно так же списывать много и в итоге все не так печально.
25|20.09.2019 20:52:57|Oleg Egorov|Подобную картину наблюдал в Голландии еще в 2002 году  у них там четверг, как у нас пятница вечером все бары забиты, гуляния и т.д. В пятницу на работу только показались и тут же разбежались все.
26|20.09.2019 21:01:05|Alexey 1987|В Бкс отдел по нотам вымер, никак не могут дать ответ по выкупу. Как вам такой сервис
29|20.09.2019 21:09:19|Aleksei Zzzz|Почитайте BCS Excess, там убедительно
30|20.09.2019 21:09:54|Alexey 1987|Да подписан, спасибо . Но он по моей ноте пока готовит материал
31|20.09.2019 21:13:55|nik|Была у меня нота внебирж. Сдать назад 60, купить ещё для усреднения  85. Хорошо автоколл сработал..
32|20.09.2019 21:20:10|А что ты сделал для котэ!?|А можно без потока слов Я написал, что по произведённому мной анализу для рантье НДФЛ и налог на прирост капитала потсравнегию с Австрией, Чехией и Кипром  в России налоги ниже. Я именно считал Если вы не согласны  можно говорить не в терминах воруют, в на цифрах Мы как никак в финансовом чате
33|20.09.2019 21:21:53|Alexey 1987|А цена ее на рынке какая в тот момент была
34|20.09.2019 21:45:58|Vadim|для рантье ниже. обычно считают для рядового работника. что при его з.п. на руки условных 100т.р. на налоги уйдет примерно столько же
35|20.09.2019 21:48:50|Oleg Egorov|Однако, если налоги на ФОТ вдруг снизят, на руки вы попрежнему будете получать столько же. Уровень зарплаты устанвливается согласно закона спроса и предложения.
36|20.09.2019 21:51:26|Vadim|по собственному опыту когда предлагаешь сотруднику разделить налоговое бремя типа либо 70 в конверте, либо 55 официально,100 выбирают конверт
37|20.09.2019 22:53:33|nik|Внебирж, не котировалась, просто пример дружеского спреда купли/продажи.
39|20.09.2019 23:45:48|Alexey 1987|У меня тож внебиржевая, но на основной один эмитент. Дружеский спред жесть конечно. А брокер какой
48|21.09.2019 18:08:57|Andrey Hohrin|Нарушая молчание Планирую со следующей недели к короткой позиции в золоте добавить короткю позицию в палладии. Продавать будет непросто, ликвидность в РФ низкая. Но обоснованное желание есть. Само обоснование напишу в телеграмканале завтра утром.
50|21.09.2019 18:13:22|Ooo Riemann|Короткаяпозиция в золоте может обернуться против в моменте тк если эсэнпи уйдёт в коррекцию золото продолжит полет вверх снова к 1570
