|time|user|text
1|22.07.2019 22:58:35|Максим Кочнев|Все будет, просто надо подождать
2|22.07.2019 23:07:27|Владимир Тутынин|Но только какое качество будет
5|22.07.2019 23:14:29|Mikhail FarEast|16 при снижении кс маловероятно
6|22.07.2019 23:21:46|Максим Кочнев|А 15 самое то
8|22.07.2019 23:56:42|Pavel Bilenko|лучше всего  монеты. https//afin.net/
10|23.07.2019 00:11:59|Mikhail FarEast|15 тоже отлично. Думаете еще в этом году будут такие эмитенты
11|23.07.2019 00:12:39|Максим Кочнев|Конечно
12|23.07.2019 00:13:26|Mikhail FarEast|Тогда поглядим
15|23.07.2019 00:14:31|Максим Кочнев|У меня все сложно, но не будни об этом тут
16|23.07.2019 00:17:43|Mikhail FarEast|Как погодка у вас У нас плюс 30 вчера было, влажность за 90 наверное. Типичный субтропический климат. Вот сегодня дождь ночью прошёл, еще хуже наверно будет
17|23.07.2019 08:09:06|Aleksandr|https//www.kommersant.ru/doc/4039751
18|23.07.2019 09:22:21|Marina Kabanets|Доброе утро Уважаемые, а был разговор вроде, что у втб можно теперь валюту купить лотами менее 1000 Но в приложении попрежнему. Что я делаю не так
19|23.07.2019 09:23:35|Шура SiberianRanger|Смотришь не туда  Там 1 и 1 внизу списка.
20|23.07.2019 09:23:48|Максим Кочнев|Да, лоты теперь есть как на 1000 так и по 1. Посмотрите внимательно прилржение
23|23.07.2019 09:27:05|Marina Kabanets|О, как интересно конечно и не смотрю А почему это поштучно дешевле
26|23.07.2019 09:29:00|Viacheslav Petriaev|Обновляет цену на этом окне реже просто. На кнопках правильная цена
27|23.07.2019 09:32:48|Александр Шумаков|Биржа еще не открылась. Картинка неактуальна
28|23.07.2019 11:33:34|Vadim Asanbaev|Друзья, принимаем вопросы как в целом по лизингуотрасли так и по нам 
29|23.07.2019 11:33:34|Vadim Asanbaev|конференция_эмитента Уважаемые клиенты, партнеры и инвесторы 24 июля в 18.00 мск ООО ПРЛизинг проводит видеоконференцию для инвесторов по результатам деятельности за 1 полугодие 2019. Мы ценим Ваше время и планируем завершить трансляцию за 3040 минут с учетом ответов на вопросы. Пожалуйста, направляйте вопросы и предложения по повестке эмитенту на почту mailprliz.ru и обязательно продублируйте их на angrybonds18gmail.com Либо если вопросы не требуют отдельной подготовки сможете задать их в чате youtube. От компании планируются к участию Генеральный директор Фаткуллин А.М. Финансовый директор Асанбаев В.В. Руководители профильных служб компании Ссылка на трансляцию будет выложена дополнительно перед началом конференции Новости на канале Эмитента https//t.me/prleasing
30|23.07.2019 15:55:38|Dmitry Aleksandrov|первыйденьторгов ДЭНИ КОЛЛ. Купон 13,5 2 заявки 350 и 100 млн составили 94,4 от размещенного объема 476,7 млн.руб. Объем эмиссии 1 млрд. руб. Стакан довольно агрессивно стоит. Биды 100,00100,20 офера 101,50 и выше. Размещение может идти максимум 300 дней. До конца дня размещенный объем скорее всего увеличится
31|23.07.2019 15:56:04|Dmitry Aleksandrov|Переподписки в первый день не наблюдается, физиков тоже
32|23.07.2019 15:56:32|Andrey Hohrin|БКСстайл, как выражался великий Дмитрий Адамидов
33|23.07.2019 15:56:54|🚲|В золоте кто разбирается Почему чаще всего золото лучше акций золотодобытчиков
35|23.07.2019 15:57:59|Andrey Hohrin|можно то же спросить и про нефть. и про никель. нет прямой корреляции между ценой базисного актива и бизносм. между бизнесом и оценкой стоимости акций.
36|23.07.2019 15:59:16|Evgeniy Averchenkov|В смысле организатор берет на себя часть, а потом будет лить
37|23.07.2019 15:59:18|🚲|По простой логике бизнес полюбому должен быть привлекательнее того, чем бизнес торгует 
38|23.07.2019 16:00:00|Andrey Hohrin|а кто его знает, что Дмитрий Адамидов имел ввиду
39|23.07.2019 16:01:10|Максим Кочнев|вот вобще не факт
