|time|user|text
1|28.02.2020 14:59:09|Dmitry Manzor|Размещений нет подходящих, вот и держал понятное дело, что это недополученная прибыль, а не убыток.
2|28.02.2020 15:01:28|Andrey Belous|Упущенная выгода знаю, а недополученная прибыль не знаю А так понятное дело, кто зачем пришёл на рынок...
3|28.02.2020 15:01:37|Eugeni Schukin|в моменте и такси было 8 
5|28.02.2020 15:07:54|Dmitry Manzor|Недополученная прибыль это разновидность упущенной выгоды. Но не суть. Проблема вся в том, что я всегда старался сливать выше номинала и брать около.. но в виду отсутствия размещений этой возможности не было и всё начало расти как на дрожжах.. пузырь лопнул, бывает. Будем свои купоны получать и не жаловаться на жизнь. Ниже номинала ушли только лизинги, остальное откупили быстро
6|28.02.2020 15:08:43|Andrey Belous|КЭС уходил и ещё ктото
7|28.02.2020 15:09:41|Dmitry Manzor|да там на 38 лямов иск придавит не дай бог.. я его продал хотят всё миром решить, посмотрим.
8|28.02.2020 15:10:44|Andrey Belous|Посмотрим. Думаю выкарабкаются, но его доля маленькая и большая часть планируется к продаже апосля первого купона
9|28.02.2020 15:11:12|Андрей|За пару дней прибыль из 19 годовых превратилась в 14,5, обидно, хорошо хоть на прошлой неделе слил 25 облигаций по хорошим ценам под новые размещения, а так бы совсем плохо было.
10|28.02.2020 15:12:34|Andrey Belous|Поболе
11|28.02.2020 15:12:54|old_guy|С половинкой
12|28.02.2020 15:13:05|🦠 Dvaops|А что такого
13|28.02.2020 15:14:20|Andrey Belous|Я думаю он хочет сказать, что я юный максималист и нахожусь в периоде максимализма в розовых очках
14|28.02.2020 15:15:55|Dmitry Manzor| я с этой фразы детство вспомнил
15|28.02.2020 15:17:44|Aleksandr|юридически эмитент ВДО ничем не отличается от эмитента первого эшелона
16|28.02.2020 15:17:52|Andrey Belous|Никаких обид. Я уже слышал про себя такое.
17|28.02.2020 15:31:08|Soa|поздно
18|28.02.2020 15:33:33|Aleksandr|То есть если вы понимаете в целом значение слова облигация , то применяйте его в полной мере и к ВДО. А еще проспект разный порой , там нужно читать каждый раз о ответсвенности.В основном конечно это беззалоговое кредитование.
19|28.02.2020 15:41:19|Eugeni Schukin|а Манька это кто  
20|28.02.2020 15:41:45|Aleksandr|сказочный персонаж
21|28.02.2020 15:42:05|Eugeni Schukin|но ктото за этим скрывается 
22|28.02.2020 15:42:44|Ivan Z|Есть отчётность, есть кредитные метрики, есть история эмитента, можно смотреть кто владелец, на что займ, кто поручитель и тп. Типа как банк, который решает давать кредит или нет, смотришь. Насколько такой анализ будет точен  вопрос дискуссионный. Есть рейтинг от агентств как российских, так и иностранных но не у вдо, а у эмитентов типа Рольф
23|28.02.2020 15:48:23|Александр Нечаев|Кто подавался на легенду через приложение втб, у вас деньги заблокировали
24|28.02.2020 15:52:48|Aleksandr|да
25|28.02.2020 15:53:25|Harry Lime|И сразу об,яву в чат , разблокирую деньги с первичек за 2
26|28.02.2020 15:53:38|Aleksandr|
27|28.02.2020 15:55:53|Ivan Z|Да, типа того, хочешь лишнюю доходность  рискуй, трать время, имей квалификацию.
