|time|user|text
1|04.05.2020 09:58:56|YYY|Лан, бакс продавать не буду и покупать тоже . Подождём когда придёт мама, подождём вашу мать не мат
2|04.05.2020 10:00:17|Harry Lime|У всех разный горизонт , может через 10 лет имелось в виду , тогда прогноз еще более интересен
3|04.05.2020 10:21:24|Dmitry Manzor|А вы не думаете, что это ещё раз нагнуть физиков
4|04.05.2020 10:22:10|Kir|В плане нагнуть Каким образом Статья обманка
5|04.05.2020 10:25:26|Dmitry Manzor|Да не обманка, а могут подогревается слухи.
6|04.05.2020 10:50:21|"PRObonds | LIVE"|Мнение о консолидированной отчетности АО УК Голдман групп по РСБУ за 2019 год Отчетность опубликована на сайте холдинга https//goldmangroup.ru/wpcontent/uploads/2020/04/otchet_rsbu_ao_uk_goldmangroup_2019.pdf Также холдинг публикует собственное аналитическое заключение к данной отчетности https//goldmangroup.ru/wpcontent/uploads/2020/04/2019_Analiticheskoe_zalyuchenie_RSBU_konsolidaciya_.pdf Замечания  Сокращение выручки на 15 связано со снижением оборота по направлению ГСМ.  При этом маржинальность бизнеса по EBITDA выросла на 10 п.п. до 24. Однако EBITDA частично сформирована за счет прочих доходов 252,7 млн р., объективную денежную оценку которых дать сложно.  Совокупный долг, с учетом лизинга, вырос приблизительно на 48, до уровня 2 578 млн р. При этом холдинг рассчитывает соотношение долга к EBITDA на уровне 2,8. Мы, в свою очередь, уменьшая EBITDA на часть прочих доходов дар собственника и увеличивая долг на размер лизинга, получаем стрессоценку соотношения долг/EBITDA на уровне около 3,5. Считаем этот показатель напряженным, но приемлемым для кредитоспособности холдинга, с учетом предполагаемого прохождения пика инвестиционной фазы в 2019 году запуск линии производства полуфабрикатов.  Падение денежного потока от операционной деятельности связано с инвестициями в мясное производство. Холдинг оценивает получение результата от инвестиций в конце 2020 года  начале 2021 года  Соотношение долга и капитала оцениваем как приемлемое и улучшившееся за 2019 год, в связи с выводом части имущества из залогов. Собственный капитал оцениваем на уровне примерно 4 млрд р.  Выплаты по облигациям составили бОльшую сумму, нежели указано в расшифровке как за 2019, так и за 2018 год, так как частично затраты на облигации были отражены как выплаты банковских процентов. Такой учет не является стандартным, но не оказывает влияние на совокупный финансовый результат периода. Вывод Текущую кредитоспособность Группы оцениваем как достаточно высокую. Холдинг имеет доступ к субсидируемым банковским кредитам, а также завершает собственную структуризацию, что потенциально снижает будущие ставки привлечения займов. Текущий бизнес Группы незначительно пострадал от эпидемии коронавируса, и связанного с ней режима самоизоляции, так как основная специализация Голдман групп  сельское хозяйство. Облигации эмитентов холдинга Голдман групп ТД Мясничий, ОбъединениеАгроЭлита, ИС петролеум занимают в портфелях PRObonds 1517,5 от активов, доля постепенно сокращается до 1012,5. Дмитрий Александров, Андрей Хохрин. ИК Иволга Капитал
7|04.05.2020 10:55:20|Kir|OrsonWelles планируете свой обзор по gg
8|04.05.2020 10:56:54|Harry Lime|Гляну обязательно , разбор традиционно по МСФО
9|04.05.2020 10:57:42|Evgenii K|Ну, по плану они хотят тратить больше, а не меньше. И конвертить в рубли, нужно больше, а не меньше. Ну, хоть немного дальше первых строк смотрите. Или купите сегодня доллар, дабы поддержать свои мысли, он как раз подрос для ждущих доллар по 100.
10|04.05.2020 11:09:59|Kir|Спасибо за разьяснения. Зачем конвертить, если можно просто напечатать Зачем держать курс Если нефть продолжит быть по 20, рубль девальвируют. Доллар потихоньку покупаю вне зависимости от статей, нужно довести до 50
