|time|user|text
1|23.11.2019 02:23:07|Kirill|Коммерческие КО не имеют льготы, купон облагается по ставке 13.
2|23.11.2019 02:24:34|Paul Baikov|А, Вы про КО/БО
4|23.11.2019 07:28:35|Yuriy Skopylatov|Кто может в общих чертах рассказать про разницу между КО и БО, не могу понять. Шевченко, СЭЗ, АПРИ это БО
5|23.11.2019 07:37:29|Даниил Иванов|Это БО
6|23.11.2019 07:45:24|Григорий Мошорин|Биржевые облигации торгуются на фондовом рынкебирже, коммерческие не торгуются на бирже, а только на внебиржевом рынке, первые продать легче
7|23.11.2019 07:55:12|Вадим Хавин|Биржевые облигации торгуются на фондовом рынкебирже, коммерческие ТОРГУЮТСЯ на внебиржевом рынке, первые продать легче
9|23.11.2019 08:48:32|Максим Кочнев|Коммерческие облигации  вид облигаций, которые обращаются на вребиржевом рынке. Что это значит для инвестора Их нельзя просто купить/продать на бирже через терминал, по ним нет стакана, нет графиков и тому подобного. Особенностью данного вида облигаций является, как правило, более высокая ставка купона, чем у биржевых облигаций. Также они облагаются налогом по другим правилам. Налог на купон равен 13 от всей суммы купона, а не 35 от превышения КС5, как у биржевых облигаций. На практике это означает, например, что при ставке купона 17 для БО получим налог 1,4875 и доход чистыми 15,5125 Для КО получим налог 2,21 и доход чистыми 14,79. Как видите, по чистому доходу при равных ставках КО проигрывает БО. Но тут есть два важных момента 1. Размер ставки купона. Если ставка превышает ставку 20,3  тогда налог на КО становится меньше налога на БО. Если меньше  тогда налог на КО больше, чем налог на БО. При ставке около 20,3  налоги примерно равны. 2. Если КО брать на ИИС типа Б  вы освобождаетесь от уплаты налога на купоны по КО. Таким образом, вы получаете весь купон и ни сколько не отдаёте налогов. Даже в случае продаже КО по цене выше цены покупки, вы также особождаетесь от налога. Этим КО и интересны. Как купить КО Два способа 1. Первичка, на размещении. Нужно лично связаться с организатором и осуществить покупку КО. 2. Вторичка. Как уже было описано выше, КО обращаются на внебиржевом рынке, поэтому для них нет стакана и их нельзя просто взять и купить как БО. Вы должны найти продавца, желающего продать данную бумагу, договориться с им о покупке цене, объеме и потом через вашего брокера осуществить операцию купли/продажи. Как продать КО Так же, как и купить КО на вторичке, только вы уже сами ищите покупателя и договариваетесь с ним. Также, некоторые брокеры предоставляют помощь в купле/продаже КО. Вы можете сообщить своему брокеру о желании купить/продать КО. И он, если найдет для вас желающего на обратную сделку, уже свяжет вас и вы осуществите данную операцию Как видите, покупка/продажа КО на вторичке не такое быстрое мероприятие, как в случае с БО. Иногда вы можете продавать желаемый объем неделями/месяцами. Поэтому стратегия купить, а в случае чего, побыстрому продать, тут не работает и, в любом случае, при покупке КО нужно ориентироваться на то, что вы, возможно, будете держать его до погашения. Исходя из осознания этого факта уже планировать суммы, котрые вы готовы в КО вложить. С другой стороны, КО подразумевает более спокойное влдаение. У вас нет ни графиков, ни скачков цен. Вы не переживаете о том что цена на облигацию упала на 25 процентов. Но если дефолт, то выскочить бует намного сложнее чем из БО. Итак, КО по сравнению с БО имеют множество недостатков 1. Отсутствие ликвидности 2. Эмитенты для выпуска КО проходят меньше процедур, чем для выпуска БО, как следствие и рисков больше, поэтому вы должны внимательно выбирать эмитентов для КО и делать более глубокий анализ. 3. Покупка КО иногда может означать уержание его до погашения, даже если вы этого не планировали Но КО также имеет и приемущества 1. Для ИИС типа Б отсутствие какихлибо налогов на купон/продажу. В совокупности с тем, что КО, как правило, имеют более высокий процент чем БО, это еще больше увеличивает ваш доход Например, в данный момент ориентир ставки купонов для БО ВДО в районе 1315, для КО это 1720
10|23.11.2019 08:48:43|Максим Кочнев|
13|23.11.2019 08:54:53|YYY|Спасиб,все доходчиво и понятно. Эмитента ы проспекте заранее указывает,что это будет КО или БО
14|23.11.2019 08:56:30|Максим Кочнев|Конечно. Для этого даже программы разные надо регистрировать. Если Эмитент уже имеет программу бо и вдруг решил ко разместить  сначала надо будет программу зарегистрировать
