|time|user|text
1|13.02.2020 14:15:37|Vadim Asanbaev|так особо и не продавал никто, более того, был спрос и мы ранее выкупленный по добровольной оферте объем в 46 млн.повторно разместили
2|13.02.2020 14:16:38|Paul Baikov|А уж сейчас какой спрос.. 
3|13.02.2020 14:17:24|Vadim Asanbaev|
4|13.02.2020 14:30:19|Olly Milly|Хитро....
5|13.02.2020 14:42:17|Soa|Не лень кому то было с офертой заморачиваться...в стакане вроде всегда ликвидность была.. Или я ошибаюсь
7|13.02.2020 15:14:51|Andrey Hohrin|продать в стакане  это не гарантия продажи всетаки. а выкуп эмитентом  другое дело
8|13.02.2020 15:22:08|Paul Baikov|А еще лучше когда есть варианты  то есть и ликвидность и возможность оферты
9|13.02.2020 15:26:37|Andrey Hohrin|это идеал
10|13.02.2020 16:23:35|Александр Тестов|Тем более если у тебя 10млн в вдо тут только оферта, либо долгие продажи очень
11|13.02.2020 16:34:55|Владимир Парцей|Я 1млн распродавал без потерь за 2д
13|13.02.2020 16:44:45|Александр|news Основная операционная компания ГК Обувь России сменит адрес с новосибирского на московский В прессслужбе ГК Интерфаксу сообщили, что смена адреса в уставе является техническим моментом. У нашей компании уже давно есть офис в Москве. Мы активно работаем на рынках капитала, являемся эмитентом облигаций, наши акции торгуются на бирже. С точки зрения ведения переговоров с финансовыми институтами нам удобнее иметь адрес в Москве
14|13.02.2020 16:48:24|AlexKo|Я в своих разборах, которые делаю, безусловно, только для себя, но они как бы в свободном доступе на этом канале всегда стараюсь со своей точки зрения устанавливать дальнейшую динамику поведения цены той или иной бумаги. Понятное дело точно никто вам не скажет, где и как будет кататься бумага, но вероятностные коридоры спрогнозировать всё же возможно На рынке для себя считаю самым главным не точку входа, а выход из позиции, именно такой подход позволит чтото зарабатывать с рынка. Сейчас я стал обращать внимание на активную пропаганду инвестирования, это, конечно, не столь чудовищно как пропаганда активного трейдинга, но всё же сулит пусть и в очень долгосрочной перспективе потерять часть своих активов. Даже лютая диверсификация не способна решить проблемы с убытками, ведь если изменятся уровни рынка, то возврат денежных средств может оказаться очень долгим и с большим количеством соплей, слез и плохого настроения. Хотелось бы отметить что всем даже заядлым инвесторам хотя бы немного для себя устанавливать те или иные уровни как по ограничению убытков, так и по извлечению прибыли P/S На досуге посмотрите на график American International Group Inc AIG, акции компании являются компонентом кучи индексов и когда акционеры вернут свои вечные диверсифицированные инвестиции не ясно, так что фиксация прибылей точно уж выход, чем нежели упёртое постоянное инвестирования в типа крепкие индексные акции.
15|13.02.2020 16:50:22|Harry Lime|Надеюсь результаты года обсудим уже в московском офисе
16|13.02.2020 16:52:03|Владимир Тутынин|На ордынке
17|13.02.2020 16:52:21|Alexey Spitsyn|AndreyHohrin А магазин или доставку в Москве когда ОР откроет
18|13.02.2020 16:52:22|Harry Lime|Парой этажей выше
19|13.02.2020 16:56:42|Владимир Тутынин|Веришь что Андрей дотянет ОР до 107
20|13.02.2020 17:00:30|Harry Lime|Рынок решит , 9,510 дохи вполне реально , если будет позитив по году
22|13.02.2020 17:53:09|Paul Baikov|Интересно, что мониторить рынок ВДО можно навскидку, посмотрев, сколько за день сообщений в чате  Когда все ок  100200 от силы, если мелкая паника, как с непроизносимым  уже 200. В кризис поди 1к будет..
23|13.02.2020 18:08:52|Владимир Тутынин|В кризис телеграм отключат от рунета
24|13.02.2020 18:10:00|Paul Baikov|Фактор. Если биржа при этом будет работать.. Понятно что делать при отсутствии телеги 
26|13.02.2020 18:12:33|Владимир Тутынин|А почему на ревизии наклеено
27|13.02.2020 18:22:03|К& Б:))🍷|Так вот из за кого стаканы в пол указываются и плитки косяками стоят 
28|13.02.2020 18:37:12|Soa|Будем считать что стресс тест мосбиржа прошла..
29|13.02.2020 18:40:08|Шура SiberianRanger|
30|13.02.2020 19:14:11|Andrey Hohrin|В Мск магазина не будет, но есть склад и пункт выдачи заказов в районе Павелецкой
31|13.02.2020 19:17:44|Vladimir Nabatchikov|Андрей, а ОР планирует делать брендовый интернет магазин свой или будет в онлайне грузить только маркетплейсы
32|13.02.2020 19:19:12|Максим Воробьев|Ибо обувной магазин в Москве  пустая трата времени и денег. И вообще тут все босяком ходят... 
33|13.02.2020 19:19:19|Andrey Hohrin|Они собственную интернетплатформу делают
34|13.02.2020 19:20:01|Dmitry Aleksandrov|Даже уже сделали и развеивают. А интернет магазины есть в каждого бренда
35|13.02.2020 19:20:10|Dmitry Manzor|в ГУМе надо открыть магазинчик попрёт дело
36|13.02.2020 19:20:51|Andrey Hohrin|А не прет
37|13.02.2020 19:21:00|Dmitry Manzor|в Москве пока нет
38|13.02.2020 19:21:08|Andrey Hohrin|Хотя... Есть смысл. Согласен
40|13.02.2020 19:25:10|Alexey Spitsyn|Хм..в конце января пробовал в их интернет магазе сделать заказ. Доставки в Москву мне было, пункта самовывоза в Москве тожеине было. Заказ можно было разместить только, если доставка в город, где их магазины есть.
41|13.02.2020 19:25:43|İldar Rafikov|Конец бума мусорных облигаций почему их покупателям стоит готовиться к дефолтам  Финансы и инвестиции  Forbes.ru https//www.forbes.ru/finansyiinvesticii/393033konecbumamusornyhobligaciypochemuihpokupatelyamstoitgotovitsyak
42|13.02.2020 19:25:49|Andrey Hohrin|Уточню
45|13.02.2020 19:26:22|İldar Rafikov|
47|13.02.2020 19:26:46|Alexey Spitsyn|Конец бума не потому что дефолты, а потому что новых размещений нет. И возможно не будет.
48|13.02.2020 19:27:00|İldar Rafikov|
51|13.02.2020 19:28:34|Andrey Hohrin|Чегочего
53|13.02.2020 19:30:29|А что ты сделал для котэ!?|Потому что орги не размещают 
54|13.02.2020 19:30:54|Andrey Hohrin|Мы готовим в течение месяца, максимум
55|13.02.2020 19:31:15|Alexey Spitsyn|Дмитрий Александров говорил.. что от Иволги в феврале точно не будет
56|13.02.2020 19:31:59|Sereja|На сайте мамбы написано, что 13 НДФЛ нет на купоны обл.,эмитированных до 31.12.20. это ошибка, или со следующего года будет новая реальность
57|13.02.2020 19:32:49|Paul Baikov|В марте то есть можно ждать чтото новое Пока неизвестно, что именно  AndreyHohrin
58|13.02.2020 19:33:55|Soa|Иволга в статье все объяснила
60|13.02.2020 19:37:16|Шура SiberianRanger|Первичка 13 февраля
61|13.02.2020 19:37:52|Paul Baikov|Шо ж вы делаете, так и Калсб скоро кончится 
62|13.02.2020 19:40:56|Lizardking0808|Калсбыт вечен как вечен.....
63|13.02.2020 19:42:29|Soa|как Ленин
64|13.02.2020 19:42:29|Harry Lime|Прикупи Калсбыта  никто не забыт , ничто не забыто 
65|13.02.2020 19:43:17|Andrey Hohrin|нам уже известно. но раскрыть пока не могу.
66|13.02.2020 19:44:13|К& Б:))🍷|До марта калсбыт закончится. И ктото выиграет пари 
67|13.02.2020 19:46:42|Александр Тестов|У Фридом истерика, медленно размещаются , мне уже второй раз звонили, говорили чтоб покупал на первичке 23 тыс  и что цена типо 103 сразу будет , я такой как так то, проверил, а она 103 была только один день первый  я менеджеру сказал, а он сразу, да я типо не сильно слежу , а потом все не верил мне что можно с рынка купить около что на 1 тыс  
69|13.02.2020 19:47:49|Paul Baikov|Хотя бы новый эмитент или старый
70|13.02.2020 19:47:59|Andrey Hohrin|новый
71|13.02.2020 19:48:21|Paul Baikov|Спасибо. Буду ждать более подробной информации  ближе к размещению
72|13.02.2020 19:48:44|Andrey Hohrin|работа у нас такая. продавать...
74|13.02.2020 19:49:19|Harry Lime|У меня было 103 в первый день , просто надо уметь такое готовить . Закончится размещение и вперед
75|13.02.2020 19:50:33|Paul Baikov|Благодарю
76|13.02.2020 19:51:05|Святослав|Ну все копим на новый эмитент
77|13.02.2020 19:53:09|Максим Воробьев|Ни что купон больше 10. Ни конкретную дату в марте. Ни в какой области нефтетрейдингом занимается  ничего сказать не можем. Даже намекнуть и то нельзя. 
78|13.02.2020 19:57:51|Eugeni Schukin|а мне сегодня в унисервисе сказали так же. Пока на дискложе не появится, низя разглашать. Так что это не Андрей интригует, а правила таковы 
79|13.02.2020 19:59:13|Paul Baikov|Ну так все правильно, это ж публичный канал  разглашение в чистом виде
80|13.02.2020 20:03:44|Eugeni Schukin|Пострадали от этого инвесторы, вложившиеся в облигации с купоном выше 11, это бумаги, выпущенные в 2017 году. Например, фиксированный купонный доход облигации строительной компании из Челябинска Флай Плэнинг, серии БОП2, равен 15. Доходность к погашению на 12 февраля составляет 14,19 годовых. Но фактическая доходность после уплаты налога составит 12,8. АПРИ БОП2  2019 года ...
81|13.02.2020 20:10:51|#Любопытный|Апсайд 4, 6не считают, чайники, я только ради него и покупаю
82|13.02.2020 20:11:12|Владимир Тутынин|Вообщето уговор был до ноября. Но Дмитрий Адамидов  старый жулик, вон и Дэни прикупил.
83|13.02.2020 20:16:05|Владимир Тутынин|Новые эффективные доходности с учетом налога. Ставка ЦБ 6
84|13.02.2020 20:21:45|Evgeny P|через маркетплейсы сейчас сбыт очень эффективен. Для правильных товаров конечно с правильной ценой.
85|13.02.2020 21:08:14|VincenzoT|Ничто не вечно, видимо
86|13.02.2020 21:18:55|Andrey Mayorov|Минимальный порог входа какой будет
87|13.02.2020 21:20:14|Andrey Hohrin|пока не знаю. 300, скорее всего. не утверждаю
88|13.02.2020 21:20:46|Andrey Mayorov|Объём размещения больше 300
89|13.02.2020 21:21:00|Andrey Hohrin|не меньше
90|13.02.2020 21:21:12|Andrey Mayorov|Спасибо
91|13.02.2020 21:23:03|Paul Baikov|300.. Надеюсь на вторичке наливать как обычно будут лишь бы сразу все не разобрали в первый заход
93|13.02.2020 21:25:09|Paul Baikov|Лтрейд в этом плане по краю прошёл, на второй пул первички кончился помню
94|13.02.2020 21:28:27|Andrey Hohrin|ситуация очень интересная. как и часто на рынке. в декабре  перебор размещений. в январе и далее  перебор денег. несвоевременность  вечная драма
95|13.02.2020 21:29:26|Ivan Z|Весной вроде немало размещений планируется, будет достаточное предложение
96|13.02.2020 21:29:48|Paul Baikov|Точно так. Увидим как дальше будет, кмк весной все усреднится, правда и средние ставки по ВДО упадут..
97|13.02.2020 21:32:28|Andrey Hohrin|у меня простая логика. спекуляции  дело неблагодарное возможно, только для меня. есть таргет доходности. я его выставил на 2020 год в 1214 по облигациям. пока идем выше плана. а покупатьпродаватьперезаходить... это такая музыка, которая внезапно может закончиться. обнулив все заслуги предыдущих месяцев. я для наших портфелей  уже и лет.
100|13.02.2020 21:34:38|Шура SiberianRanger|
101|13.02.2020 21:35:25|Andrey Hohrin|это первый наш кейс, когда инвесткомпания участвует в развитии бизнеса финансируемого ею эмитента.
102|13.02.2020 21:35:36|Paul Baikov|Кстати да, ждем же первый купон апри3 
103|13.02.2020 21:36:30|Шура SiberianRanger|Дык уже пришёл и пущен в дело 
104|13.02.2020 21:36:56|Andrey Hohrin|летом метры стоили 37 т.р., сейчас 4248, темп продаж никогда не был высоким, но он постепенно растет. при росте стоимости метра. а у меня есть обоснованное предположение, что вырастет этот темп в ближайшее время и быстро. набрались критические условия для этого.
105|13.02.2020 21:36:57|Paul Baikov|Мой брокер в субботу выдаст хорошо если.. 
106|13.02.2020 21:37:51|Andrey Mayorov|Отличный ориентир доходности, особенно если получится его сохранить на пару лет в будущем
107|13.02.2020 21:39:16|Andrey Hohrin|АПРИ  интересный кейс, если получится сохранять в этом бизнесе здравый контроль да не проклянет меня СД эмитента. потому как строители готовы платить хорошую премию к облигационному рынку. и реальная доходность операций с облигациями там, конечно, не 15
108|13.02.2020 21:39:31|Paul Baikov|Хорошо если так. С застройщиками все же сложновато, кмк, спрос всеми силами стараются повышать у себя локально вижу, а есть ли деньги на выкуп всего понастроенного вопрос
110|13.02.2020 21:42:32|Andrey Hohrin|я как полноправный представитель эмитента могу сказать, что спрос  это сложная задача. но она сродни генерации спроса на облигации. очень похоже. какими гнилыми помидорами в меня не кидали по поводу ВДО года полтора назад. даже год назад. и ничего. спрос есть. Привилегия  конечно, меньше проект, чем ВДО. но он похож. сначала строится поселок в чистом поле. и немногие понимают, что в этом прикольного. а потом он расцветает. и выясняется, что плюсовто достаточно. добавим суперльготную ипотеку. и можно реализовать проект.
112|13.02.2020 21:47:30|Paul Baikov|Очень сложная, сравнивать так я бы не стал правда.. Хорошо если работают в общем
113|13.02.2020 21:47:58|S Marsal|А на что ещё кроме жилья ну и образование можно потратить материнский капитал, который теперь будут всем выдавать На жилье. Ставочкусегодня объяснили как понизят. И вперёд
114|13.02.2020 21:48:30|Andrey Hohrin|я ж продажник всетаки. и как продажник оцениваю ситуацию как нормальну. ни позитивную, ни негативную
115|13.02.2020 21:50:10|Paul Baikov|Слишком много рекламы разной идет  не просто так ведь. О продажеипотеке жилья имею в виду. С маткапиталом да, наверное Вы правы
116|13.02.2020 21:56:55|Artem|Маткапитал не панацея, в большинстве случаев его не хватит на первоначальный взнос по ипотеке
117|13.02.2020 21:59:18|Andrey Hohrin|а сколько он сейчас
118|13.02.2020 22:00:50|ОлегЕ.|453026 р
119|13.02.2020 22:01:42|Andrey Hohrin|нда... даже в Челябинске этого на 10 квадратов всего хватит. В Мск  на полтора
120|13.02.2020 22:04:41|Paul Baikov|Пол дешёвой самой однушки по нашим ценам. Не мало в принципе Адекватно да, квадратов 10 и будет в нормальной квартире.
121|13.02.2020 22:17:54|Soa|По регионам сейчас цена за метр где то 3050 т.р
122|13.02.2020 22:19:17|Paul Baikov|42 у нас, так что да
124|13.02.2020 22:38:12|S Marsal|Мат капитал больше деть некуда. Образование материей не до учебы, ребенка рано. А вот взять ипотеку на 1 млн, лет на 10 при снижении ставки. Это и хотят простимулировать, снижая ставку и административную мздусегодня озвучили. Хотят помочь застройщикам всеми силами.
125|13.02.2020 22:42:41|Eugeni Schukin|так там и отцовский капитал в обсуждениях.
126|13.02.2020 22:42:54|Евгений|Можно обналичить допустим перекупить свою же квартиру
127|13.02.2020 22:43:43|Шура SiberianRanger|Нельзя
128|13.02.2020 22:44:07|Alexander|Там надо детей прописывать
130|13.02.2020 22:44:42|Евгений|Почему же
131|13.02.2020 22:45:06|Alexander|Изза детей.
136|13.02.2020 22:48:00|Евгений|А при чём здесь дети и обналичка Продаёте свою квартиру третьему лицу, через пару месяцев откупаете назад по этой же цене с использованием МК и выделяете долю детям. Не вижу проблем.
137|13.02.2020 22:48:38|Alexander|Ну это если есть своя квартира..
138|13.02.2020 22:49:01|Paul Baikov|13 Два раза, если третьему лицу
139|13.02.2020 22:49:20|Alexander|Если квартира больше 3х лет, то не надо платить с продажи.
140|13.02.2020 22:50:00|Андрей ☭ Емельянов|5 лет, повышалась планка же
141|13.02.2020 22:50:19|Alexander|В любом случае в данном ключе платить 13 будет то самое 3е лицо
143|13.02.2020 22:51:27|S Marsal|Можно будет обналичить както. Военные сертификаты обналичивали. В республиках наверное попроще будет. Но суммы очень значительные. Они будут направлять их.
144|13.02.2020 22:52:23|Paul Baikov|Разве не больше 5 Это не ЦБ.. Ну 1 раз, ок
146|13.02.2020 22:53:57|Alexander|https//www.nalog.ru/rn77/fl/pay_taxes/flat/realty_sell/ для новых квартир 5. Но в данном случае это не важно.
147|13.02.2020 22:54:27|Евгений|Откуда 13 Разве прибыль была Покупка и продажа по одной цене
148|13.02.2020 22:55:15|Oleg Egorov|При покупке жилья с использованием мат.капитала возникает обременение, т.к. ребенку выделяется доля в квартире, и пока он не достигнет совершеннолетия, продать квартиру без участия органов опеки  нельзя
149|13.02.2020 22:56:16|Paul Baikov|Лан чтото мне казалось тема канала про бонды 
150|13.02.2020 22:58:11|Alexander|Похоже, что вы правы. Тогда схема с обналом будет работать при наличии собственной квартиры более 5 лет.
