|time|user|text
1|06.11.2019 19:34:16|Andrey Hohrin|не могу не согласиться
2|06.11.2019 19:47:06|Alex Petroff|Просто у вас нет Друзя и все в одном флаконе
3|06.11.2019 19:48:01|Andrey Hohrin|Друзь стал масонской ложей. Это и плюс, и минус. Плюс  объективно, вся могучая кучка там. Минус  есть камерность и закрытость.
4|06.11.2019 19:48:49|Антон|Апри третий выпуск и купон не мелкий в текущих реалиях, к ним в совет директоров собираетесь
5|06.11.2019 19:49:00|Максим Воробьев| может бахнем  обязательно бахнем и не раз Весь мир в труху.... но потом...  х/ф ДМБ
6|06.11.2019 19:51:02|Dima Seleznev|Апри вообще не вроется с таким размахом и долгами
7|06.11.2019 19:53:29|Антон|Да я вот тоже думаю об этом, но пока нет предпосылок, Иволга в совете директоров было бы неплохо. Желания покупать 3 выпуск пока очень мало, практически нет
8|06.11.2019 19:55:46|Andrey Hohrin|при целевой выручке в 1,8 млрд.р. в этом году будет, реально, думаю, окол 1,41,5 млрд.р. до долговой ямы далеко. убеждать Вас не буду. но для нас этот кейс  это финансирование развития в проекте, который уже взлетел.
10|06.11.2019 19:57:34|Антон|Вот это правильно
11|06.11.2019 20:03:08|Yak|Кто нить апри флай дал в долг
12|06.11.2019 20:04:17|Aleksandr|его невозможно дать в долг , он сам себе голова
13|06.11.2019 20:06:14|Yak|Ему
14|06.11.2019 20:06:52|Aleksandr|я дал ЕМУ в долг .Ну и судя по русбондс , я не одинок
15|06.11.2019 20:12:52|Yak|Скок он купон
16|06.11.2019 20:13:17|Aleksandr|Какой выпуск
19|06.11.2019 20:14:57|Andrey Hohrin|14,25
20|06.11.2019 20:15:56|Yak|Ммм. Заманчиво. Думаю мож тоже им дать в долг
23|06.11.2019 20:16:36|Andrey Belous|В споре рождается истина
24|06.11.2019 20:16:37|Alex|а что по сроительству паркового премиум обещали в 2019 году начать, а уже ноябрь
25|06.11.2019 20:16:58|Aleksandr|Риска нет ваще .Берите .Совет бесплатный
26|06.11.2019 20:17:48|Yak|Это вы мне  Ага меня не проведешь 
27|06.11.2019 20:17:56|Andrey Hohrin|главный риск  риск остановки продаж. но стратегию и систему продаж мы сейчас вместе с эмитентом настраиваем. так что я считаю его умеренным. чегото другого я не вижу из серьезного.
29|06.11.2019 20:18:18|Aleksandr|То есть вы о чем то догадываетесь  Считаете риск есть таки 
30|06.11.2019 20:18:54|Yak|Есть всегда. Это вдо. Все что выше 78то рискованно
31|06.11.2019 20:18:56|Andrey Hohrin|но. эмитент идет строго в плане по своим показателям сдачи жилья, продаж и выручки. плюс прибыль по 3 кварталам  70 млн.р.
32|06.11.2019 20:19:08|Yak|Нвдеюсь все будет хорошо
33|06.11.2019 20:19:26|Aleksandr|Андрей Витальевич, Вы переутомились.Прекратите всерьез реагировать на любой возглас.
34|06.11.2019 20:20:16|Andrey Hohrin|все, ушел
35|06.11.2019 20:20:30|Aleksandr|Скоро будут писать И чо там  , а Иволга будет две страницы ответа развернутого печатать
36|06.11.2019 20:21:21|Антон|Я уж решил, что Александр, троля покормить собрался
38|06.11.2019 20:22:17|Aleksandr|ну чуть чуть совсем.Ему же тоже жрать охота.Чож я не человек 
39|06.11.2019 20:22:33|Антон|
40|06.11.2019 20:23:02|Yak|
41|06.11.2019 20:23:57|Шура SiberianRanger|Бритва Хэнлона задумчиво смотрит на беседу
42|06.11.2019 20:24:24|Alex|И еще, ЕРЗ рисует большую просросрочку по 2019 году. Хотелсоь бы в инвестмемо нового выпуска увидеть актуальные цифры сдано/сдано с переносом. Что вообщемто странно для поселкового строительства.
43|06.11.2019 20:27:41|Anton|Я правильно помню, что апри из Сибири собирается строить в Москве или Подмосковье Не сожрут ли местные
44|06.11.2019 20:29:11|Dmitry Manzor|сожрут в смысле выкупят или натравят инстанции
45|06.11.2019 20:30:43|Yak|Да
47|06.11.2019 20:31:18|Anton|Инстанции, рейдерский захват или ещё какой саботаж.
48|06.11.2019 20:33:37|Andrey Hohrin|правильно понимаете. правда, они из Челябинска. но лезть без подготовки в Москву компания не собирается. был уже негативный опыт в Гринфлайте. так что это пока желания. они не подкреплены реальными договоренностями, анализом рынка и т.д.
51|06.11.2019 20:36:12|Anton|Спасибо. А то у меня отложилось, что чуть ли ближайший выпуск под Москву берут.
52|06.11.2019 20:36:42|Andrey Hohrin|я бы пока даже про Екатеринбург говорил с большой осторожностью. планы  планами, а практических результатов по захвату даже Еката еще не вижу. так что все развивается умеренно.
53|06.11.2019 20:36:44|Yak|
54|06.11.2019 20:36:53|Антон|Планы прям Наполеоновские
55|06.11.2019 20:37:49|Andrey Hohrin|цель  инфраструктура нынешнего поселка. кстати, в субботу, либо в след понедельник мы выложим собственный фото и видеоматериал по поселку в формате было  стало.
56|06.11.2019 20:38:05|Шура SiberianRanger|
57|06.11.2019 20:38:28|Andrey Hohrin|да не особенно... если брать следующий год  нормально. ну а дальше... это больше стремление.
58|06.11.2019 20:38:35|Alex|а что по сроительству паркового премиум обещали в 2019 году начать, а уже ноябрь
59|06.11.2019 20:39:18|Кирилл|РебятаМОЛОДЦЫ И плох тот солдат, кто не хочет стать генералом
60|06.11.2019 20:39:24|Andrey Hohrin|както этот план отъехал на более поздний срок. сосредочились господа на Привилегии. они живут этим проектом.
62|06.11.2019 20:42:13|Михаил Титов|Доброго вечера я тут новенький. А подскажите, дебютный выпуск ао имени Шевченко уже разместился
63|06.11.2019 20:42:56|Aleksandr|нет
64|06.11.2019 20:43:41|Михаил Титов|А в процессе
65|06.11.2019 20:43:43|Aleksandr|Михаил, откуда Вы узнали что он дебютный  да и вообще что он Шевченко
67|06.11.2019 20:46:15|Михаил Титов|Из ролика на Ютуб канале. А что, он не Шевченко разве
68|06.11.2019 20:48:42|Aleksandr|я просто уточнил.Выпуск еще размещается , осталось около 90 млн
69|06.11.2019 20:49:24|Антон|Щас Михаил заберет остаток
70|06.11.2019 20:49:27|Михаил Титов|Вот спасибо а то хотел прикупить
72|06.11.2019 20:49:45|Антон|Мало осталось
73|06.11.2019 20:50:16|Михаил Титов|В самый раз
74|06.11.2019 20:50:38|Yak|
77|06.11.2019 20:51:40|Aleksandr|А чо не брать то Риска нет , только лохи берут сейчас доху ниже 12 
78|06.11.2019 20:52:32|Антон|11.5 уже
79|06.11.2019 20:52:54|Yak|И я возьму немного.
81|06.11.2019 20:57:37|Reincarnation Man|колхоза сегодня на размещении взяли на красивую ровную сумму  15 000 000
82|06.11.2019 20:57:59|Alex|Еще в планах оказывается строительство школы, детского сада, бассейна, торгового центра, медицинского центра. И все планы по сдаче на конец 2019 года/2020 год. Как успехи
83|06.11.2019 21:10:25|Alexander|Урал, не Сибирь
