|time|user|text
1|26.06.2019 09:59:17|Alex|как будто манипулятор бухгалетрией и бегунок от налогов Свеженцев лучше чем МФО
2|26.06.2019 09:59:49|Marina Kabanets|Да вы правы конечно Про мфо Может не доросла пока
3|26.06.2019 10:00:47|Alex|Редсофт туда же. К нему расти не надо
4|26.06.2019 10:01:12|DIM|Так вот и вопрос, а если денег на счёте на списании комиссии всей не хватает, то что делает втб брокер в этом случае
5|26.06.2019 10:01:54|Marina Kabanets|Ну вот что началосьто Есть свободные деньги Что купить Это не бери, это не бери..
6|26.06.2019 10:02:18|Дэн Иванов|ПионерЛизинг берите 
7|26.06.2019 10:02:19|DIM|Все хорошо у них говорит
8|26.06.2019 10:02:33|Dmitry Manzor|
9|26.06.2019 10:02:45|DIM|Смысл Ставка с августа снизится
10|26.06.2019 10:02:50|Marina Kabanets|В стакане Он же не размещается сейчас
12|26.06.2019 10:03:00|Дэн Иванов|второй выпуск размещается
14|26.06.2019 10:03:24|Dmitry Manzor|Ждём Легенду 100, если они захотят второй выпуск, то либо ставку повышать, либо этот выпуск выше номинала делать
15|26.06.2019 10:03:30|DIM|Будет ещё ниже
16|26.06.2019 10:03:39|Дэн Иванов|с чего такая уверенность
17|26.06.2019 10:04:41|Alex|Оценивайте новые истории и покупайте их. Старые переоценены. А парковать деньги можно в ОАЭ например.
18|26.06.2019 10:05:45|Marina Kabanets|У меня их и так 20 Куда еще
21|26.06.2019 10:08:26|Aleksandr|через втб его можно купить голосом
22|26.06.2019 10:09:10|Marina Kabanets|Да, я про это А данные его для покупки  Уж простите за назойливость
24|26.06.2019 10:11:25|Marina Kabanets|Спасибо, добрый человек
25|26.06.2019 10:11:26|Максим Воробьев|Хороший выбор. Купите их побольше и ждите новых размещений в этих бумагах. По идее эти размещения закончаться  цена подрастет и переложитесь свободными средствами в новые ...
26|26.06.2019 10:12:02|Дэн Иванов|я представляю пионерлизинг, если есть вопросы  пишите 
27|26.06.2019 10:12:39|Alex|20 это много. Посмотрите РоялКап и КалСбыт, цены еще приемлимы для покупки. Можно поймать левенгук около 102, и фэс около 100,3  но не выше
28|26.06.2019 10:14:18|Yak|
29|26.06.2019 10:43:29|Aleksandr|Журнал Эксперт.Московская биржа ожидает, что на конец 2019 года на бирже будет зарегистрировано три миллиона инвесторовфизлиц  каждый месяц здесь открывается сто тысяч новых счетов. Если учесть, что еще в конце прошлого года их было около двух миллионов, такой прогноз означает небывалый приток граждан на фондовый рынок. В прошлый раз похожую ситуацию мы наблюдали четырнадцать лет назад, в 20052007 годах тогда подъем экономики и биржевых индексов сопровождался притоком граждан на фондовый рынок. Правда, массово они заходили либо в отдельные акции через народные IPO Сбербанка, Роснефти и ВТБ, либо в паевые инвестиционные фонды. Кризис 2008 года резко прекратил этот приток и надолго лишил россиян аппетита к риску. И вот желание рискнуть возродилось.
34|26.06.2019 10:47:00|Kir|Скоро будут новые размещения, недели две, портфель не сразу строится
35|26.06.2019 10:48:08|Aleksandr|Ч.2 Эту концепцию подтверждают и другие игроки фондового рынка. Так, выступая на недавнем Петербургском международном экономическом форуме, глава Мосбиржи Юрий Денисов заявил, что новые частные инвесторы идут в бонды, а потом осматриваются и выбирают дивидендные акции. А вицепрезидент Сбербанка и руководитель департамента глобальных рынков Сбербанк КИБ лидера по открытию новых ИИС Андрей Шеметов там же, на ПМЭФ, заявил, что Сбер делает акцент на продвижение не активного трейдинга, а таких инструментов, как облигации, причем с защитой капитала. Наша стратегическая цель  пять миллионов клиентов, которые делают один трейд в год,  заявил гн Шеметов. Физики делают около трети оборота на рынке акций Мосбиржи... 5205.jpg Физики делают около трети оборота на рынке акций Мосбиржи... Тот факт, что физики в первую очередь настроены на облигации, подтверждает и стагнация оборота на рынке акций Мосбиржи. Физлица обеспечивают треть оборота по акциям  и цифры ясно показывают никакого существенного притока тут пока нет. В силу особенностей рынка акций на нем никогда не было большого числа, условно говоря, домохозяек  там инвестируют профессионалы,  говорит Денис Кучкин.  Последнее время вокруг рынка акционерного капитала устойчивый негативный фон в связи с множеством конфликтов, связанных с миноритариями и крупными акционерами, поэтому массовый инвестор в широкий спектр бумаг с историями не пойдет. Поэтому пузырей в акциях если и следует ожидать, то лишь в какихто отдельных историях, например, в Сбербанке. Акции без границ К сожалению, практически невозможно оценить, сколько денег принесут в этом году частные инвесторы в отечественные акции и облигации. Сводной статистики ни у кого нет. Можно сказать следующее на конец первого квартала 2019 года суммарная капитализация всех компаний, торгующихся на Мосбирже, составляла около 41 трлн рублей. Но с учетом того, что freefloat, то есть доля бумаг в свободном обращении, на нашем рынке в лучшем случае 20, можно утверждать, что даже триллион рублей свежих денег способен повысить капитализацию наших компаний примерно на 13. Проблема в том, что этот условный триллион распределится между компаниями крайне неравномерно комуто, с малой ликвидностью, денег не достанется вовсе, зато голубые фишки ощутят серьезный приток. В принципе, так и формируются пузыри. ... и две трети торгов иностранными бумагами на СанктПетербуржской бирже 5206.jpg ... и две трети торгов иностранными бумагами на СанктПетербуржской бирже Но у нашего рынка акций появился серьезный конкурент в виде американского рынка, который благодаря усилиям СанктПетербургской биржи СПБ теперь доступен рядовому инвестору так же легко, как и рынок отечественный. Напомним, три года назад СПБ запустила механизм роутинга  упрощенной процедуры покупки акций на зарубежных площадках через инфраструктуру см. Вложиться в Apple в России,  27 за 2016 год. Сейчас через нее можно купить более 1000 самых популярных американских акций и ETF, к концу года СПБ запустит также торги акциями с Гонконгской биржи. В отличие от Московской биржи, где число эмитентов постоянно сокращается, а ликвидность есть только в паре десятков бумаг, в основном из сырьевых отраслей, на СПБ можно вкладывать в компании из множества отраслей  от хайповых Uber или Tesla до респектабельных DuPont и Sothebys. И те частные инвесторы, которых интересуют акции, это ценят за последние полтора года оборот на СПБ вырос втрое. Очевидно, что если Мосбиржа вместе с отечественными эмитентами не возьмет курс на резкий рост интересных акций на собственной площадке, то в перспективе семидесяти лет мы этого рынка просто лишимся  частные инвесторы по умолчанию будут идти за акциями на зарубежные рынки. Защита от дохода
37|26.06.2019 11:05:46|Valery Chistyakov|Коллеги, подскажите, по ОАЭ до часу заявки принимаются
38|26.06.2019 11:06:30|Olga Kindichenko|С 1000 до 1830
39|26.06.2019 11:06:53|Valery Chistyakov|О, здорово. Спасибо
41|26.06.2019 11:20:01|Михаил|Уважаемые инвесторы В целях обеспечения высокой ликвидности Биржевых облигаций ПАО ЧЗПСНПрофнастил серии БОП01 ЧЗПСНП БП1, RU000A100DF7 с 26 июня 2019 г. андеррайтер размещения ФА GrottBjorn ЗАО СБЦ начинает исполнять функции Маркетмейкера. Поддержка цены со стороны GrottBjorn позволит инвесторам более гибко планировать свои финансовые транзакции и торговые стратегии на рынке облигаций. Ключевые параметры выпуска объем 300 млн. руб., номинал 1 000 руб., дата полного погашения 23.05.2022 г., ставка купона 13,75 годовых на весь срок обращения YTM 14,47, купоны квартальные. Предусмотрена амортизация частичное досрочное погашение 20 от номинала в дату окончания 4го купона, 30 в дату окончания 8го купона и 50 в дату окончания 12го купона. По вопросам приобретения облигаций  Антон Быков, 8 800 2504420 доб. 1205, investorgrottbjorn.com . При открытии брокерского счета в ФА GrottBjorn ЗАО СБЦ торговая комиссия составит 0,01. Сайт эмитента Подробнее об облигациях Сайт андеррайтера реклама размещение
42|26.06.2019 11:22:43|Dmitry Manzor|Не очень обрадовали
45|26.06.2019 11:27:28|Andrey Hohrin|ММ  хорошо. Лучше чем без ММ. Хотя ОАЭ показывает обратное
46|26.06.2019 11:28:03|Михаил|Все лучше, чем ничего. Заодно посмотрим, как будет себя вести и надолго ли, сделаем выводы.
47|26.06.2019 11:31:17|Aleksandr|изза ММ многие использовали ГГ как депозит . И потом слили несколько тонн и ушли в Грузовик и Такси . Теперь Грузовик и Такси вздрогнут скоро
48|26.06.2019 11:31:41|Andrey Hohrin|от добра добра не ищут...
49|26.06.2019 11:40:14|Alexey Vishnyakov|Будет минус. Ничего страшного.
51|26.06.2019 11:44:48|Harry Lime|Вот так и ломают парадигму  первичка наше все.
52|26.06.2019 11:52:41|Harry Lime|USD EUR мнение Goldman Sachs доллар США продолжит обесцениваться к евро
53|26.06.2019 11:53:08|Harry Lime|Солидарен с Голдманом
