|time|user|text
1|04.09.2019 12:27:53|Алексей Витальевич|Подскажите, О чем говорят такие доходности в стакане Покупал при 100.05
2|04.09.2019 12:35:56|Aleksandr Boychuk|Алексей Витальевич, это индикативный расчет доходности самого Quik на определенную дату. В случае с Кармани это дата 5 октября 2019 года.
5|04.09.2019 12:43:36|Peace Duke|Здравствуте. Возник такой вопрос. При выводе средств со счёта, ндфл снимается со всего дохода или за время, или с суммы вывода
6|04.09.2019 12:44:53|Владимир Тутынин|По идее каждый год снимается, значит остаток за последний год
7|04.09.2019 12:45:09|Алексей Витальевич|Это значит что цену загнали так высоко, что покупая при текущих, и предъявив к оферте получим такую доходность с минусом
8|04.09.2019 12:45:43|Владимир Тутынин|Извините. Вы не закрываете счет
9|04.09.2019 12:47:23|Peace Duke|За год доход больше, по моим соображениям налог вычитался из доходов за август.
10|04.09.2019 12:47:57|Aleksandr Boychuk|Добрый день При выводе средств брокер определяет общую налогооблогаемую базу с начала года и сумму налога к удержанию. Далее налог к удержанию сравнивается с выводимой суммой. Если выводимая сумма больше налога к удержанию  налогооблогаемая база очищается полностью. В первую очередь средства списываются с брокерского счета, во вторую очередь  из выводимых средств. Если выводимая сумма меньше налога к удержанию  списывается 13 от выводимой суммы, и по Вашему счету остается недоочищенная налогооблогаемая база.
11|04.09.2019 12:49:35|Peace Duke|Не тот случай. Выводил 5к, налог удержан за почти 6к. По отчетам соответствует доходу за август. Брокер сбербанк.
12|04.09.2019 12:50:01|Aleksandr Boychuk|Все верно, купив сейчас, образно, по 105 и предъявив бумаги к оферте по 100 через месяц, Вы потеряете в доходности 34 годовых.
14|04.09.2019 12:53:43|Pavel Panin|а сальдирует брокер самостоятельно
17|04.09.2019 12:54:18|Peace Duke|Если является налоговым агентом, то да.
18|04.09.2019 12:54:39|Aleksandr Boychuk|Внутри года самостоятельно, между годами сальдируете Вы, подавая налоговую декларацию.
19|04.09.2019 12:55:49|Pavel Panin|Спасибо
20|04.09.2019 12:56:31|Aleksandr Boychuk|Учесть убытки прошлых периодов можно за последние 10 лет начиная с 2010 года. Пожалуйста
21|04.09.2019 12:58:09|Ortemy Alexandrovich|А можно таким образом учесть убыток, например, по срочному рынку в счет дохода по фондовому
22|04.09.2019 12:59:22|Privet|Но это только на брокерском счете, на ИИС сальдируется и между годами
23|04.09.2019 13:01:11|Aleksandr Boychuk|Абсолютно верно. Это помимо вычета  огромное преимущество ИИСа по сравнению с обычным брокерским счетом.
24|04.09.2019 13:21:14|Aleksandr Boychuk|С 6к налог к удержанию 780 рублей. 780 рублей сравниваем с выводимыми 5к. Выводимая сумма больше налога к удержанию, база очищается полностью.
25|04.09.2019 13:22:09|Alexander|из этого же чата 45 
26|04.09.2019 13:25:22|Peace Duke|Кажется я понял. Налог с купона удерживался сразу, а 6к это налог с роста акций. Доход с купонов был больше 6к, изза этого сразу не разобрался.
28|04.09.2019 13:26:59|Aleksandr Boychuk|Пожалуйста Завтра в 1930 расскажу много чего интересного и полезного по налогам на нашем youtube канале. Присоединяйтесь
