|time|user|text
1|12.03.2020 23:43:35|Александр Шумаков|Конечно размер имеет значение. И при депо в миллион я уверен, что иначе бы воспринималась.
2|12.03.2020 23:43:55|Владимир Тутынин|Зубы железные, каша пшенная  зачем на пенсии бабки
3|12.03.2020 23:43:57|Александр Шумаков|Две, я и говорю, и чё
4|12.03.2020 23:44:12|Михаил Широковских|Чем дороже оплачен урок, тем лучше он усваивается.
5|12.03.2020 23:44:20|Михаил|На небольшом тн учебном портфеле все не правда, это так забава
6|12.03.2020 23:44:31|Evgenii K|Видимо не понял вас изначально.
7|12.03.2020 23:45:30|Soa|Многие только и начинают жить и потреблять на пенсии
8|12.03.2020 23:46:16|Владимир Тутынин|Не. На пенсии надо в президенты идти.
9|12.03.2020 23:46:32|Михаил|У вас оксюморон сохранить и движения на 30
10|12.03.2020 23:46:53|Vyacheslav|Просадка 25, почти месячная зп, вроде не много, но урок походу усвоился
11|12.03.2020 23:47:31|Александр Шумаков|Сам просел на месячную зп. Урок усвоен
12|12.03.2020 23:48:40|Artem Maslakov|И какие же вы выводы сделали Какие уроки усвоили
13|12.03.2020 23:48:44|Andrey Belous|Откуда у вас таки просадки не пойму...
15|12.03.2020 23:49:15|Dmitry Manzor|Да небось акции ОР затарили по самые
16|12.03.2020 23:49:22|Vyacheslav|Я вообще талантливый...
17|12.03.2020 23:50:03|Andrey Belous|Да там походу на самых хаях чтото покупал
18|12.03.2020 23:50:04|Михаил|До сих пор радуюсь, что хватило ума не лезть
19|12.03.2020 23:50:31|Andrey Belous|Ну вы сразу так не хороните
20|12.03.2020 23:50:55|Владимир Тутынин|Так не за день же, надеюсь. Сегодня мамба на 8 просела.
21|12.03.2020 23:51:04|Andrey Belous|Акции это инвестиции на всю жизнь, а не на год
22|12.03.2020 23:51:59|Evgenii K|Завтра будет очень кровавое утро. С горя валюты прикупил, хоть как то скрасит завтрашний день
23|12.03.2020 23:52:06|Александр Шумаков|Закуп акций раз в 6 10 лет, в моменты как сейчас. Или локальные точечные входы на обвалах. Так я вошел в одного медика, он за месяц назад отрос на 70. Остальное время копить кэш в облигах и ждать следующей рецессии. На мою жизнь их будет еще 2 максимум, если брать в расчет что они происходят раз в 8 10 лет. Ну и подбор акций более внимательный . Это в общем.
25|12.03.2020 23:53:13|Evgenii K|Както так и пытаюсь поймать текущую рецессию. С 2018 жду ее. Пришла родная наконец.
26|12.03.2020 23:53:15|Михаил|Для меня максимум это sbmx, ну и чуть амерские етф. Так только бонды.
27|12.03.2020 23:53:16|Artem Maslakov|Тоже неплохой вариант, главное только с акциями не промахнуться.
28|12.03.2020 23:53:18|Soa|Кровавей сегодняшнего
29|12.03.2020 23:53:41|Александр Шумаков|Вооо. Ее я так понимаю, 2 года ждали.....
31|12.03.2020 23:54:39|Artem Maslakov|Как и каждый из нас
32|12.03.2020 23:54:44|Evgenii K|В акциях, думаю сравнимое. У меня в акциях портфель в 10 раз меньше облигационного, но все равно прилетает больно. Спасает только валюта.
33|12.03.2020 23:55:23|Soa|в акциях скорее всего..глядя на штаты
34|12.03.2020 23:55:54|Evgenii K|Конечно. Они весь бал и определяют. Вечером уже ясно, что утром будет.
35|12.03.2020 23:57:50|Soa|логично
37|13.03.2020 00:02:02|Evgenii K|Я на новостях про ликвидность вечером попробовал прыгнуть во фьючи наших фишек, но спустя 30 минут стало ясно, что это дохлый номер, и завтра с утра нас ждут распродажи новой волны. Теперь ждем, что наши власти с пакетом QE выйдут на рынок. Это сильно взбодрит наши бонды.
38|13.03.2020 00:02:03|DIM|Отдайте другим
40|13.03.2020 00:03:21|Evgenii K|У меня брат также думает. Говорит, чувствую как каждый день деньги теряю ни во что не вложившись. А я ему поясняю, что он в отличие от большинства в самом плюсе
42|13.03.2020 00:21:39|Soa|возможно, но не обязательно
43|13.03.2020 00:46:37|DIM|Вопрос админам по встрече в Питере нельзя на пятницу перенести хотя бы, зачем так жёстко в четверг встречаться
45|13.03.2020 00:53:51|Sova|А кнопка Бабло есть в наличии
46|13.03.2020 00:54:23|Alexey|Отдать Бабло
47|13.03.2020 01:01:00|Сергей|Так и написано, обучение приносит 9 автору
48|13.03.2020 01:14:44|Михаил Широковских|
49|13.03.2020 05:35:24|laslo Fish|Почему оксюморон Мне вот собрать портфель  пока есть возможность поток туда направить. Следовательно, из роделена, условного, это не сделать. Потому что уже через 1 год его может не быть, а вот сбер и ГП никуда не денется, как и Транснефть, которая вчера даже в плюсе была. Вот я сбер и покупаю. По 178, в том числе. А если считать от первых покупок  там и 30 просадка. И в данном случае просадка явно вторична. А сохранение первично
