|time|user|text
1|08.02.2020 13:20:54|Святослав|Если ты купила по цене 100.00 то можешь спокойно держать до конца , личное мнение, а так конечно раньше продать если дороже 101.00, например
3|08.02.2020 13:22:31|Dmitry|Наказанные инсайдеры и рынок РФ, где основной стратегией является присоединение к неизвестному покупателю/продавцу Вы вообще о чём
4|08.02.2020 13:25:38|Владимир Тутынин|Вообщето, если ктото быстро обогатился, значит у когото чтото было украдено. Этот пострадавший должен написать заявление в контролирующие органы. А иначе как
5|08.02.2020 13:27:52|Georgii|Два вопроса важных. 1. Что будет с курсами ВДО в случае масштабной корекции/рецессии/кризиса пока на фоне короновируса они себя хорошо показывают, но вот если будет падение индекса на 10 30 какая правильная стратегия выхода что бы независнуть при уровне цен куда ниже номинала 2. Сравнение ВДО с облигациями для квалов субординированными облигациями и структурными мен сейчас интересует солар систем. И там и там облигации. И там и там повышенная доходность. Но возникают вопросы с рисками. вот что опасней младьшая облигация системнозначимого банка с хорошим рейтингом РСХБ например или обычная, но маленькой компании без рейтинга  Ну и риск ликвидности у ВДО выпуски маленькие, у облигаций для квалов выпуск большой но владельцев их не так много.
7|08.02.2020 13:38:35|Светлана|1. Что будет  Этого наверняка на сто процентов не знает никто, и то, как было раньше  сейчас может быть или таким же или другим. Стратегии выхода нет если обрушится, то в момент, когда уже поздно метаться. Выход лишь один процент ВДО в общем портфеле должен составлять то количество прибыли, которое дают более надежные и максимально ликвидные бумаги. И по итогу в момент тотального обвала можно будет сожалеть лишь от отсутствия ожидаемой сверхприбыли, радуясь что остались при своих. 2. Можно сколько угодно изучать/читать/советоваться по всем эмитентам, однако по итогу в отношении Любой инвестиции  это казино красное/чёрное, если только вы не инсайдер/владелец казино. это чисто субъективное
8|08.02.2020 13:42:38|Vladimir|Призыв брать акции мосбиржи
9|08.02.2020 13:48:27|Светлана|изумленномежду каких буковок/пробелов этот призыв обнаружили...ммм, предполагаю что у каждого уже есть своё мнение относительно вообще всего в жизни, исходя из предыдущего опыта, и все рассматривается уже только под видом  подходит ли это в сложившуюся свою систему или нет
10|08.02.2020 13:49:23|Vladimir|Как же. Казино это биржа, а чтобы стать владельцем биржи надо купить ее акции
11|08.02.2020 13:55:12|Светлана|всплеснув руками...очень интересный и красивый поворот...только теперь выбрать казино надо, ведь есть напёрсточники со стаканчиками, и есть ЛасВегас, ...и да, вот только и в казино случаются короноравирусы  в Макао ,к примеру, закрыли пока . И если есть выбор быть владельцем/собственником чеголибо, то тут тоже все индивидуально.
12|08.02.2020 14:01:33|Vladimir|У нас альтернатив нет. Только мосбиржа
13|08.02.2020 14:04:44|Dmitry|При всём уважении, входить без стратегии выхода ...ммм опрометчиво
14|08.02.2020 14:07:38|Шура SiberianRanger|Главное вовремя вынуть
16|08.02.2020 14:15:09|Светлана|стратегия выхода мне представляется правильной/адекватной/разумной, если заложена в самом входе  как раз её я и представила выше
17|08.02.2020 14:19:27|С Б|Спасибо, взяла на размещении, по 100
20|08.02.2020 14:40:52|Adviser|Простой пример для понимания дохода даже на ОФЗ  купили в феврале с доходностью 6  к августу ЦБ понижает ставку с 6 например до 4  ОФЗ дорожают и вы за полгода получаете 2 на росте ОФЗ и 3 на купонах  итого 5 за полгода или 10 годовых
21|08.02.2020 14:44:03|Dmitry|То, что Вы представили, вероятно, правильно было бы описать не словосочетанием стратегия выхода, а такими словами, как смирение и покорность судьбе Помимо этого, в Вашем тексте содержится логическая ошибка при тотальном падении Ваши максимально ликвидные и надёжные бумаги тоже рухнут и никакой компенсирующей прибыли не дадут и когнитивная разные кошельки Канемана. Это не в порядке спора, просто вдруг Вы найдёте это полезным.
22|08.02.2020 14:50:05|С Б|У меня в валюте на депозите в гос банке и в рублях так же. Акции и облигации не более 10 процентов портфеля, ну и недвижка святое дело. Именно поэтому решила облигации прикупить.. так сказать диверсификация
24|08.02.2020 14:55:21|Soa|Ставку повысят
25|08.02.2020 14:55:51|Dmitry|Диверсификация это не надёжныененадёжные, а максимально раскоррелированные.
26|08.02.2020 14:57:51|Soa|Светлана, а кто может быть инсайдеров всех сразу вдо..вы про Кукла пишете
27|08.02.2020 15:05:16|Максим Воробьев|Я бы смотрел за эмитентом. У 1 го выпуска гашение в октябре 20  будет показательно. Если погасятся без проблем, да еще Директ5 разместят  можно будет и дальше подержать ...
28|08.02.2020 15:10:28|Евген Б|Не только в октябре, а далее каждые полгода ещё два выпуска  нагрузка для них серьезная
29|08.02.2020 15:16:27|Andrey Khrulev|А если цб повысит ставку до 10 то даже с учётом купонов можно убыток получить 
30|08.02.2020 15:16:59|Максим Воробьев|Вот за что люблю мсб и роделен  так это за то что вопрос  а погасится ли эмитент не стоит на повестке дня, ибо ежемесячная амортизация плавно приучает эмитента и облигационера к раставанию... 
31|08.02.2020 15:23:08|Владимир Тутынин|Интересно, а возможно появление ценных бумаг у каналов, хотя бы ютюб
32|08.02.2020 15:42:56|Светлана|Расскажите,пожалуйста, как в Вашем представлении правильным будет инвестироватьпризнательна что даёте полезную обратную связьтепло поблагодарила...и ещё... максимально раскоррелированные в прошлом могут перестать быть таковыми в будущем, не так ли
33|08.02.2020 15:45:29|Soa|А если до 18 проц. как лет пять назад
34|08.02.2020 16:00:43|Paul Baikov|Есть же акции гугля Тот же ютуб
36|08.02.2020 16:02:14|Dmitry|Я же не финсоветник и правильно для каждого своё. А насчёт корреляций  да, матрица меняется во времени, это данность бытия. Но всё же значения не скачут от 0,3 до 0,9 одномоментно.
39|08.02.2020 17:05:57|С Б|Огромное спасибо, очень дельный совет
40|08.02.2020 17:06:03|Vladimir|Как же покупка бондибокса дениколом
41|08.02.2020 17:14:58|С Б|А кто что думает по проблеме коронавируса, если он к нам все же придет масштабно...все остановится, деньги у населения есть не у всех, доллар вероятно, поднимется, а что со ставкой и облигациями Какие мысли у мэтров облигационного рынка. Думаю ВДО в зоне риска.
42|08.02.2020 17:27:46|Dmitry|Извините, я не уловил связи
43|08.02.2020 17:28:21|Lizardking0808|Не мэтр, но мнение изложу. Практика показала, что гораздо более чувствительны к чёрным лебедям офз. Нерезы бегут из них при малейшей опасности. Риски вдо коррелируют не с внешним фоном в целом, а с рисками конкретной компании эмитента облигации. Здесь без хрустального шара не обойтись, заранее трудно сказать что то определённое
44|08.02.2020 17:29:51|Владимир Тутынин|Я на такой случай чесноком запасусь
45|08.02.2020 17:33:44|Шура SiberianRanger|
46|08.02.2020 17:34:58|С Б|Логично
47|08.02.2020 17:35:15|Dmitry|Более того, за всеми этими аллокациями на ВДО в 10, 20 и тд процентов сегодня не может стоять ничего, кроме личного персонального и сугубо индивидуального аппетита к риску. Взвесить по волатильности долю ВДО никак нельзя за неимением статистики.
48|08.02.2020 17:35:32|Paul Baikov|Буквально сегодня видел чеснок по акции 
49|08.02.2020 17:37:49|С Б|Я смотрю в контексте бизнеса ВДО. Все замрет, а дивы то надр булкт платить. По ОФЗ отвечает государство, у него деньги есть и врде всегда в новой истории страны выплаты были
50|08.02.2020 17:41:43|Владимир Тутынин|Почему замрет Шевченко начнет выращивать чеснок, Апри строить гробницы, Виталайн продавать маски, бэлти  продавать катафалки Грузовичкову.
51|08.02.2020 17:43:04|С Б|Да Вы, батенька, оптимист
52|08.02.2020 17:43:30|Val Z_Sky|вам бы стартапы писать 
53|08.02.2020 17:48:39|Инсайдер|ВДО всегда в зоне риска. Но главный риск это закон о квалах.
54|08.02.2020 17:49:53|Владимир Тутынин|Я думаю пронесет.
55|08.02.2020 17:52:42|Инсайдер|Линекс форте.
56|08.02.2020 18:29:36|Vladimir|Простите, статью не читайкоментируй. Это бондибокс с дэни одну компанию на двоих покупают. Но все же
57|08.02.2020 18:29:44|С Б|Никак не могу поймать нить беседы
58|08.02.2020 18:36:16|VincenzoT|Кратко есть деньги  разрешат покупать любой инструмент. Нет мало  офз и фишки, остальное  нини. Сумма отсечки  в процессе обсуждения.
59|08.02.2020 18:56:26|Andrey Yurtaykin|сейчас же так и есть, нет  ну кроме муток что ктото там в школьные годы озаботился и поступил в правильный институт 
60|08.02.2020 18:58:16|Paul Baikov|Вроде адекватные лимиты в 1 чтении, 400 и 1400к.. В целом уже с 400 все нужное доступно, почти как сейчас
61|08.02.2020 19:01:00|Andrey Yurtaykin|а, так там хотят третью ступень ввести, интересно как назовут если уже есть квалы и не квалы
62|08.02.2020 19:01:13|Paul Baikov|4 ступени
64|08.02.2020 19:03:09|VincenzoT|А как вы определили адекватность лимитов
65|08.02.2020 19:03:19|Alexander|ВДО с какого уровня квалов будут доступны
66|08.02.2020 19:03:59|Paul Baikov|Личное мнение, как же еще можно. И смотрел только что мне интересно при этом, срочку в частности игнорирую  там возможно сложнее
68|08.02.2020 19:06:03|VincenzoT|Тогда почему 400, а не, например, 800 Я то сторонник свободы договора и отсутствия какихто лимитов вообще. Но интересно, почему 400 это нормально
69|08.02.2020 19:06:14|Paul Baikov|1х ИИС 
70|08.02.2020 19:06:32|VincenzoT|Кстати, может быть.
71|08.02.2020 19:06:44|Paul Baikov|Ну опять же мое мнение
73|08.02.2020 19:13:48|VincenzoT|Угу. Только офз дефолтили, а Шевченко ещё нет. Газпром только возвращается к своим хаям через много лет, а ор только растет. Спорный момент это
74|08.02.2020 19:16:42|Ortemy Alexandrovich|Ну такая себе логика. Офз дефолтили, а тех кто торгуется по 60 из Краснодара  нет
75|08.02.2020 19:17:25|Paul Baikov|Вы ГКО в 98м имеете в виду Сейчас вроде и не близко ситуация к той, что тогда была. Но в целом  риск есть всегда, и в попытке оградить от части риска такие законы и пишутся, имхо
76|08.02.2020 19:18:26|#Любопытный|Слушать инфоцыган и идти на срочный рынокэто естественный отбор. Просрал депо побырому и свободен.
77|08.02.2020 19:19:07|Paul Baikov|.. Хотя конечно лучше бы люди на биржу шли, чем во всякие КПК, от рекламы которых не продохнешь просто. 15 обещали недавно Про риски скромно умалчивали
78|08.02.2020 19:20:05|С Б|Злой Вы
79|08.02.2020 19:20:41|Paul Baikov|Правило 95..
80|08.02.2020 19:22:52|#Любопытный|Биржа это место перераспрелеления средств от тех, кому они не нужны тем кому нужны.
81|08.02.2020 19:25:56|VincenzoT|Так я о том же. Везде вилами по воде. Потому и считаю  все инструменты в любые руки. А кто выжил  молодец.
82|08.02.2020 19:26:42|#Любопытный|Он есть и идти туда нужно тому, кто понимает, что делает, чем рискует. Тот, кто не удосужился вникнуть  донор кэша.
83|08.02.2020 19:26:45|VincenzoT|И разве ситуация сегодня гарантирует чтолибо в булущем
84|08.02.2020 19:27:52|Paul Baikov|Конечно же нет. Следить надо и вовремя бежать в кэш. Очевидные вещи, которые к .. счастью многим не очевидны
