|time|user|text
1|20.03.2019 21:17:10|Sergey|Ага от объема зависит. Ок, у меня пока объемы скромные 
2|20.03.2019 21:17:13|Максим Кочнев|Заявка  вам дадут столько сколько надо по 100. Стакан даст столько сколько есть в сиакане
3|20.03.2019 21:17:22|Dima Seleznev|Условная завяка в стакан позволит купить по ВАШЕЙ цене если она будет достигнута. И это здорово.
4|20.03.2019 21:21:57|Владимир Тутынин|Объясните пожалуйста новичку. В квике на первичном размещении вижу субфеды. Но по ним почемуто не отображается объем ликвидности 
6|20.03.2019 21:33:51|Andrey Hohrin|Говорят, Вам лично ответили
7|20.03.2019 21:34:53|Владимир Тутынин|спасибо
8|20.03.2019 21:35:00|Dima Seleznev|Коллеги, что скажете за ЧЗПСНПРОФНАСТИЛБО01
9|20.03.2019 21:36:00|Максим Кочнев|взял каждый под свой лимит. У меня ровно 1 от депо
10|20.03.2019 21:36:40|Harry Lime|Брать/ не брать личное дело каждого, такой ответ по любой бумаге. У меня тоже есть , после выигрыша иска по налогам в апелляции.
11|20.03.2019 21:39:15|Dima Seleznev|Чьего иска
12|20.03.2019 21:39:28|Максим Кочнев|налоговой
13|20.03.2019 21:39:59|Dima Seleznev|Они подло судились
14|20.03.2019 21:40:44|Harry Lime|На 400 млн руб . Чзпсн чудом выкрутился, первую инстанцию продули с треском
16|20.03.2019 21:43:43|Dima Seleznev|Это не 26 декаьря было
17|20.03.2019 21:44:29|Harry Lime|Суд  Вторая инстанция была в этом году
19|20.03.2019 22:02:23|Igor Sugrobov|Так вроде для них все благополучно https//www.kommersant.ru/doc/3867658
20|20.03.2019 22:02:50|Harry Lime|Ну да , я на этом и зашел на процентик
28|21.03.2019 07:47:50|Leonidas|Коллеги, а каковы ваши мнения об Инфовотч
31|21.03.2019 07:49:25|Harry Lime|Это по факту суборд НэклисБанка.
33|21.03.2019 07:52:28|Leonidas|Мда... А рейтинг у банка никакой...
