|time|user|text
1|09.04.2019 15:04:28|Andrey Hohrin|мы уже пальцы на ногах отбили от пинков.
2|09.04.2019 15:04:57|Aleksandr|Ну вы даете.Пинайте ботинком всегда 
3|09.04.2019 15:05:02|Andrey Hohrin|И это весьма неприятно. Обычно IRовцы более тактичны и словоохотливы
5|09.04.2019 15:06:38|Aleksandr|https//telegra.ph/CBRFpovyshaetstoimostBKLeshcheodnapopytkapovysitlokalnyjsprosnaOFZ0402
6|09.04.2019 15:07:11|Aleksandr|Свопэффект RUONIA в очередной раз выше ключевой Несмотря на уже завершившиеся налоговые выплаты, ставка RUONIA продолжает находиться на относительно высоком уровне по данным на 5 апреля, она даже превысила ключевую ставку, достигнув 7,82 последний раз на этом уровне RUONIA находилась в конце марта, когда с рынка ушел большой объем ликвидности с налоговыми платежами. Это, на первый взгляд, выглядит необычно до этого RUONIA систематически на 1020 б.п. находилась ниже ключевой ставки. Сейчас в банковском секторе происходит увеличение рублевой ликвидности благодаря ее поступлению по бюджетному каналу изза интервенций, как следствие, налоговые платежи могут оказывать лишь краткосрочный эффект на ставки денежного рынка. Влияние завершения периода усреднения также не было по нашим оценкам, к настоящему моменту средний за период уровень корсчетов по системе 2,27 трлн руб. выглядит более чем достаточным для выполнения требований усреднения по ФОР. Более того, ктото из участников даже переусреднился, изза чего ЦБ решил провести однодневный аукцион тонкой настройки с целью изъятия излишка рублевой ликвидности. Таким образом, есть какойто другой фактор, обуславливающий превышение RUONIA ключевой ставки. Как мы уже отмечали см. комментарий от 27 марта, основной причиной сложившейся аномальной ситуации на денежном рынке являются высокие рублевые ставки по валютным свопам на коротких сроках. Повидимому, некоторые участники сформировали в конце прошлого года ликвидные валютные активы на ожиданиях большого оттока клиентских средств в ущерб рублевой ликвидности и теперь вынуждены привлекать рубли по свопу. Возможно, некоторые банки согласовали с заемщиками конвертацию валютных кредитов в рубли, что потребовало покупку валюты на споте для того, чтобы не произошло изменения ОВП. Поскольку в банковском секторе присутствует низкий спрос на короткую валютную ликвидность мы оцениваем ее запас в 10 млрд долл., и в некоторые дни участники делают своп напрямую с ЦБ РФ обычно после 1700, когда в стакане USD_TODTOM уже нет ликвидности, ставка o/n FX swap в большинстве дней даже превышает ставку RUONIA, т.е. спрос на рубли на свопе лишь частично транслируется в остальные сегменты денежного рынка. Эффект на ставку РЕПО с ЦК еще более слабый 7дневный средний спред RUONIA над этой ставкой расширился на 8 б.п., что может быть обусловлено, например, отсутствием свободных контрагентских лимитов. Сложившаяся ситуация скоро кардинально не изменится, для этого из сектора должна уйти заметная часть накопившегося избытка валютной ликвидности а этого мы ожидаем лишь к концу 1П. Отметим, что по итогам апреля мы ждем отток валютной ликвидности что сократит ее запас в апреле сальдо счета текущих операций будет ниже м./м., а также увеличится отток капитала, в том числе, с выплатами по внешнему долгу. Это будет способствовать возвращению базисных спредов к своим нормальным 12месячным средним значениям. В результате произойдет и нормализация ставки RUONIA она опустится ниже ключевой ставки, отражая комфортную ситуацию с рублевой ликвидностью.
7|09.04.2019 15:22:12|Владимир Парцей|Кто знает хороший чат для общения на тему трейдинга Именно общения, где переписываться живые люди, как тут
9|09.04.2019 15:41:02|Aleksandr| ОФЗ мнение ИНТЕРЕС НЕРЕЗИДЕНТОВ К ОФЗ СВЯЗАН С ОБЩЕМИРОВОЙ СИТУАЦИЕЙ И НЕДОИНВЕСТИРОВАНИЕМ В РОССИЙСКИЕ АКТИВЫ  ЮДАЕВА
10|09.04.2019 15:51:07|Mikhail FarEast|Smartlab
11|09.04.2019 15:57:09|AntoN|Лучше на МФД в ветку. Хоть там и напыщенные но не как на смарте дет.сад. Тем более приложение есть на андройд от мфд.
12|09.04.2019 16:03:33|Aleksandr|Сейчас на Бирже идет большой семинар по правилам листинга и раскрытия информации. Лучшими по раскрытию информации Биржа признала Грузовичок, МСБ, Фридом, АПРИ и Ломбард.
