|time|user|text
1|16.04.2020 12:30:17|Dmitry Manzor|Доха 100
2|16.04.2020 12:30:52|Ruslandd|Прям как нефть. Ждём падения до 25
4|16.04.2020 12:31:47|Ярослав|News МИШУСТИН БУДУТ СНЯТЫ ОГРАНИЧЕНИЯ НА ВЫПУСК БОНДОВ РЕГИОНАМИ 
5|16.04.2020 12:32:40|Harry Lime|Ахренеть ...
6|16.04.2020 12:32:43|Шура SiberianRanger|...будем выдавать ими зарплату бюджетникам 
7|16.04.2020 12:32:57|Harry Lime|Всем пофиг ...
8|16.04.2020 12:33:00|Evgenii K|Рынок ожидает, что купон на днях я видимо не получу.
10|16.04.2020 12:34:06|Dmitry Manzor|Тут даже дна не видно Там нех ловить нам Мы в собственном ритме Мутим то, что помогает  жить нам Они хотят сказку сделать былью
12|16.04.2020 12:34:27|Harry Lime|Вероятность , что оно пойдет туда по мне гораздо больше, чем на 80 . Ибо чтобы покупцы возбудились нужна какаято супервиагра. Отчетность с аудитом от КПМГ или Прайса могла бы стать такой.
13|16.04.2020 12:35:09|Aleksandr|Еще из эфира ВТБ четко прослеживается ориентированность госва на рост внутренних заимствований. Вот и Кудрина все неверно поняли, он как раз об этом говорил.
14|16.04.2020 12:35:45|Harry Lime|Далио с Кэш из трэш тоже неверно поняли
16|16.04.2020 12:38:17|Evgenii K|Да, я вчера перечитал что именно он говорил, в очередной раз плюнул на все эти каналы, любящие пересылать фразу вне контекста.
17|16.04.2020 12:39:09|Harry Lime|Старик Гринспен говаривал в бытность главой ФРС  если вы думаете , что все поняли из релиза ФРС , то вы нихрена не поняли.
18|16.04.2020 12:40:27|Evgenii K|Выставили стенку уже повыше.кто то сегодня оч хочет сдать бонды.
19|16.04.2020 12:40:55|Harry Lime|Не удивляйтесь цене 65 на оферте
21|16.04.2020 12:44:20|Dmitry Manzor|После оферты тарить и до января
22|16.04.2020 12:44:33|Evgenii K|Тогда досижу до 2021.
24|16.04.2020 12:45:18|Harry Lime|Я предпочитаю игры , где я знаю правила и игроков
25|16.04.2020 12:50:41|Mister X|это страждующие спешно скидывают БО , чтобы в КО Дэни переложиться 
26|16.04.2020 12:51:22|Harry Lime|Группа компаний Обувь России в рамках программы по развитию маркетплейса и онлайнплатформы Продаем продолжает расширять пул поставщиков. Новым партнером Группы стали известные бренды российской декоративной косметики ARTVISAGE и RUTA. У нас есть успешный опыт развития направления уходовой косметики под собственным брендом Westfalika Medical. Сейчас мы решили пойти дальше и предложить покупателям декоративную косметику,  комментирует Ольга Данилова, руководитель отдела сопутствующих товаров ГК Обувь России.  Бренды ARTVISAGE и RUTA давно зарекомендовали себя на рынке. Эта продукция, как правило, продаётся в специализированных магазинах и является практически универсальным ассортиментом. Теперь она появится и в нашем маркетплейсе. Читать новость http//obuvrus.ru/press_center/news/707/45882/ обувьроссии obuvrus платформапродаем artvisage ruta
27|16.04.2020 12:51:52|Harry Lime|Мне кажется , или приходовая косметика более актуальна , чем уходовая
28|16.04.2020 12:52:09|In|Начало федерализации рф.. Не завидую бедным регионам. На всех трансфертов не хватит.
29|16.04.2020 12:52:33|Harry Lime|Купим Мордву под 18
30|16.04.2020 12:53:01|Ortemy Alexandrovich|И Чечню под 30
31|16.04.2020 12:53:04|Aleksandr|Это в следующей серии
33|16.04.2020 12:53:35|Harry Lime|С выплатой в кассе в Грозном , пожалуй да
34|16.04.2020 12:54:08|Aleksandr|По возможности
35|16.04.2020 12:54:17|Ortemy Alexandrovich|Так.. што ещё Севастополь 35, Крым 40
36|16.04.2020 12:54:36|Harry Lime|Все равно держателям придется извиняться
37|16.04.2020 12:55:05|Aleksandr|Ну это понятно, в трудную минуту требовать деньги у нуждающегося региона
38|16.04.2020 12:55:45|Mister X|купи бонды севастополя и получи бан на рынке сша бесплатно 
39|16.04.2020 12:56:56|Aleksandr|Россия только сейчас начнёт ощущать удар от упавших нефтяных цен. Экспортная пошлина на нефть пересчитывается ежемесячно и зависит от средней цены барреля нефти сорта Urals. В следующем месяце бюджет получит менее 1 с каждого экспортированного барреля, так как пошлина упадёт сразу на 87 до уровней 2002 года. Bloomberg
40|16.04.2020 13:00:03|Harry Lime|Я боюсь фраза вырвана из контекста , возможно и по гарантиям тоже
41|16.04.2020 13:02:35|Шура SiberianRanger|Премьерминистр РФ Михаил Мишустин поручил отраслевым министерствам в текущих непростых условиях подготовить предложения по поддержке таких сфер экономики как строительство, гражданская авиапромышленность и легкая промышленность. Президент уже поручил выделить средства на поддержку авиаперевозок. Прошу также отраслевые министерства подготовить предложения по сфере строительства, гражданской авиационной и легкой промышленности. Правительство продолжит работу над выработкой дополнительных мер поддержки,  сообщил премьерминистр на заседании правительства РФ. Мишустин напомнил, что правительство уже внесло в Госдуму поправки в Бюджетный кодекс, которые позволят дать регионам больше возможностей для маневра в поиске ресурсов по развитию местной экономики и повышения уровня жизни людей. В частности, с начала следующего года будут сняты ограничения на так называемые горизонтальные бюджетные кредиты, то есть на возможность кредитования одним регионом другого. Теперь они смогут занять средства на срок до трех лет,  отметил премьер. Он добавил, что также будут сняты ограничения на выпуск долговых ценных бумаг регионами и муниципалитетами, которые не имеют необходимого кредитного рейтинга. Об этом многие главы регионов просили правительство. Следующим этапом будет соответственно разработка и принятие мер по отдельным секторам экономики,  добавил Мишустин.
42|16.04.2020 13:03:45|Harry Lime|О да , субфеды ВДО на горизонте 
