|time|user|text
1|10.12.2019 09:23:01|Шура SiberianRanger|
2|10.12.2019 09:47:27|Владимир Тутынин|Да пусть каждый сам составляет свою сравнительную таблицу. Если человеку лень прочитать и сравнить тарифы, зачем ему лезть на рынок
3|10.12.2019 10:38:53|Шура SiberianRanger|
4|10.12.2019 10:58:52|"PRObonds | LIVE"|обувьроссии скрипт 11 декабря стартует размещение облигаций ООО Обувь России 001P02 Время приема заявок с 1000 до 1300 и с 1645 до 1830 мск технический перерыв с 1730 до 1745. Удовлетворение заявок поставка бумаг на счет  с 1400 мск. Скрипт подачи заявки его нужно сообщить Вашему брокеру или указать в торговом терминале  полное наименование ООО Обувь России 001P02  краткое наименование ОбувьРо1Р2  ISIN / регистрационный номер RU000A1015P6 / 4B020200412R001P  контрагент партнер Банк Акцепт код контрагента NC0040400000  режим торгов первичное размещение  код расчетов Z0  цена 100 от номинала номинал 1 000 р.  минимальное количество бумаг  100 штук. С Уважением, Иволга Капитал
5|10.12.2019 11:31:30|Кирилл|Полностью поддерживаю У Андрея Хохрина и команды и так забот хватает эмитенты, аналитика, портфели, вебинары, нас неразумных просвещать, канал в телеграм... Мне ребят из Иволги просто жалко... Ведь наверняка есть еще семьи, дети... Отдыхать тоже надо А люди по своей природеэгоисты. Сделай то, посмотри это... там еще тема есть... и так до бесконечности. Давайте бережнее относиться к Иволге
6|10.12.2019 11:46:03|Aleksei Zzzz|БКС и ИИС совместимы, например, так. Покупаете на ИИС активы на долгий срок. В своем профиле задаете вывод купонов на свой расчетный счет в любом банке. Можно довести дело до одной сделки в год. За это надо будет заплатить 177 руб депозитарий и комиссию за одну сделку.
7|10.12.2019 11:52:47|Дэн Иванов|Сегодня был выплачен 9ый купон по второму выпуску биржевых облигаций ООО ПионерЛизинг. Раскрытие выплаты
9|10.12.2019 12:16:18|Pavel Andryushin|кто скажет, какой смысл брать второй выпуск Обувь России, когда первый выпуск с тем же купон торгуется по 99.9
10|10.12.2019 12:16:31|Елена|Кто подскажет что за зверь ХК Новотранс
12|10.12.2019 12:18:34|Aleksandr Mukhin|он не ежемесячный
13|10.12.2019 12:19:54|Harry Lime|Вы не поверите , но поиском в чате по слову новотранс столько всего интересного ...
14|10.12.2019 12:20:46|Шура SiberianRanger|
15|10.12.2019 12:53:51|Aleksandr|https//www.isin.ru/ru/ru_isin/news_c/id22642756
16|10.12.2019 13:05:57|Andrey Hohrin|Спасибо
18|10.12.2019 13:20:39|Paul Baikov|Да, наверное я перепутал, не смог найти. Приношу извинения
19|10.12.2019 16:07:26|Alexey Smirnov|Коллеги, как по вашему поведут себя 1 и 2 выпуски обуви при возможной посадке, учитывая разницу в дюрации На мой взгляд даже с учётом месячных купонов 2й должен сильнее реагировать.
20|10.12.2019 16:09:56|Harry Lime|При посадке все выпуски ведут себя плохо , см ПКБ и Рольф
21|10.12.2019 16:11:34|Alexey Smirnov|Это отдельные истории. Я говорю про общую рыночную посадку бондов.
