|time|user|text
1|01.08.2019 22:10:19|Vasiliy G|6065 комфортно всем, саудитам правда 6570 лучше
2|01.08.2019 22:10:48|zatravka|прекрасно, взял лонг от 61
3|01.08.2019 22:10:57|Dima Seleznev|Закрыл свой шорт и на лое взял нефти по 60.14
4|01.08.2019 22:11:32|zatravka|ну я поторопился немного
5|01.08.2019 22:12:04|Dima Seleznev|Это нормально. Ровно в пипс никогда ни у кого не получается.
6|01.08.2019 22:12:05|Vasiliy G|Ну если есть чем на 5960 усреднить, и недельки 23 подождать... то наверно норм
7|01.08.2019 22:12:18|zatravka|есть
8|01.08.2019 22:12:26|Vasiliy G|Запасы уж больно сильно падали последний месяц
9|01.08.2019 22:12:32|zatravka|это если туда поедем, 50/50
10|01.08.2019 22:12:57|Dima Seleznev|Как минмум к 62 в момент откупят
11|01.08.2019 22:13:11|Vasiliy G|В моменте можем и 58 увидеть, но... ненадолго пока
12|01.08.2019 22:13:36|Dima Seleznev|да ради Бга. Деньги есть. С шорта ГП  Гы
13|01.08.2019 22:13:49|Vasiliy G|Шорты в нефти нарастили на 50 за посл неделюдве
15|01.08.2019 22:14:40|Dima Seleznev|Завтра на мамбе веселый день будет
16|01.08.2019 22:14:59|zatravka|у меня ГП шорт не закрыт еще
17|01.08.2019 22:15:06|Vasiliy G|Энто да...
18|01.08.2019 22:15:23|zatravka|хоть на работу не иди...
19|01.08.2019 22:15:24|Dima Seleznev|И у меня не закрыт. Только кретин его будет закрывать выше 210 по БА
20|01.08.2019 22:15:50|Vasiliy G|Гп не сильно завтра должен минусануть....
21|01.08.2019 22:15:54|Dima Seleznev|А ктото тут еще ходит Меня лично выгнали.
22|01.08.2019 22:16:05|zatravka|частичный тейк стоит на 210
23|01.08.2019 22:16:19|Dima Seleznev|Он в принципе должен упасть. И упадет как миленький.
25|01.08.2019 22:16:44|Vasiliy G|205210 должен
27|01.08.2019 22:17:01|Dima Seleznev|Этому говну красная цена 185190
28|01.08.2019 22:17:03|Vasiliy G|Завтра и посмотрим
29|01.08.2019 22:17:19|Dima Seleznev|Завтра по ГП вряд ли посмотрим чтото существенное
30|01.08.2019 22:17:23|Vasiliy G|Его с 200205 откупать начнут
31|01.08.2019 22:18:05|zatravka|по 185 это не говно это шикарный профит по шорту, и потом на ИИС в лонг на пару лет
33|01.08.2019 22:18:38|Dima Seleznev|А чего в нем хорошего 7 дивов Ну, ликвиден, да
34|01.08.2019 22:19:01|zatravka|при 185 это уже не 7
35|01.08.2019 22:19:36|Vasiliy G|Его раскачивать будут.... время пришло... капитализировать.... и дивы платить
36|01.08.2019 22:19:43|Dima Seleznev|Лучше сбер обычку затарю осенью по 170
37|01.08.2019 22:20:10|zatravka|и это не уйдет от нас...
38|01.08.2019 22:20:18|Vasiliy G|Оптимистично
39|01.08.2019 22:20:38|Dima Seleznev|Ладно, по 180 тоже возму
41|01.08.2019 22:21:20|Vasiliy G|Если лебедей не будет, то по 200205 обычка
42|01.08.2019 22:22:16|Dima Seleznev|200 мне дорого
44|01.08.2019 22:22:33|Vasiliy G|900 сбер прибыли точно покажет, а при дивах 1820р ниже 200 лебедь нужен... или твит Трампа
46|01.08.2019 22:22:57|Dima Seleznev|Этих дивов еще НЕТ. Только обещают.
47|01.08.2019 22:23:06|zatravka|в качестве инвестиции  нормально и по 190 хорошо, как по мне
48|01.08.2019 22:23:09|Dima Seleznev|Да и в МСФО можно нарисовать что хочешь.
49|01.08.2019 22:24:07|zatravka|главное, маячки рассиавить да кэш по рукой
50|01.08.2019 22:24:10|Dima Seleznev|У тренерши Финама Ю. Афанасьевой сбер взялся по 170. А по 167 продался по стопу. 
51|01.08.2019 22:24:10|Vasiliy G|184 без будущих лебедей шикарная цена
52|01.08.2019 22:24:25|Dmitry Manzor|Не удивительно
53|01.08.2019 22:24:52|zatravka|ну и лебедь, ну и ладно.... если в долгосрокто
54|01.08.2019 22:25:02|Dima Seleznev|Собственно, я 5 лет дома работал.
56|01.08.2019 22:25:30|zatravka|а я сам завтра не пойду
57|01.08.2019 22:27:06|Dmitry Manzor|Копеечки.
58|01.08.2019 22:27:24|Dima Seleznev|И чегото не очень хочется опять в IT. Эту домашнюю сотку рублей и на интрадее зараюатывать можно.
59|01.08.2019 22:27:32|zatravka|305 в месяц
