|time|user|text
5|21.01.2020 09:13:06|Максим Кочнев|А что у обуви всего один риск Могут ли быть рисками следующие пункты Потеря покупательной способности населения Конкуренция с другими, более дешёвыми В связи со все той же потерей покупательной способности А риск как раз того что из числа новых точек в итоге на прибыль выйдет меньшее количество чем рассчитывали. Кстати какое число из новых точек ожидается в итоге не выйдет на прибыль и прикроется Сколько будет норм, сколько отлично, а сколько уже плохо
8|21.01.2020 09:18:15|Максим Кочнев|Почему 6.7 Почему к ней должна перейти и когда, в каком временном гаризонте Обычно оценки ставят на следующие 12 месяцев, те к январю 2021 Или это просто цена по вашему мнению справедливая и все
9|21.01.2020 09:19:39|Andrey Hohrin|Ага, это оценка , а не рекомендация
11|21.01.2020 09:20:26|!|Т.е. ликвидности нет от слова совсем 
12|21.01.2020 09:20:56|Максим Кочнев|Ну аргумент что это средняя по рынку так себе аргумент. Средняя подразумевает что есть акции выше а есть ниже. Поэтому как то смущает этот момент д
13|21.01.2020 09:21:11|Andrey Hohrin|Конечно, возможно всё. Но я намеренно пренебрег общеотраслевыми и системными рисками. Суть в оценке основных проблем
14|21.01.2020 09:21:44|Deleted Account|Да это так в 90 стаканов
15|21.01.2020 09:22:23|Andrey Hohrin|Согласен. Здесь акция существенно ниже среднего, но без какихто фатальных проблем. Так что упрощённая оценка себя оправдывает
16|21.01.2020 09:23:06|Максим Кочнев|Мм, а падение покупательной способности и конкуренты не проблема Ну ок, но вывод новых точек и риск что большая часть из них не выйдет на самоокупаемость разве не такая ощутимая проблема что ей можно пренебречь
17|21.01.2020 09:23:55|Andrey Hohrin|Падение уже состоялось, а после такой зимы конкурентная среда стала более разреженной
18|21.01.2020 09:24:57|Максим Кочнев|Общепринятой версией банкротства трансаэро помимо всего прочего было то что они понапокупали самолётов на будущее а там бац и кризисно это упращенно
20|21.01.2020 09:38:15|Mikhail Saratov|а чего с зимой не так Я думал в мягкие зимы наоборот обувь ушатывается сильнее и её надо обновлять
21|21.01.2020 09:38:29|!|А как торговые точки ОР конкурируют с Wildberries
22|21.01.2020 09:38:33|Mikhail Saratov|т.к. люди покупающие в данных магазинах обычно не ухаживают 
23|21.01.2020 09:38:45|Andrey Hohrin|рано. и в твоих широтах изменения не видны  а в Мск есть сети, например, Терволина, полностью сосредоточенные в Москве и области, и для них нынешняя зима  полный кошмар. Снега пока не было, даже если он появится в феврале, сезонные закупки уже окажутся убыточными. Дальше  вопрос устойчивости отдельных бизнесов, определяется он доступом к деньгам. У ОР с этим лучше, чем у коголибо есть нормальный доступ на рынок облигаций у прочих обувщиков его нет, есть акции, а когда есть акции, автоматически, выше лимиты банковского финансирования.
24|21.01.2020 09:40:03|Viacheslav Petriaev|ОР сама продает обувь в wildberries
25|21.01.2020 09:41:22|Максим Кочнев|Последний вопрос, какая цифра по количеству новых точек, которые не выйдут в прибыль и будут закрыты, Является планово приемлемой Ведь в любом случае какие то точки подведут. Есть ли тут какие то оценки
26|21.01.2020 09:43:10|Andrey Hohrin|Рискуем мы примерно 300 точками из 970, которые появились за последние 1,5 года. оценить этот риск я не в силах
27|21.01.2020 09:44:14|А что ты сделал для котэ!?|Да чо про Обувь спорить Акции будут пригодны для инвестиций, когда компания от генерации магазинов и запасов перейдет к генерации кэша и снижению долга На мой взгляд первая возможная информация об этом  полугодовое мсфо в августе До этого  ну, можно рискнуть поспекулировать
28|21.01.2020 09:49:36|Andrey Hohrin|идейно поддерживаю. но я всегда буду ставить на опережение ожидаемых событий. наблюдать за движением цены  интересно, но не более
29|21.01.2020 09:51:04|А что ты сделал для котэ!?|Перефразирую инвестиции в акции Обуви тем более на крупные суммы  пока это для брутальных мачо с бронзовыми яйцами, а не для трусливых котэ
31|21.01.2020 09:52:30|Andrey Hohrin|натрем бронзу до блеска  и в бой
32|21.01.2020 09:53:07|Кирилл|
34|21.01.2020 10:04:22|!|Как там шорт палладия Усредняете
36|21.01.2020 10:08:25|Andrey Hohrin|так пока никак. вы вот все спрашиваете. а это 10 от капитала портфеля
37|21.01.2020 10:09:34|А что ты сделал для котэ!?|Ваши портфели  это живые деньги или демоверсии
38|21.01.2020 10:10:46|Andrey Hohrin|живее некуда
