|time|user|text
110|02.04.2020 17:22:20|"PRObonds | LIVE"|Путин объявил весь апрель нерабочим с сохранением зарплаты. Ведомости Спасибо, Владимир Владимирович
112|02.04.2020 17:23:11|In|Для начала предлагаю почитать определение современной неоколонии и цель её управления.
113|02.04.2020 17:23:18|Vl Lav|Ага. Он что ли платить будет конвертную зп
115|02.04.2020 17:24:52|Андрей Воронин|Ждем массовых увольнений.
116|02.04.2020 17:24:56|Ярослав Иванович|Я так полагаю, что решать будут губернаторы. До конца апреля или нет.
117|02.04.2020 17:25:13|Georgy Dobrinskiy|Гарант, как всегда, в своём стиле
119|02.04.2020 17:26:01|MММ🥕🐹|Я ещё своим работягам зарплату понижу  есть отличный повод 
120|02.04.2020 17:26:25|laslo Fish|По усн ещё может регион подсобить. А НДС уже звучало платить без оговорок и отсрочек.
121|02.04.2020 17:26:51|Dmitry Manzor|
122|02.04.2020 17:27:50|MММ🥕🐹|Летом они мне скажут спасибо и будут ещё в ножки кланяться что не уволил  вот увидишь...
124|02.04.2020 17:28:53|Aleksandr|Ты чо деньгами платишь до сих пор
125|02.04.2020 17:29:33|Андрей Воронин|Как понимаю ГарантИнвест от таких новостей все
126|02.04.2020 17:29:51|MММ🥕🐹|В России приходится, а в ДНР стараюсь по минимуму...
127|02.04.2020 17:31:05|laslo Fish|Я уже план составил  кто будет уволен. Исходя с того, как ходили на работу эту неделю.
128|02.04.2020 17:31:08|Александр Нечаев|Половина эмитентов от таких новостей все
129|02.04.2020 17:31:09|Владимир Тутынин|Официально устроенных будут мониторить
130|02.04.2020 17:31:44|laslo Fish|Когда официально мониторинный получит пару раз белую, он сам напишет.
131|02.04.2020 17:31:47|MММ🥕🐹|Половина Вот человек даже больший пессимист чем я найден
133|02.04.2020 17:33:04|Apokrif82|Да ладно мне на работе справку дали можно везде ходить и ездить по области РАБОТАТЬ надо
134|02.04.2020 17:33:31|laslo Fish|Мент, чтоли
135|02.04.2020 17:33:54|Kot Skripalya|А мне справку можно такую...
137|02.04.2020 17:34:43|Apokrif82|Нет в дорожной сфере
138|02.04.2020 17:34:58|Kot Skripalya|Как у Вас такую справку купить
139|02.04.2020 17:35:09|laslo Fish|А если серьезно, то транспортные компании работают, я могу принимать и отгружать. Но кому, если все седят дома.
140|02.04.2020 17:36:35|Андрей Воронин|Не согласен, прут как в обычный день. Одно радует пробок нет, работаешь и радуешься.
142|02.04.2020 17:45:14|MММ🥕🐹|Время составлять список будущих трупов  все кто успел и перегруппировал портфели молодцы 
145|02.04.2020 17:49:02|Dmitry Tarasov|А Брент попер вверх
147|02.04.2020 17:52:09|In|Неоколонии должны приносить прибыль. Никто и никогда не допустит прекращения поступления бабла из стран, в которые вложено столько ресурсов по управлению ими.
148|02.04.2020 17:52:15|Roman Ranniy|кризис отменяется расходимся...
149|02.04.2020 17:52:33|Dmitry Tarasov|и фиеста еще продолжается до 30 апреля
150|02.04.2020 17:54:46|nik|Вечером будет 28 максимум 
151|02.04.2020 17:57:18|Ярослав Иванович|Трамп ляпнул, нефть прыгнула. Всё вернётся
154|02.04.2020 17:58:44|Ярослав Иванович|Не для того вся хрень затевалась, чтобы Штаты вышли победителями
155|02.04.2020 17:59:31|Nikita|Ребята, а реально никто не работает У нас МСБ весь трудится. Собственники не хотят платить из своего кармана просто так. И это нормальная позиция. Крупняк вынужден взять под козырек, ТРЦ принудительно прикрыли. Остальные батрачат. Машин по городу не намного меньше, чем в обычные дни, народ по набережной гуляет вовсю... На изоляцию положили по полной.
156|02.04.2020 17:59:45|Андрей Воронин|Вроде как саудиты запросили срочное заседание опек
157|02.04.2020 18:00:17|Dmitry Tarasov|Это гдето по набережным гуляют Куда смотрит доблестная ррррроооосгвардия
158|02.04.2020 18:01:36|Ярослав Иванович|Один фиг ничего не решат. Если бы саудиты не поперли так нагло, то было бы спокойнее
159|02.04.2020 18:02:13|Dmitry Tarasov|Может если б питерская компашка вела себя адекватнее
160|02.04.2020 18:03:40|Ярослав Иванович|Россия вела себя достаточно адекватно. И предложила продлить соглашение.
161|02.04.2020 18:03:41|Nikita|Областной центр в сибирской глубинке. Смысл от этих мер, если людям пофигу Судя по всему, Собянин не просто так штрафы ввел. Видимо, похожая ситуация была...
163|02.04.2020 18:05:17|Ярослав Иванович|Так в Москве жопа. 771 заболевший за сутки. Гнездо заразы. Жаль, но на нас в Подмосковье это отражается
164|02.04.2020 18:05:47|Андрей Воронин|Они видимо поняли что наростить можно много, а где хранить Спроса то нет
166|02.04.2020 18:06:24|Mister X|в москве просто тестируют лучше и резы в новосиб в вектор не отправляют, а сразу подтверждают. Москва все же ближе к цивилизации, чем замкадье
167|02.04.2020 18:06:49|Андрей Воронин|Чтоб спасти россию, нужно сжечь москвус
168|02.04.2020 18:07:06|MММ🥕🐹|Грядёт восстание недовольных замкадышей 
169|02.04.2020 18:07:11|Иван Хз|Господа, тестов стали делать в разы больше Вот Вам и выявленные случае увеличились.
170|02.04.2020 18:07:11|Ярослав Иванович|Тоже так думаю
171|02.04.2020 18:07:20|ОлегЕ.|На Кубани казаки гоняют народ, тех кто праздно шатается и без масок...
172|02.04.2020 18:07:37|Владимир Тутынин|Ой. Ой. Мои фьючерсы по 35. Пусть Трамп ещё чтонибудь скажет
173|02.04.2020 18:07:45|Андрей Воронин|А казаки сами в масках
174|02.04.2020 18:07:59|Dmitry Tarasov|Ну да, живу в Мск, в первые дни, еще и погода была хорошая, народ высыпал на берега прудиков. Шашлыкмашлык, потом пришли менты и все испортили. И беседки обвязали заградительными лентами.
175|02.04.2020 18:08:04|Владимир Тутынин|Нагайками
176|02.04.2020 18:08:21|Mister X|у нас турники и брусья обвязали 
177|02.04.2020 18:08:35|ОлегЕ.|Да
178|02.04.2020 18:08:44|Владимир Парцей|https//t.me/RuBonds/232
179|02.04.2020 18:08:57|ОлегЕ.|Если сильно выпросить  могут
180|02.04.2020 18:09:00|Владимир Тутынин|Как омон стали.
181|02.04.2020 18:09:06|nik|Не работаем. Производство. Более того, отгрузили гос заказ. Бабки получить не можем, они не же не работают.
182|02.04.2020 18:09:25|ОлегЕ.|Им за это ещё и платят
183|02.04.2020 18:09:31|Александр Шумаков|Производство чего
184|02.04.2020 18:09:35|Ярослав Иванович|С чего бы лучше Все перегружены. Богатых туристов больше, в этом дело
185|02.04.2020 18:09:43|nik|Муз инструменты
186|02.04.2020 18:10:35|Александр Шумаков|Уффф. Говорил своим директорам, надо производить еще что то.... Для повседневности.. вот вспомнят теперь меня ...
187|02.04.2020 18:10:41|Dmitry Tarasov|Ваш сибирский товарищ, Шлеменко, все возмущается, мол бегать вокруг дома нельзя, а за пивком сбегать в магаз можно
188|02.04.2020 18:10:52|Ярослав Иванович|Спроса нет и долго не будет
189|02.04.2020 18:10:53|Sova|Я правильно понимаю, что ВДО завтра откроется с гепом до самого дна
190|02.04.2020 18:11:10|Владимир Тутынин|Нет.
191|02.04.2020 18:11:18|Андрей Воронин|И смысл наращивать
192|02.04.2020 18:11:21|nik|Можно и Сейчас пролить, время есть. Вы что будете продавать, скажите
193|02.04.2020 18:12:20|Ярослав Иванович|Нет смысла. Но и сокращать трудно
194|02.04.2020 18:12:33|Dmitry Manzor|А что бы сейчас ему не припасть
195|02.04.2020 18:12:57|Андрей Воронин|Налетать надо, подешевело же
197|02.04.2020 18:18:37|Дмитрий Виноградов|Не только МСБ. У нас контрагенты все из ТОП500 по стране, все трудятся.
198|02.04.2020 18:21:53|Sova|Пока народ не понял, что будет в апреле
199|02.04.2020 18:23:55|Anton Nikitin|Какаято жуткая бредятина опять происходит с новостями. 1. Трамп анонсирует, что Россия и Саудовская Аравия готовы снизить добычу на 1015 млн баррелей в день. 2. Россия Песков заявляет, что ничего такого не было. Даже переговоров с принцем Саудовской Аравии. 3. Саудовская Аравия созывает экстренное заседание ОПЕК. Отсюда совершенно непонятно, кто сообщает достоверные факты, а кто нет, важно отметить, что пока что есть риск, что Трамп преувеличил какието предварительные договоренности если таковые были.
200|02.04.2020 18:31:06|Andrey Mayorov|
205|02.04.2020 18:43:41|Evgenii K|А я под шумок схватил долларов и шортанул ртс, сижу, жду когда цб спать пойдет после 19. Ктото сегодня говорил, что ВТБждет нефть по 35. Сегодня она почти до 36 доходила по фьючу.
206|02.04.2020 18:45:20|TrendRadar| КартаРынка ВДО  Хуже рынка 1 4.40 ЛampД БП1 2 3.22 ЛТрейд 1P1 3 2.67 ТаксФ БП1 4 2.50 ТЕХЛиз 1P2 5 2.46 ЛамбумБП01  Лучше рынка 1 3.17 НафттрнБО1 2 2.24 ДДёнерБОП2 3 1.54 ЧЗПСНП БП1 4 1.36 ЖКИнвБО01 5 1.14 ПионЛизБП1
209|02.04.2020 18:53:55|Andrey Hohrin|Хуже рынка нынче Путин Владимир Владимирович, увы
211|02.04.2020 18:58:03|Evgenii K|Сегодня я только руками могу развести. Понятно, что сидеть на не менее 6 недель, но почему за счет работодателей Удивительно конечно.
212|02.04.2020 19:02:21|Шура SiberianRanger|Первичка 2 апреля
213|02.04.2020 19:03:49|Alexander|Интересно, если Трамп соврал в твиттере
215|02.04.2020 19:04:27|Шура SiberianRanger|TOP DNIWE 2 апреля
216|02.04.2020 19:05:16|Sova|В пизду, продал все по рынку. Я не понимаю, что делает дед
218|02.04.2020 19:08:29|Dmitry Tarasov|Сказочный дед давно живет в своей отдельной Вселенной, где все заипись
219|02.04.2020 19:08:42|Dmitry Manzor|Не хуже, а против рынка
221|02.04.2020 19:09:39|MММ🥕🐹|Все это перебор, а будущие трупы надо скидывать сейчас, а не по писят 
222|02.04.2020 19:10:28|Aleksandr|Бля , ну Вове есть конечно один вариант , хуситы должны срочно начать попадать по скважинам ракетами. Это по крайней мере позволит как то сберечь драгоценную кубышку .
223|02.04.2020 19:10:45|Ruslandd|Дед правит рынком. Если дед просыпается и пишет в твиттере нефть дорогая, то шорти нефть. Если он пишет скоро будет договоренность вставай в лонг
224|02.04.2020 19:11:01|Lizardking0808|Список в личку, будь добр
225|02.04.2020 19:12:20|MММ🥕🐹|Не  я сам по себе, вы сами по себе, из чего вышел из того вышел, что взял то взял. Это рынок тут каждый сам пусть отвечает за свои деньги.
226|02.04.2020 19:13:20|Dmitry Tarasov|Нет, Сечину далеко до самого лучшего твиттераста планеты
227|02.04.2020 19:13:35|Lizardking0808|Да это понятно..тем более что рынок уже сам обозначил фаворитов
228|02.04.2020 19:14:26|MММ🥕🐹|Вот именно, фавориты более менее нарисовались я считаю тоже, а вот зомби ещё не до конца... впрочем это и логично...
231|02.04.2020 19:18:43|Sova|AndreyHohrin , как считаете, наша экономика выдержит месячные каникулы
234|02.04.2020 19:20:18|Sova|Наша, славянская 
236|02.04.2020 19:23:29|Aleksandr|Ну ок.А что критерий выдержит 
237|02.04.2020 19:27:08|Aleksandr|Регионы уже понимают, какие дырки в бюджете их ждут. Ожидаю, что в этом и следующем году существенного навеса первичного размещения от субфедов. Правда, мы лишаемся налоговых льгот по купону увы....
238|02.04.2020 19:28:20|Andrey Hohrin|выдержит. но во власти все же не идиоты надеюсь, так что месяц, авось, не понадобится для импровизированных каникул
240|02.04.2020 19:28:41|Ortemy Alexandrovich|Надежда была и осталась напрасной, она капает на пол липкой жидкостью красной
242|02.04.2020 19:28:57|Aleksandr|выше спам
243|02.04.2020 19:29:05|Denis F|интересно может майские выходные отменят, иначе 1,5 месяца выходных
244|02.04.2020 19:29:53|Andrey Hohrin|мы тут оперативки проводим, как портфелю жить дальше. вроде, жить... но обстоятельства все более сложные. но жить
245|02.04.2020 19:30:42|Evgenii K|В мае мы будем сидеть на карантине, но не на карантине, а на майских праздниках. Посмотрите карантины большинства стран. Это не месяц. Если выйдем после майских  и то хорошо будет
246|02.04.2020 19:31:34|Andrey Hohrin|надо отменять. интересно почитать комменты к выступлению В.В.Путина на ютьюбе России24. Там ругачка сплошная. Это мы тут с вами интеллигенты. А народто бунтовать собрался.
248|02.04.2020 19:32:29|Aleksandr|есть ссылка 
249|02.04.2020 19:32:34|Andrey Hohrin|сек
250|02.04.2020 19:33:23|Kappa|А что такого ввп сказал что все так негодуют
251|02.04.2020 19:33:49|Aleksandr|он попросил малый бизнес умереть благородно
252|02.04.2020 19:33:55|Evgenii K|Мне кажется его рейтинг не потопляем. Ну пошумит челядь в ютьюбах и чатиках, и все. По сути же карантин мера стандартная для всего мира, просто с рос спецификой
253|02.04.2020 19:34:06|Andrey Hohrin|https//www.youtube.com/watchvuiv0VltgazE
255|02.04.2020 19:34:45|А что ты сделал для котэ!?|А что, лучше за свой счёт
256|02.04.2020 19:34:54|Evgenii K|Что зп за месяц оплатит работодатель. Увольнять не нужно. Собственник  плати.
257|02.04.2020 19:35:01|Andrey Hohrin|я так не считаю
258|02.04.2020 19:35:06|А что ты сделал для котэ!?|Вы про которого деда
259|02.04.2020 19:35:30|Andrey Hohrin|хуже. но. расскажите, где бабок на оплату взять
261|02.04.2020 19:36:06|Михаил Акимов Break6eat|Сдохнуть от голода или сдохнуть от вируса
263|02.04.2020 19:36:18|Andrey Hohrin|летальность первого варианта выше
264|02.04.2020 19:36:50|А что ты сделал для котэ!?|Патронов на всех хватит
265|02.04.2020 19:36:56|Evgenii K|1. Есть государство, если вводит ограничения, то пусть поможет 2. Естественно, я все что не эффективно любо за свой счет либо на 3х дневку переведу. Сейчас уже 4х дневка до июня с 1 апреля.
266|02.04.2020 19:37:18|Andrey Hohrin|август 91го показал, что не в количестве патронов дело
267|02.04.2020 19:39:41|А что ты сделал для котэ!?|Те кому не откуда  не возьмут Никто же сейчас не будет полноценную з/р платить Кто то в отпуск за свой счёт на месяц отправляет Кто то на 50 сокращает или на треть По разному Но хотя я сам вроде как должен быть на стороне работодателя, считаю, что решение разделить проблемы между работодателем и работником а не вешать все на работника  справедливы А государство будет платить полную з/а бюджетникам и давать продуктовые талоны совсем бедным
268|02.04.2020 19:41:17|Dmitry Manzor|Поэтому и оформляют за оклад 12500
269|02.04.2020 19:41:29|Evgenii K|Андрей, а вы много с провинцией общаетесь Бузит только сытая Мск. Все голодные регионы  поддерживают власть. Ну поворчит бизнес, кто то закроется, ктото урежет зп. Госка и крупняк выплатит, если что возьмет в займы у государства. В целом власти глубоко все равно на эти проблемы смб. Мы нет никто и звать нас никак.
271|02.04.2020 19:44:21|Dmitry Aleksandrov|Проблема только в том, что и бюджетников отправляют на неоплачиваемый отдых. Родственницу коллеги, которая работает в государственной больнице кардиолог отправили сначала на больничный, а потом в отпуск без содержания
272|02.04.2020 19:44:27|Mister X|причем мсб еще и буйный....вечно недовольный и бабло у него есть  чай не бюджетники
273|02.04.2020 19:47:09|Evgenii K|Даа, кулачье это хреново. Проходили уже 100 лет назад эту историю, знаем как с этим работать.
276|02.04.2020 19:55:48|Andrey Hohrin|Вообще не согласен. Я много общаюсь с регионами. В Мск как раз спокойнее
277|02.04.2020 19:59:05|Aleksandr|Пока что я знаю , хороших врачей из регионов зовут на контракты в МСК .Предлагают хорошие бонусы.
278|02.04.2020 19:59:36|Alex|Отправлено из Viber https//www.viber.com/invite/4dbda1079dc4b1c5312f540f7370ae9897477617e4055d22ee34b50f95810f18/7
281|02.04.2020 20:02:52|Ярослав Иванович|Арабы такие арабы
282|02.04.2020 20:02:52|Ярослав Иванович|Саудовская Аравия изучает возможность снижения добычи нефти до менее 9 млн б/с  СМИ МОСКВА, 2 апр /ПРАЙМ/. Саудовская Аравия рассматривает возможность снижения собственной добычи нефти до уровня ниже 9 миллионов баррелей в день при условии участия в сокращении других стран, сообщает газета Wall Street Journal со ссылкой на источники. Крупнейший в мире экспортер нефти в настоящее время рассматривает возможность снижения добычи нефти до уровня ниже 9 миллионов баррелей в день, что зависит от других стран G20, которые присоединятся к собственным сокращениям,  сообщает газета.
283|02.04.2020 20:03:18|mana mana|ребят совпадение то что акции рф растут на столько на сколько падают вдо или так и должно быть типа баланс
284|02.04.2020 20:04:23|Dmitry Manzor|Наше болото от введения мер пострадает больше, чем акции голубых фишек
285|02.04.2020 20:04:25|Ярослав Иванович|Всё будет хорошо, всё вырастет
286|02.04.2020 20:05:36|Aleksandr|А наше болото и было выжившим средним класом
287|02.04.2020 20:08:12|mana mana|не ну просто интересно это из облигаций выходят чтоб акции закупить почему то ровно както 5 5 66 и тд
288|02.04.2020 20:09:32|Aleksandr|Сейчас очевидно, что на плаву останутся не все, в случае если возвращение к привычной жизни после спада эпидемии коронавирусной инфекции будет отсрочено. Счет может буквально идти на недели. Так, по оценкам Торговопромышленной палаты, затягивание распространения COVID19 приведет к угрозе банкротства 3 млн предпринимателей, в итоге без работы могут оказаться 8,6 млн человек или каждый восьмой работник. https//expert.ru/2020/04/2/panikasredipredprinimatelejnarastaet/
289|02.04.2020 20:10:15|Ярослав Иванович|Да никто не выходит. Акции растут в надежде на рост нефти, а облиги падают изза уныния от бесконечных выходных
290|02.04.2020 20:11:47|Sereja|Гармонизирует налоги с нерезами, все по 30 заплатят, пролетариат порадуется
291|02.04.2020 20:12:05|Aleksandr|https//www.kommersant.ru/doc/4311038utm_campaignpushamputm_sourcekommersant
293|02.04.2020 20:12:45|mana mana|все теперь ясно четко так мозг вывели из тупняка, спасибо
296|02.04.2020 20:22:54|Deleted Account|ебаный себербанк п у меня 29
297|02.04.2020 20:29:35|Dmitry Manzor|Абсолютно точно. Печальные меры конечно. Но обязать людей выйти сейчас на работу он не может.
299|02.04.2020 20:31:47|Aleksandr|А сказать что отменяет для них налоги на 1 квартал может  А о том что госво компенсирует кредитную ставку на 23 месяца может 
300|02.04.2020 20:32:26|Evgenii K|Я смотрю как голосуют на выборах, и обычно самые недовольные мск и спб. Вы в регионах общаетесь с нормальными людьми или тоже с собственника и менеджментом бизнеса Понятно, что наиболее образованная и активная часть населения недовольна.
301|02.04.2020 20:32:55|laslo Fish|Объем по Сберу или ГП сравните со всем рынком вдо.
303|02.04.2020 20:36:15|Evgenii K|Наша вдо тусовочка это пшик по сравнению с фондой голубых фишек. Просто совпадение, видимо.
304|02.04.2020 20:38:06|Dmitry Manzor|А вы думали он 500 будет скоро Сбер классный банк, но любые акции могут сложиться в пополам.
308|02.04.2020 20:40:51|Ярослав Иванович|Все же лучше, чем Газпромнефть 
309|02.04.2020 20:42:26|Dmitry Manzor|А Татнефть сложилась Все кто тарил под высокие дивы по 750 да ещё и под маржу тупо пьют корвалол
311|02.04.2020 20:44:14|Evgenii K|А что, разве дивы отменили
312|02.04.2020 20:44:25|laslo Fish|...а кто покупал грузовичок по 110  что пьют
313|02.04.2020 20:44:27|Dmitry Manzor|А что разве утвердили
315|02.04.2020 20:45:31|laslo Fish|Сбер и Татнефть отрастут. Рано или поздно. А грузовик, кисти и т.д  не факт.
316|02.04.2020 20:46:03|Harry Lime|Для начала надо спросить , что они курили перед тем как это купить
317|02.04.2020 20:46:36|Dmitry Manzor|Трудно спорить.
318|02.04.2020 20:46:48|Roman Ranniy|
319|02.04.2020 20:46:48|laslo Fish|Ну и это
320|02.04.2020 20:46:51|Evgenii K|Ну по крайней мере по бодрости отскока все говорит о том, что рынок ждет дивов по ним.
321|02.04.2020 20:46:59|Harry Lime|Ну и все ...
323|02.04.2020 20:48:26|Dmitry Manzor|Как говорит сэр Гарри  уроки должны быть оплачены сполна
324|02.04.2020 20:48:40|Harry Lime|Наш HY становится более зависимым от фундаментала  это прекрасно
325|02.04.2020 20:49:10|laslo Fish|А есть вести с полей КО Может там не по 9295 А выше
326|02.04.2020 20:50:20|Harry Lime|Я сегодня весь день смотрел отчетность компаний Юнисервиса , отчитались Ультра , ИТЦ Трейд и Таксовичков. Если про первых двух сказать нечего , отчеты нейтральные , то от Таксовика у здорового человека должна кровь хлынуть из глаз
327|02.04.2020 20:50:44|Dmitry Manzor|Да это венчур
329|02.04.2020 20:50:58|Harry Lime|Это чересчур
330|02.04.2020 20:51:15|Deleted Account|эх.продал газпром в минус и на все что есть купил сбербанк по 225
331|02.04.2020 20:52:10|laslo Fish|...вроде Theranos
332|02.04.2020 20:52:44|Dmitry Manzor|Я помню вы говорили о плюсах безофертной 15 ставке, уже продали Вы же на опережение бьете
333|02.04.2020 20:52:49|laslo Fish|...а завтра трубоукладчик заходит в порт, и
334|02.04.2020 20:52:57|Harry Lime|Круче
336|02.04.2020 20:53:27|Dmitry Manzor|Красота.
338|02.04.2020 20:54:44|Alexey|Венчур думаю нынче по 30 годовых должен быть. Еще и с личными залогами владельцев. Смотрим кейс попаданца карнивала что надо предлагать инвесторам в такие времена...
339|02.04.2020 20:55:11|Deleted Account|да я вообще не шарю.весь мой капитал 124к....а из за падения менее 100к осталось еще и иис сбер пздц
341|02.04.2020 20:55:29|Dmitry Manzor|Ну значит ждём 30 дохи. У меня таргет такой же по такси, кистям и прочим общепитам
342|02.04.2020 20:55:34|Harry Lime|Прекрасный пример
343|02.04.2020 20:55:46|laslo Fish|А зачем тогда метания из угла в угол
344|02.04.2020 20:55:46|Deleted Account|спасибо.успакоил бро
