|time|user|text
1|05.07.2019 17:40:39|S.P.|сегодня что то Софтлайн ливанули на пол фигуры. Продовец что ли опять появился...
2|05.07.2019 17:41:01|Harry Lime|Рубеж по первому полугодию 2019 делают пробный МСФО. По 2019 году будет первое применение МСФО.
3|05.07.2019 17:41:13|Dmitry Manzor|Это вам там сказали 
4|05.07.2019 17:42:35|Котофей|Камрады, скажите, АПРИ 2 когда будет и с кем говорить об участии в первичке
5|05.07.2019 17:43:31|S.P.|Очень ждём Вашего отчёта и заключения. Ваша поездка выглядит очень увлекательно. Чувтсвуется рука хозяина, видно что есть Собственник у компании с большой буквы, но темпы роста закредитованности очень напрягают. Равно как и пословица Есть три способа разориться. Самый быстрый  скачки, самый приятный  женщины и самый надежный  сельское хозяйство.
6|05.07.2019 17:43:34|Dmitry Manzor|С брокером поговорите
7|05.07.2019 17:44:00|Harry Lime|Активная инвестпрограмма  элеватор , строятся новая очередь , поливная система  активная скупка земель
8|05.07.2019 17:44:15|Котофей|То есть привычного скрипта для участия в первичке не будет
11|05.07.2019 17:46:02|S.P.|кстати по скупке земель. Знал я людей, проворачивали интересную схему в своё время. Покупали паи у колхозников, по цене ниже кадастра, переоценивали их по балансу по кадастру, договаривались с оценщиками об оценки выше кадастровой стоимости, брали кредит в банке под залог земли, денежки выводили и тю тю. А тут ещё НКЦ залетел на 2.5 млрд на зерне. Кто его кинул Колхозники
12|05.07.2019 17:46:30|Ilya|Ага и на тиски показали, мол что не так имейте ввиду
13|05.07.2019 17:47:03|Максим Кочнев|faq_angrybonds
14|05.07.2019 17:47:07|S.P.|Ух ты. Sucden 25 место. Мало им что ли сахараперерабатывающих заводов Серьёзно они в РФ засели
15|05.07.2019 17:47:07|Harry Lime|Про паи и залоги земли сделаю подробнейший рассказ.
16|05.07.2019 17:49:05|Dmitry Manzor|Где АгроэлитаГГ
18|05.07.2019 17:49:58|Котофей|Понятно, спасибо
19|05.07.2019 17:51:48|Alex Petroff|Под номером 11 шифруется, как Иволгахолдинг
20|05.07.2019 17:52:07|Dmitry Manzor|
22|05.07.2019 17:52:48|Владимир Тутынин|
23|05.07.2019 18:01:44|Kir|Теперь новый лозунг у них есть земля
24|05.07.2019 18:02:23|А что ты сделал для котэ!?|Это кто не может выйти Парни с позицией более 100 Лямов
25|05.07.2019 18:02:28|Boris|А зачем хоккейному клубу ак барс столько земли 
26|05.07.2019 18:02:55|S.P.|Нет. Они 10 лямов уже неделю распродать не могут
28|05.07.2019 18:03:43|А что ты сделал для котэ!?|Чо то странно  в КЕБ нормальные обороты И плита там, если я правильно помню, была Лямов 50 Десятку в кеб продать легко
29|05.07.2019 18:03:55|Alex Petroff|Это им надо было с такой позой в ликвидные ОФЗ идти там и 40 мультов мелочь на один клик бывает
32|05.07.2019 18:04:40|А что ты сделал для котэ!?|Возьму по 99.45
33|05.07.2019 18:05:10|S.P.|99,96 дают. Волатильность инструмента минимальна
36|05.07.2019 18:06:17|BoRo DA|Смотрите что нашел
38|05.07.2019 18:06:37|А что ты сделал для котэ!?|Они весь июнь по 99.5 \ торговались, после купона Нормальные обороты были По 100 их имхо никто не возьмёт
39|05.07.2019 18:07:34|S.P.|я взял за 100. Меня доха более чем устраивает. Пока будешь ждать свою цену, потеряшь больше от недоразмещённых денег
40|05.07.2019 18:08:10|А что ты сделал для котэ!?|Согласен Я просто позу потери как раз в июне увеличивал  потому и помню размеры плиты
41|05.07.2019 18:08:17|S.P.|Интересно посмотреть на соседний выпуск с таким же строком погашения оферты.
42|05.07.2019 18:09:37|А что ты сделал для котэ!?|Ага Я с марта на это смотрю 
45|05.07.2019 18:12:38|S.P.|новое положение о маржинальном кредитовании
