|time|user|text
1|24.12.2019 16:14:39|Сергей Ковалев|Не так прочитал Извиняюсь
2|24.12.2019 16:35:50|Константин Цехмистренко|Через 10 минут 2я серия. Для тех кто не успел в первый период сбора заявок. Но осталось не так много с учетом ранее поданных
5|24.12.2019 16:50:26|Reincarnation Man|Константин, удовлетворение в порядке очередности надеюсь
6|24.12.2019 16:53:49|Константин Цехмистренко|Конечно
7|24.12.2019 17:04:17|Evgeniia Bushunova|Чую все заберут до нас 
10|24.12.2019 17:32:41|Alexey Vishnyakov|Друзья, в бкс пришёл КЭС У меня в приложении не видно. К квику доступа нет. Ставил заявку ещё утром. И на КЭС и на рояль. Рояль пришёл.
11|24.12.2019 17:38:26|Dmitry Manzor|у меня тоже не отображает. завтра скорее всего. у меня такое уже было.
12|24.12.2019 17:44:57|Alexey Vishnyakov|Да  с год назад у бкс такая проблема со всеми новыми размещения и была. Облигации появлялись долго.
13|24.12.2019 17:45:09|К& Б:))🍷|Рояль вечером налили. Спасибо, Септем Успешного размещения  а КЭС всё ещё нет 
14|24.12.2019 17:46:26|Dmitry Manzor|Фокус с офертой не вдохновил инвесторов. Котировки 79
15|24.12.2019 17:46:34|Konstantin Kor|Если речь об этом ИСпетр1P1, то есть в квике БКС КЭС
18|24.12.2019 17:53:31|Deni Le|Дорогие Наши Партнеры Лизинговая компания Роделен поздравляет с наступающим Новым 2020 Годом Желаем процветания, уверенности и покорения новых вершин Вам и Вашему бизнесу Вместе с тем, мы думаем, что правильный путь развития, это не только достижение поставленных целей и показателей Есть еще нечто очень важное и ценное В этом году Компания Роделен приняла решение весь новогодний бюджет компании направить на лечение детей, больных онкологическими заболеваниями. Мы видим нашу социальную ответственность в том, чтобы сделать для когото мир лучше и добрее. Пусть в Новом Году случается больше хороших вещей Самые важные вещи  это не вещи,  сказал какойто мудрый человек. И ведь это правда. Важнее всего в этом мире  глубина и красота души, истинная человечность, доброта. Чтото, что объединяет нас всех и связывает. Сострадание, милосердие, помощь ближнему  без этого весь наш мир может превратиться в огромное поле битвы. Мы с Вами помогли пациентам Фонда Когда Ты Нужен https//ktnfond.ru/  Рыженькин Илья, 2 года Острый лимфобластный лейкоз. Лекарственные препараты для сопутствующей терапии Терещенков Никита, 16 лет Острый Миелобластный Лейкоз M4. Лекарственные препараты для сопутствующей терапии, оплату обследований Тян Вадим,10 лет Острый лимфобластный лейкоз Лекарственные препараты для сопутствующей терапии, средства по уходу Смыченков Егор, 8 лет Острый лимфобластный лейкоз. Ранний костномозговой рецидив. Трансплантация костного мозга. Лекарственные препараты для сопутствующей терапии, оплату обследований Челпанов Владимир, 10 лет. Острый лимфобластный лейкоз, нейролейкоз, рецидив 1. Лекарственные препараты для сопутствующей терапии, оплату обследований Соловьев Кирилл, 18 лет Опухоль головного мозга Частичная оплата химиотерапии
19|24.12.2019 18:06:36|Сергей|Совком скупает все. Еще одним балтийскийским лизингом стало больше.
20|24.12.2019 18:06:36|Сергей| Совкомбанк приобрел 50 акций лизинговой компании СоллерсФинанс у ее второго акционера  ПАО Соллерс. Таким образом банк консолидировал в своих руках 100 акций компании. Планируется, что в ближайшее время СоллерсФинанс перейдет под бренд Совкомбанка и будет переименована. Скорее всего, компания будет называться Совком Лизинг. leasinger_kompromat
21|24.12.2019 18:20:46|Евгений|А когда планируете налить
23|24.12.2019 18:23:05|Sergey|Константин с успешным размещением Вас
24|24.12.2019 18:23:57|Константин Цехмистренко|Спасибо
25|24.12.2019 19:11:24|Aleksei Zzzz|Расим, Вам спасибо за открытость и готовность к общению. Это сыграло не последнюю роль в успешном размещении. По крайней мере, для меня это было существенным аргументом за.
26|24.12.2019 19:27:31|Константин Цехмистренко|Коллеги, добрый день 24 декабря 2019 года состоялось размещение дебютного выпуска биржевых облигаций ООО Завод КриалЭнергоСтрой. Ставка 1го купона установлена в размере 15 годовых, к ней приравнена ставка 2го, 3го и 4го купонов. Купоны квартальные. Срок обращения 3 года. Общий объем выпуска  150 млн. руб. Организаторы  УНИВЕР Капитал и Банк МСП. Андеррайтер  УНИВЕР Капитал. Выпуск был зарегистрирован Московской Биржей в декабре текущего года ISIN RU000A1018L9, идентификационный номер 4B020100474R001P от 17.12.2019. ООО Завод КЭС  компания, занимающаяся производством и продажей автономных энергетических комплексов. Производство и головной офис находятся в Казани, имеется представительство в Москву. Выручка компании по итогам 2018 года составила 1,32 млрд. руб, Операционная прибыль  46,6 млн руб., рентабельность по операционной прибыли  3,5, чистая прибыль 11,1 млн руб. Отчетность ООО Завод КЭС доступна по ссылке http//www.edisclosure.ru/portal/company.aspxid37982
27|24.12.2019 19:31:48|Alexander D|Прям как Вадик Беляев в Открытии в своё время увеличивал капитализацию
28|24.12.2019 19:38:25|Alex|Кому интересно, МСП взял 50 млн КЭС т.е. 1/3 выпуска.
30|24.12.2019 19:43:36|Alexey Vishnyakov|Да в квике то есть, но у меня доступа к квику нет. А в приложении, бывает, бумаги появляются позже
31|24.12.2019 20:02:04|Olly Milly|http//www.fixygen.ua/news/20191224/brokerfridom.html Любопытно. Фридом Финанс  стал акционером СПб биржи. Листинг NASDAQ, рейтинг, филиал на Украине.... широко шагают
32|24.12.2019 20:04:28|Kirill Kopelovich|Листинг NASDAQ
33|24.12.2019 20:09:22|Alex|Доброе утро. Вопрос, будет ли размещение КХП публичным
34|24.12.2019 20:17:25|Шура SiberianRanger|Первичка 24 декабря
35|24.12.2019 20:46:19|Alexander|мне сегодня ответили что и кхп и энко принимают заявки. ограничений нет.
37|24.12.2019 22:44:42|Alexander Evdokimov|Держу немного второго Пионера и конечно по нему доходность должна быть больше. Он же не как депозит, в отличие от их первого выпуска. В нем нет ежемесячных оферт. Да и посмотрите выпуски других лизингов. У кого какая ставка, на какой срок. Пионер на ряду со всему.
38|24.12.2019 23:27:35|Дмитрий Адамидов|Обновленный справочник I. Ресурсы в телеграме 1 часто задаваемые вопросы или FAQ 2 канал опросы 3 чат по КО 4 чат по внебиржевым инструментам 5 Флудилка он же Друзь 6 проект  Циркулярка   про экологию и рациональное обращение с отходами II. Сайт  http//angrybonds.com/  7 таблица эмитентов  в принципе там то же самое что и в волшебной таблице Дениса, но чуть больше архивных материалов и ссылок на раскрытие по эмитентам 8 таблица организаторов ВДО 9 наша собственная аналитика будет расширяться и дополняться 10 библиотека полезные материалы многоразового использования 11 разное  игры, гонки на портфелях и т.д.
40|24.12.2019 23:30:42|A G msk|В 11 нет ссылки
41|24.12.2019 23:30:56|Дмитрий Адамидов|пока не создал страницу
44|24.12.2019 23:36:34|Viktor Bochkov|Обновить бы информацию на сайте.
45|24.12.2019 23:37:50|Дмитрий Адамидов|вот этим и займусь
