|time|user|text
1|05.12.2019 10:17:35|Viacheslav Petriaev|О пошло про ВДО Елена сказала про облигации ВДО сразу про 100 дефолтов с 2017 года,, хотя вообще это не мы Из позитивного официально признано что ОСВО сегодня защищает не инвестора, а эмитента. И про то, что институт ПВО не работает. ЦБ и тем и другим не доволен. Мысленно апплодирую Жаль не упомянула, что именно ЦБ и то и другое и придумал в свое время. Но конечно требовать такого было бы странно. Хорошо то, что ситуация беспокоит регулятора и Елена сказала что ЦБ ждёт мнения экспертов и профучастников по данному вопросу. А вдруг правда Официально тут
2|05.12.2019 10:18:08|Harry Lime|В первом полугодии 2020 биржа переведет все корп облигации в Т1
5|05.12.2019 10:19:21|Санек|тащат котиры с 93 повыше
6|05.12.2019 10:20:54|Olly Milly|Не понимаю, в чем смысл Т0 нравилось. Удобно было.
7|05.12.2019 10:21:17|Harry Lime|Но мо литье под размещение
10|05.12.2019 10:22:21|Olly Milly|Дык накануне размещения литьё будет.
11|05.12.2019 10:22:32|Helena Yakh|Евгений, а откуда скрин,какое приложение
12|05.12.2019 10:23:04|godspeed|это квик андроид
13|05.12.2019 10:23:39|Harry Lime|Я две недели наблюдал за стаканами , спокойно не торопясь можно было выйти за неделю до по вкусным ценам . С понедельника все бумаги минус 0,51,5.
14|05.12.2019 10:23:59|Женя|Да, он
15|05.12.2019 10:24:30|Vl Lav|да есть такое...я так сокращал свои позиции, но не думал что так будет..надо было больше сокращать
16|05.12.2019 10:26:51|Mikhail Saratov|Ух, дени со старта 20 млн оборота
18|05.12.2019 10:27:05|Шура SiberianRanger|ТрейдМБП01 переименовали в ЛampД БП1, ждём ТУЗЕМУН как в Таксовичкофф после переименования 
19|05.12.2019 10:27:07|Aleksandr|Кто те безрассудные смельчаки со стальными яйцами, которые откупились сегодня Дениску на 20 млн
20|05.12.2019 10:28:19|Максим Кочнев|Леди amp Джентльмены чет ассоциации
21|05.12.2019 10:28:38|Aleksandr|Почему нам не скажут
22|05.12.2019 10:29:14|Дмитрий Адамидов|Смельчаки это кто по 47 берёт. А это нормальный риск в попаданце.
23|05.12.2019 10:29:17|Максим Кочнев|Это мм, которого нет
24|05.12.2019 10:30:45|Дмитрий Адамидов|Отвык народ просто от заливов
26|05.12.2019 10:31:06|Dmitry Manzor|вы усреднились уже
27|05.12.2019 10:31:06|Шура SiberianRanger|когото уболтали купить 12к бумаг
28|05.12.2019 10:31:24|Григорий Мошорин|Это для людей со стальными нервами 
29|05.12.2019 10:31:30|Harry Lime|Popa dance
30|05.12.2019 10:32:04|Дмитрий Адамидов|Я по 97 набрал. Если успею продать что нибудь ненужное еще куплю
31|05.12.2019 10:32:42|Алексей Мелехов|1
32|05.12.2019 10:32:53|Дмитрий Адамидов|Да могут
33|05.12.2019 10:33:06|Aleksandr|Я выделил на Дениску 100 тыс., заранее их оплакал, теперь гоняю каждый день.
34|05.12.2019 10:33:37|Григорий Мошорин|Я в 10 раз меньше
35|05.12.2019 10:33:39|Дмитрий Адамидов|Деньги тут можно заработать на чужом горе. Или поймать собственное
36|05.12.2019 10:34:40|Иван Хз|третий грузовик полился
37|05.12.2019 10:35:14|Artem|Это сейчас удалились мои сообщения почему
38|05.12.2019 10:37:36|Дмитрий Адамидов|По кочану
39|05.12.2019 10:38:14|Шура SiberianRanger|СПРАВЕДЛИВО
40|05.12.2019 10:38:44|Дмитрий Адамидов|Есть Друзь для оффтопа
42|05.12.2019 10:49:56|Artem|Бесплатные симки уже неделю обсуждают, показатель ли это работающего бизнеса или нет. Тут как бы тоже открытие нового магазина, спам по подьездам, вести с полей так сказать, ну вам видней
43|05.12.2019 11:04:05|Vl Lav|
44|05.12.2019 11:13:41|Дмитрий Виноградов|дэни мне помог уменьшить ндфл к оплате. положительные стороны падения
45|05.12.2019 11:14:19|Kir Kir|Коллеги, а почему валится весь сектор ВДО Какая причина
46|05.12.2019 11:16:53|Елена Филякина|С чего вы взяли, что он валится Из 20 эмитентов в моем портфеле ниже 100 ушли лишь 3.
47|05.12.2019 11:18:48|Kir Kir|15 из вашего портфеля ниже 100 это не мало. Но речь не про тех, кто опустился ниже 100, а вообще тенденции
48|05.12.2019 11:18:56|Alex Petroff|Так...в какой инструмент тазы ставить
49|05.12.2019 11:19:05|GB|Красиво летит...
50|05.12.2019 11:19:10|Vl Lav|все тратят свои бабки на новогодние праздники  и на еду
51|05.12.2019 11:19:33|Kir Kir|Я тоже к этому склоняюсь, но может есть еще какието причины
52|05.12.2019 11:20:40|Vl Lav|снижение у всех..но самые самые ниже 100
54|05.12.2019 11:21:36|Елена Филякина|Мой портфель гораздо больше, чем 22 вида ВДО. Если вы сложно смириться с посадкой до 99.68  можно вернуться к депозитам.
55|05.12.2019 11:21:37|Kir Kir|Почему против то. Скорее всего за народ, нам нужно только тазы подставлять
56|05.12.2019 11:22:18|Anna|Про Дэни могу добавить следующее еще в году 20092010 была необходимость заказывать рассылки смс у Дэни, работу свою они выполняли качественно, эффективность была высокая, и я их рекомендовала многим, нареканий не было среди знакомых. Сейчас коллективом используем их бесплатные SIMкарты с Интернетом в качестве резервных и для внутренней бесплатной связи. Последнее время получаем много рекламных смс на свои номера, но это лишь показатель работы Дэни, что заказы у них есть да еще и от вполне приличных компаний.
57|05.12.2019 11:23:07|Andrey Mayorov|Со страницы http//mb.nkso.ru/id1141490 Видно, что Лошаков исключён из челнов СРО оценщиков по жалобе, на оценку О 12/18 от 15.03.2018 года Внимательный читатель обратит внимание, что именно по этой оценке вынесено судебное решение, а исковое заявление было подано 30.07.2018г. Пока имхо история имеет корни аж с 2018 года и продолжает раскручиваться Дэни колл перешёл дорогу ЦБ или комуто у кого ЦБ в друзьях, и это вопрос не 6000 рублей штрафа Лошакову
58|05.12.2019 11:23:12|Елена Филякина|Например я интересные для меня акции покупаю на долгосрок, а облигации продаю. У многих в декабре плановый ребаланс портфеля.
59|05.12.2019 11:23:18|Denis Kozlov Septem|Плохо работаете, товарищ. Спящий аккаунт ради одного сообщения
60|05.12.2019 11:24:03|Alex Petroff|Главное чтобы подобные посты от разных людей не имели значительных совпадений в тексте. Мало ли что могут подумать инвесторы про совпадения.
61|05.12.2019 11:24:06|Harry Lime|Пошли зазы , все ДДее и ДДее
63|05.12.2019 11:25:46|Kir Kir|Вопрос был не о вашем портфеле, а про тенденцию.
64|05.12.2019 11:26:14|Harry Lime|Огромное число первичных размещений
65|05.12.2019 11:26:51|Шура SiberianRanger|THEY AWAKEN
66|05.12.2019 11:26:57|Елена Филякина|Я и говорю про тенденцию, народ продаёт облигации, подбирает упавшие акции. Куча размещений, старое продаём новое берем.
67|05.12.2019 11:27:06|Vl Lav|да все акции на хаях...там и покупать особо нет на долгосрок...учитывая что могут упасть
68|05.12.2019 11:27:16|Harry Lime|Единственная причина , и самое интересное , что как только все закончится числу к 20му декабря физики будут бегать и сметать все по любым ценам.
69|05.12.2019 11:28:01|r.alex|Вы про конец размещений Сметать акции или облигации
70|05.12.2019 11:28:04|Vl Lav|думаете
71|05.12.2019 11:28:12|Kir Kir|Коллеги, спасибо за ответы Значит фундаментальных причин волноваться пока не видно
72|05.12.2019 11:28:16|Harry Lime|Чат про бонды
73|05.12.2019 11:28:23|А что ты сделал для котэ!?|Не будет такого интервью
74|05.12.2019 11:28:43|Vl Lav|тут пока хватит до весны всем набирать
75|05.12.2019 11:28:52|r.alex|Чат про бонды но обсуждают все подряд
76|05.12.2019 11:29:04|Harry Lime|Убежден
77|05.12.2019 11:29:22|Vl Lav|ну посмотрим..осталось чутка подождать
79|05.12.2019 11:30:03|Aleksandr|Чтото и СЭЗ вниз нацелился.
80|05.12.2019 11:30:21|Harry Lime|Так Труд на подходе
83|05.12.2019 11:33:26|А что ты сделал для котэ!?|Сегодня ломбард 3 с погашением в январе продал ... с дохой 7.7 Текущие биды на покупку с дохой 11.3 Чо в мире деется
84|05.12.2019 11:33:51|Anastasiia G|Илья, а вообще у ФФ часто размещения облиг
85|05.12.2019 11:34:46|Kir Kir|А кто нибудь ПКБ держит
86|05.12.2019 11:34:57|Andrey Mayorov|Аттракцион неслыханной щедрости/жадности
88|05.12.2019 11:35:21|Vl Lav|мне кажется проще сказать что вниз не летит чем писать что летит
89|05.12.2019 11:35:34|Михаил|Ктонибудь держит
90|05.12.2019 11:35:51|Harry Lime|Это то , что они считают своими
91|05.12.2019 11:36:13|Aleksandr|Скорее, ползёт
92|05.12.2019 11:36:32|Anastasiia G|Спасибки
93|05.12.2019 11:36:38|Vl Lav|точно..сползает 
94|05.12.2019 11:37:50|Aleksandr|Талан, про которого много здесь говорили некоторое время назад, сейчас просто образец стабильности
95|05.12.2019 11:38:42|Deleted Account|Я брал на 5. Пока в плюсе
96|05.12.2019 11:38:44|Шура SiberianRanger|Ну так ты и не в биды продал, а с оффера  Оффер там с дохой 5,68 сейчас D
97|05.12.2019 11:40:03|Kir Kir|Тоже думаю прикупить. У баринга много проектов, врядли они допустят дефолт
98|05.12.2019 11:40:08|#Любопытный|Мне продали утром по 93,через минут 15 откупили по 94,2. Изи мани. Хотя могли и не окупить .
99|05.12.2019 11:41:48|Елена Филякина|Держу на небольшую часть. Рост по телу около 2 от моей цены покупки, частичное погашение вовремя от 100.
100|05.12.2019 11:42:07|Deleted Account|Но суд в Лондоне проиграли 
101|05.12.2019 11:42:23|Mikhail Saratov|там вроде налоги неудобные
103|05.12.2019 11:43:03|А что ты сделал для котэ!?|Я пару лет назад так же магнит покупал Купил по 7900, продал по 8100, откупил по 7700 Легкие деньги 
104|05.12.2019 11:43:22|Anatol M|вчера тоже самое было
