|time|user|text
1|20.04.2019 22:17:46|Александр Нечаев|Будет забавно признавать, что любимый всеми тинек взорвет рынок вдо
2|20.04.2019 22:17:50|r.alex|А до каких уровней
3|20.04.2019 22:18:14|Максим Кочнев|но он реально пока рулит
4|20.04.2019 22:18:17|Harry Lime|Я думаю после погашения БО 1 и особенно БО2 в Ломбарде будет ракета.
5|20.04.2019 22:18:38|Максим Кочнев|в феврале в затишье ломбард стоил 102102,5
6|20.04.2019 22:19:10|r.alex|Я привык к акциям, там ракета это 3050 а в ВДО ракета это сколько
7|20.04.2019 22:19:19|Максим Кочнев|ракете может помешать факт еще новых выпусков. Больший объем понижает максимум
8|20.04.2019 22:19:46|Harry Lime|104105 для Ломбарда
10|20.04.2019 22:20:19|Максим Кочнев|ну я бы осторожно на 103 надеялся с тиньком
12|20.04.2019 22:20:30|Александр Нечаев|И биржа
13|20.04.2019 22:20:32|Harry Lime|А будут ли новые до осени Не факт
14|20.04.2019 22:20:53|Александр Нечаев|Тенек и закрытый кран  105
15|20.04.2019 22:21:35|r.alex|Вы планируете на этих уровнях продавать
16|20.04.2019 22:22:00|Максим Кочнев|будут. Ломбард ростет как на дрожжах судя по презенташки. Откуда им еще денег взять под такой процент
17|20.04.2019 22:22:01|Harry Lime|Давайте так вопрос поставлю , будут ли новые ВДО с купоном 15 кроме Ломбарда/МФК  Не факт.
18|20.04.2019 22:22:10|r.alex|А кто покупает по такой цене
19|20.04.2019 22:22:31|Максим Кочнев|Тинек
21|20.04.2019 22:23:00|r.alex|В смысле сам банк или что
22|20.04.2019 22:24:09|Alexey Vishnyakov|В первом эшелон такого не бывает. Один раз видел 6 в день в Газпроме и 8 в сбере, когда он с 166 на 200 стартовал в сентябре
23|20.04.2019 22:24:30|Максим Кочнев|нет. У него очень корявое приложение. Он просто отображает список облигаций и цену за них ну и доходность Вот смотришь ты список и видишь Домодедово с дохой 9 и Трейдберри с дохой 13. Ну согласитель Трейдберри лучше, так могут подумать многие. А то что цена при этом 104,5 тинек вам не показывает
24|20.04.2019 22:24:44|r.alex|Но тут и Ломастер тоже не первый эшелон
25|20.04.2019 22:25:02|Александр Нечаев|Мало надежды если честно. Орешки с точки зрения обывателя прикольная компания  чипсы делают, можно взять. А фин модель там вряд ли анализируют
26|20.04.2019 22:25:52|Максим Кочнев|по орешкам уже неделю медведи правят бал. Быки выходлись. Еще сколькото времени и если не будет нового наплыва быков  орешки пойдут 104
27|20.04.2019 22:26:00|r.alex|Я инвестор, я не хочу ничего анализировать, я хочу орешки и доходность
28|20.04.2019 22:26:10|Alexey Vishnyakov|Но и облиги  не акции. В них 105 неприлично много.
29|20.04.2019 22:26:29|r.alex|Вот я и интересовался
30|20.04.2019 22:27:04|Максим Кочнев|в ОФЗ была у меня ракета в сентябре. Купил по 88 через 3 недели продал по 9393,5 С купоном 6 за 3 недели
31|20.04.2019 22:27:22|Александр Нечаев|Расскажите это рус28.
33|20.04.2019 22:28:32|r.alex|Я год назад начал инвестировать и покупал ОФЗ по 102 ракета вниз это как назвать Подводная лодка
34|20.04.2019 22:29:01|Alexey Vishnyakov|С купоном 12,75 могло быть и больше. В банках сейчас в 3 вклад искать надо...
35|20.04.2019 22:29:30|r.alex|12.75 в долларах что ли
36|20.04.2019 22:29:40|Alexey Vishnyakov|Да
37|20.04.2019 22:29:41|Максим Кочнев|да
38|20.04.2019 22:29:46|r.alex|Хренасе
39|20.04.2019 22:29:49|Максим Кочнев|
40|20.04.2019 22:30:02|r.alex|Это что такое
41|20.04.2019 22:30:06|Максим Кочнев|дак их размещали в июле 1998. Сами понимаете почему ставка такая
44|20.04.2019 22:30:57|Alexey Vishnyakov|Так у них купон 14 и оборот 5 бумаг в неделю. Их и не купишь то
45|20.04.2019 22:31:08|r.alex|Офигеть вообще. Они на санкциях снизились что ли
46|20.04.2019 22:31:09|Александр Нечаев|Так почему 105 вас удивляет. Купон не в разы отличается с учетом свопа. Надежность эмитентов разная, так 105 и не 160.
47|20.04.2019 22:31:55|Максим Кочнев|ну они не особо снизились. 160 цена это 4,54,8 доха к погашению
48|20.04.2019 22:32:08|Alexey Vishnyakov|Для орехов 105  дико много. Если бы Сбер решил выпустить облиги с купоном 17, то было бы 120.
50|20.04.2019 22:32:38|r.alex|А как ОФЗ покупать по номиналу
51|20.04.2019 22:32:47|Harry Lime|Давайте так , из реальных новых эмитентов 15 есть только в МигКредите и все пожалуй
52|20.04.2019 22:33:16|Александр Нечаев|Больше я думаю, но 105 и не 120
53|20.04.2019 22:33:33|Harry Lime|По остальным все лимиты под завязку
54|20.04.2019 22:33:35|Максим Кочнев|В ОФЗ все по другому. Там на размещении аукцион. А цены на разные выпуски от 90 до 100 ходят
55|20.04.2019 22:34:05|r.alex|А как в этом аукционе участвовать
56|20.04.2019 22:34:22|Harry Lime|Там миллиарды , не сериал
57|20.04.2019 22:34:34|Максим Кочнев|если у вас есть пара сотен миллионов вам на это личный менеджер ответит
59|20.04.2019 22:36:32|r.alex|Ааа то есть их по номиналу просто не купишь
60|20.04.2019 22:36:54|Harry Lime|Ну реально , если нужны ликвидные бумаги на сотни миллионов , кроме ОФЗ и пары десятков корпоратов и нет альтернатив
61|20.04.2019 22:37:30|Максим Кочнев|Там нет такого ориентира как номинал. Есть доходность. Ориентация идет по дохе и дюрации. А номинал или нет вобще не важно
62|20.04.2019 22:37:39|Harry Lime|Зачастую номинал для ОФЗ  это неприлично дорого, как Ломастер по 110
63|20.04.2019 22:38:29|Максим Кочнев|есть ОФЗ за 94, есть за 100 какой лучше А вот смотря как посмотреть. Просто так цена вобще ничего не говорит
64|20.04.2019 22:39:34|r.alex|Я в принципе понимаю, но если вот я брал 11 и 12 выпуски, то номиналто у них 1000
66|20.04.2019 22:40:23|Harry Lime|Точно так , когда есть куда переложить особенно
67|20.04.2019 22:40:38|Максим Кочнев|вобще не факт. Что лучше взять по 99 с купоном 5 или по 101 с купоном 10
68|20.04.2019 22:41:20|Harry Lime|Там налога нет на купон
69|20.04.2019 22:41:42|Максим Кочнев|В ОФЗ ставки купонов сильно разнятся. Плюс там есть индексируемые и плавающие
70|20.04.2019 22:41:55|r.alex|С купоном 10, наверное но они там разные же по условиям. Ставка цб и тд
71|20.04.2019 22:42:28|Максим Кочнев|ну я вами говорю если речь про ОФЗ и до погашения главное ведь не цена а доходность к погашению
74|20.04.2019 22:42:57|r.alex|Ну, да
75|20.04.2019 22:43:15|Harry Lime|Если бы было так , без пробем , подорожало  продал ,сейчас по итогу получишь котлету из Дельфинлизинга с МФК
76|20.04.2019 22:43:52|Максим Кочнев|Биржа делает все чтобы 100 или 200 не было
78|20.04.2019 22:44:38|r.alex|Мило с ее стороны
79|20.04.2019 22:45:21|Максим Кочнев|было бы 100, это сколько времени мы бы тратили. ПОдать заявку. Куптть на размещении. ПОтом переливаться туда сюда А тут купил ломмастер и доволен
80|20.04.2019 22:45:26|Harry Lime|Возможно час славы ВДО уже проходит сейчас.
82|20.04.2019 22:46:36|r.alex|Я их только открыл для себя, а Вы такое мне говорите
83|20.04.2019 22:48:15|Harry Lime|А что делать , я не вижу десятков новых эмитентов с купонами 15. Я вижу ограничение доступа к бирже и будущие сложности с рефинансом. Многих это убьет.
84|20.04.2019 22:48:28|Максим Кочнев|Тру ВДО, это блин стартап, которому надо денег. Вы ему помогаете. большой купон, большие риски. И вы в этом варитесь А Новое ВДО. Это рейтинги, доходы, МСФО, поручитили. Это уже нифига не большой доход, да и меньше рисков, но какого хрена кто их просил инвесторы ВДО
86|20.04.2019 22:51:14|r.alex|Большие доходности есть в инвестициях через прямые займы...
87|20.04.2019 22:51:44|Harry Lime|Почему я планирую в итоге уйти в Америку. Там эффективный рынок  выстрелила идея , продал подорожавшую бумагу  пошел в другую идею. Трейд  купон даст процентов 1012 годовых.
88|20.04.2019 22:51:50|Максим Кочнев|да, но там нет такой ликвидности
89|20.04.2019 22:52:02|Alexey Vishnyakov|По отзывам участников там свое не потерять  удача
90|20.04.2019 22:52:28|Дмитрий Виноградов|а брокер берет комиссию если участвовать в размещении лом.мастера
91|20.04.2019 22:52:33|Максим Кочнев|ну я уже тоже накопил достаточно для Янков. Надо будет создатим чат chat_hyf
92|20.04.2019 22:52:50|Harry Lime|Безусловно
93|20.04.2019 22:53:02|Максим Кочнев|p2p это не прямой займ по идее. Прямой это когда сам
94|20.04.2019 22:53:11|Harry Lime|Все будет
95|20.04.2019 22:53:18|Максим Кочнев|в смысле что потоки всякие и пенензы
96|20.04.2019 22:54:14|r.alex|Это да меня вот черт угораздил
97|20.04.2019 22:54:57|Максим Кочнев|Альфапоток по итогу дал мне из 89 займов доху около 14. Так что мне повезло
102|20.04.2019 22:59:47|r.alex|Не, я напрямую инвестировал. Поток именно тем, что выбрать нельзя, отпугнул
103|20.04.2019 23:00:11|Максим Кочнев|даже на моем примере из 89 уже 1 дефолт 90 дней  и 3 дефолта 28 дней  На общую сумму 2 от портфеля
108|20.04.2019 23:01:35|r.alex|Я вообще все, что с приставкой Альфа както стараюсь избегать
109|20.04.2019 23:03:02|Helena Yakh|Забавная табличка в соседнем чате попалась, практически ВДО. И в евро доходность ничего, но не тянет..
