|time|user|text
1|28.01.2020 16:01:52|GlavRedBoom|Если гдето неточность или двоякая формулировка  можем исправить. Мы не желтая пресса. За скандалами не идём  лбами никого сталкивать не хотим
2|28.01.2020 16:03:32|Pavel Bilenko|Ок, напишу что поправить
3|28.01.2020 16:03:41|GlavRedBoom|Денис, вообще можете все что о нас думаете у нас же на сайте рассказать Как раз хотели и с вами на интервью договориться
5|28.01.2020 16:09:20|Mikhail Saratov|господа
8|28.01.2020 16:17:09|Harry Lime|Нет конечно
9|28.01.2020 16:30:39|Aleksei Tuv|Я думаю сегодня ещё раздадут
10|28.01.2020 17:04:25|Александр|сейчас по 100 ФФ
11|28.01.2020 17:05:17|Сергей|щедро
12|28.01.2020 17:06:28|Aleksei Tuv|Быстро разберут
14|28.01.2020 17:06:38|Александр|уже
15|28.01.2020 17:18:54|Vl Lav|баксами платить надо 
16|28.01.2020 17:19:08|Aleksei Tuv|Да
17|28.01.2020 17:23:01|Aleksei Zzzz|Чтото нет в ФФ апсайда и размещение не за один день. Я рассчитывал на большее.
18|28.01.2020 17:27:34|Oleg Egorov|40 млн долларов за один день непросто раздать...
19|28.01.2020 18:18:58|Adviser|Оптимизация НДФЛ. Может пригодится кому
20|28.01.2020 18:37:38|Женя|Спасибо
21|28.01.2020 19:29:02|Ilya|Ждём
22|28.01.2020 19:32:39|Duha Che|Спс
23|28.01.2020 19:39:25|Александр|Уже есть инфа сколько Фридом сегодня разместил Русбондс пока не знает
24|28.01.2020 19:50:48|Helena Yakh|Тоже интересно
27|28.01.2020 20:10:38|Астория|У НЗРМ оферта через месяц Год прошел 15 платили
28|28.01.2020 20:11:20|А что ты сделал для котэ!?|В вэбе ликвидности шиш с маслом
29|28.01.2020 20:13:54|Harry Lime|Это крик души
30|28.01.2020 20:14:15|Астория|Наверное да
31|28.01.2020 20:14:27|Harry Lime|Мне тоже нравится эмитент
32|28.01.2020 20:14:48|Астория|Сколько предложат
33|28.01.2020 20:15:18|Harry Lime|Я бы сказал 1313,5
35|28.01.2020 20:16:01|Астория|Грустно
36|28.01.2020 20:17:10|Harry Lime|Я толкнул одну за 103,98
38|28.01.2020 20:18:04|Михаил|Четверть выпуска нормальный темп
39|28.01.2020 20:29:22|Aleksei Zzzz|Вы наш чемпион При таком стакане умудриться за 103.98. Это на первых минутах
40|28.01.2020 20:30:49|Harry Lime|День размещения без 104 не день , Грузовик 1 , ОР1 , Фридом
42|28.01.2020 20:37:05|Aleksandr|https//boomin.ru/articles/pavelbilenkomyidemktomuchtorynokuporyadochitsyaisyudapridutinstitutsionalnyeinvestory/
44|28.01.2020 20:38:56|Dmitry Manzor|Самораспускаемся
45|28.01.2020 20:40:49|Aleksandr|Я думаю, что это случится органическим путем, например, из тех же чатов в Telegram. Там уже наметилось несколько лидеров мнений, которые берут в управление деньги или помогают формировать портфели. Думаю, все это перерастет в то, что они тоже институализируются и будет какойнибудь HARRYS BAR FOND. П.Биленко
46|28.01.2020 20:41:33|Paul Baikov|Надо все запретить Однозначно. сарказм
47|28.01.2020 20:41:44|Alexey Vishnyakov|Кстати сейчас глянул  таки втб предлагает в приложении купить фф с первички. Минималка от 25 тысяч долларов
48|28.01.2020 20:43:07|Инсайдер|Денис, насколько выросли издержки эмитента при размещении И если сравнить с издержками зарубежных площадок
49|28.01.2020 20:44:18|Alexey|HBHY capital 
50|28.01.2020 20:44:57|Alexi|Институционализируемся
51|28.01.2020 20:46:31|Andrew Jazz|а как ни называйте, всеравно премию за риск ктото хочет присвоить 
52|28.01.2020 20:48:03|Aleksandr|Все организаторы делают выпуски под свою клиентскую базу. Тот же Септем, я считаю, слишком перебарщивает. Они очень долго и подробно, въедливо анализируют эмитента, в итоге у них почти никто не доходит до выпуска. А те, кто доходит, это Ломбард, где все понятно и прозрачно. И плюс у них тоже своя специфическая база. Септем любит взять эмитента и не отпускать. Они же из Промсвязи вышли. А это стиль, когда берешь эмитента и каждый квартал или каждые полгода делаешь ему новые выпуски.  П.Биленко .
55|28.01.2020 20:48:55|Andrew Jazz| Ну за это Септем и любим, в т.ч. и рублём 
57|28.01.2020 20:51:14|Александр|Логика на грани фантастики Частные лица плохо, анализировать эмитента тоже плохо...
58|28.01.2020 20:51:15|Dmitry Manzor|Интервью получилось красочным про отбор эмитентов Бондибоксом тоже кидайте, там интересно
