|time|user|text
1|16.05.2019 11:09:15|Kirill|Хм, надо мне внимательнее было читать этот канцелярит, упустил существенные детали 
2|16.05.2019 11:12:04|Harry Lime|Если точно хотите брать  пишите любую проходную ставку 5710. Получите свои бумаги.
3|16.05.2019 11:15:25|Шура SiberianRanger|Это было самое тупое решение апреля D
4|16.05.2019 11:16:49|Kirill|Я как раз таки не хочу, но вдруг они там от 16 предложат, тогда бы задумался.
5|16.05.2019 11:19:26|Harry Lime|Может и предложат , узнаем сегодня вечером
6|16.05.2019 11:20:44|Alexey Vishnyakov|Почему Цена не изменилась, купон получили. В этом же и есть смысл парковки. Хотя, если лот большой... Ставьте 100,1  сгрызут со временем
7|16.05.2019 11:21:38|Kirill|Вотвот. А ктото брал на первичке ОАЭ1/2 кирпичами по 4M , а в стакане оно вокруг 100.2 до сих пор болтается. Вчера вот можно было по 100.01 отхватить. Не все размещения одинаково полезны.
8|16.05.2019 11:22:37|Шура SiberianRanger|Я надеялся, что оно подрастёт немношк  Чисто ради купона можно было паркануть в ПионерЛиз2, на копеечку побольше. В деньгах разницы почти нет, но АБЫДНО 
9|16.05.2019 11:33:26|Kirill|Кстати, идея для еще одного опроса. Имеет смысл для тех, у кого счет только с облигами. Разница между ликвидной и балансовой стоимостью портфеля, в  от него же. У меня в начале мая был рекорд в 1.2. А вот начинался год с 0.1, я тогда был зелен и напокупал всякого невовремя 
11|16.05.2019 11:45:10|Alex Sha|TS_ID Finance_16May2019.pdf
13|16.05.2019 11:58:25|Why Aye Man|Недурно
14|16.05.2019 11:58:36|Максим Кочнев|Я так понимаю в заявке можно указать 15
15|16.05.2019 11:58:58|Евгений Коломна|Радужно по купону
16|16.05.2019 11:59:52|Максим Кочнев|Давайте определимся. Это нормальная книга или платная
17|16.05.2019 12:01:33|Евгений Коломна|С Ренессансом может быть связаться
18|16.05.2019 12:01:49|Максим Кочнев|Если может кто, было бы отлично
21|16.05.2019 12:08:43|Alexey Z|Как говорится это книга или книга 
22|16.05.2019 12:11:02|Шура SiberianRanger|
23|16.05.2019 12:11:16|Helen Malakhova|Коллеги, подскажите, при покупке КО держать его необходимо до даты погашения, или можно продать как облигацию
24|16.05.2019 12:11:37|Шура SiberianRanger|Можно продать, если найдёте желающего купить.
25|16.05.2019 12:12:00|Helen Malakhova|Через стакан
26|16.05.2019 12:12:22|Александр|Смущает тип размещения  букбилдинг, соотв. скорей всего это книга брокера
27|16.05.2019 12:14:10|Шура SiberianRanger|Там нет стакана, это внебиржа.
28|16.05.2019 12:14:31|Alex Petroff|КО это ВСЕГДА бумажная сделка, т.к. это ВНЕБИРЖА. Хотя для клиентов Септема могут быть иные правила, если продавать/покупать внутри системы Янго.
29|16.05.2019 12:16:12|Helen Malakhova|Алекс и Шура спасибо за ответы. Тогда вопрос, где размещать КО на продажу
30|16.05.2019 12:17:18|Dmitry Manzor|Септем у своих клиентов я думаю выкупит, а остальные держать до погашения..Можно на улицу встать Продам КО недорого
31|16.05.2019 12:18:26|Helen Malakhova|Аххаха, успех возможен, но не гарантирован
