|time|user|text
1|20.06.2019 05:18:50|Deleted Account|В чате инвесторов в акции негативное отношение к мусорным облигациям. В чате инвесторов в мусорные облигации негативное отношение к площадкам... Каждый кулик хвалит своё болото
2|20.06.2019 06:56:46|Aleksandr|Слушайте, вчера был в дороге , а сейчас вот перечитываю чат . Вы точно решили , что нужно всякую бурду обсуждать вместо облигаций 
3|20.06.2019 06:57:46|Шура SiberianRanger|На то была воля Создателя D
6|20.06.2019 08:13:52|Evgeniy Averchenkov|Энгри бондс краудлендинг отдельным каналом 
7|20.06.2019 08:17:02|Шура SiberianRanger|Angry crowd 
8|20.06.2019 08:32:07|Harry Lime|Хоть это и не наша история , Титаник тонет
9|20.06.2019 08:49:35|Shamtu|Я один не понял о чем речь 
10|20.06.2019 08:51:49|Шура SiberianRanger|Краудлендинг умирает Солнышко блестит Со скипидаром в  В гости к нам летит
11|20.06.2019 08:52:42|Shamtu|А у него что, расцвет был Я думал, он сразу мертворожденный
12|20.06.2019 09:01:52|Владимир Тутынин|Вообще за решетку 
13|20.06.2019 09:02:17|Andrey|да, любопытно
14|20.06.2019 09:04:41|Владимир Тутынин|Да нет это хорошо. Чем больше инструментов разных, тем лучше.
15|20.06.2019 09:11:03|Alex|Кстати, результат автоинвестов на п2п площадках подтверждают мою теоррию, что бездумная диверсификация в ВДО не работает. Нельзя брать риски всех эмитентов по 1 от депо и ожидать результат выше среднего.
16|20.06.2019 09:11:58|Потапыч|
17|20.06.2019 09:12:38|George Goognin|неспроста в SampP не все акции включены поровну 
18|20.06.2019 09:13:34|Потапыч|Видимо у Дмитрия возникла ситуация, когда невозможно отказать.
19|20.06.2019 09:16:20|Valery Chistyakov|Коллеги, подскажите, а КО тоже хранятся в НРД
20|20.06.2019 09:18:33|Дмитрий Адамидов|Отказать можно, но не нужно я поражаюсь  откуда в вас снобизма столько, коллеги. Краудлендинг  в идеале тот плодородный слой откуда берутся эмитенты ВДО. Которые уже почва для настоящих взрослых эмитентов с рейтингом. В новый класс переходит каждый 10ый от силы, но переходит же.
24|20.06.2019 09:21:22|Serg|Да никто не против расширения кругозора. Просто реально тяжело прочитать и возникает путаница по тематике сообщений
25|20.06.2019 09:22:05|Дмитрий Адамидов|Ну как  посмотрите выше ветку. Достали лорнет и давай порицать. Лапти только снять забыли
26|20.06.2019 09:23:34|Шура SiberianRanger|Есть и equalweighted индексы, но они НЕ ОЧЕ
27|20.06.2019 09:24:02|Дмитрий Адамидов|В Друзя, коллеги в Друзя
28|20.06.2019 09:24:13|Serg|Это от избытка чувств 
29|20.06.2019 09:27:03|Mikhail Saratov|patsak9876 рынок крауда крупен и интересен, это было видно по числу обсуждений в чате Пенензы. Возможно, отдельное ответвление, как Максим для КО сделать В духе AngryP2P, интересующие перейдут, сформируется в будущем и независимый приток участников, которые в бонды не хотят. В едином пространстве сайта можно объединить всё привет Атоминвесту
30|20.06.2019 09:28:03|Дмитрий Адамидов|В теори можно, нужен админ на этот чат. Я не успеваю
33|20.06.2019 09:30:33|Mikhail Saratov|похоже на то, меня прозванивали несколько дней назад. Но идея объединить и займы под ГК, и КО, и краудфандинг в одном месте  здравая
34|20.06.2019 09:31:06|Дмитрий Адамидов|Ну по КО есть чат уже.
38|20.06.2019 09:47:07|Максим Кочнев|все ждем новостей от Дениса
39|20.06.2019 09:47:50|r.alex|Кстати, что это вообще за компания и на что привлекает средства На разработку приложения в случае зомбиаппокалипсиса, как в Мылодраме
40|20.06.2019 09:48:18|Aleksandr Mukhin|А презентация по Дени Колл была
42|20.06.2019 09:57:18|Evgeny Naumov NFK|Скорее НФКСбережения 
43|20.06.2019 09:57:39|Дмитрий Адамидов|Сейчас Церих повесит обьяву про вебинар  никто из админов не нервничает ничего не трёт
44|20.06.2019 09:57:49|Deleted Account|на boomin написали частная высокотехнологичная российская компания, которая является одной из пяти мировых ведущих производителей ВТСП, доля компании в мировом производстве составляет около 18. Компания была создана в 2011 году и с этого же года входит в число резидентов Фонда Сколково. Основные производственные мощности СИнноваций размещены на территории Технопарка Слава. Уже осуществляются коммерческие поставки ВТСПпровода, продолжаются научные исследования и разработки RampD для совершенствования качества длинномерных ВТСПлент. Аналитики boomin.ru отмечают, что компания фактически начала свою деятельность в 2017 году, когда выручка выросла с 17,5 до 245 млн рублей, чистая прибыль компании составила 156 млн. При этом пользуясь налоговыми льготами Сколково, компания не выплачивает НДС и налог на прибыль. Общие уплаченные налоги в 2017 году составили 4,4 млн рублей взносы в пенсионный фонд. По данным за 2018 год выручка компании составила уже 500 млн рублей, чистая прибыль  170 млн, долговые обязательства на конец года составили 76 млн рублей.
