|time|user|text
1|30.12.2018 00:07:21|dimakarp1996|Смотрите, я так считаю доходность просто считаю, что портфель рос от начальной до конечной даты с некой фиксированной скоростью. Хотя это, конечно же, не так. И скорость ровно такая, чтобы с учетом тех сумм, которые я в него в эти даты довносил, получилась такая финальная сумма, какая получилась уравнение решается численно
3|30.12.2018 00:08:22|Максим Кочнев|Правильно это считать по формуле средневзвешанную доходности.
5|30.12.2018 00:10:02|dimakarp1996|Ну блин, бумаг много, и для каждой вбивать цифру да еще и с учетом выплат это запариться можно
7|30.12.2018 00:10:53|Максим Кочнев|Вы не верно понимаете. Вы же хотите знать результат портфеля вобщем, или по каждой бумаге отдельно
8|30.12.2018 00:10:58|dimakarp1996|В общем
9|30.12.2018 00:11:34|Максим Кочнев|Ну тогда не надо считать каждую бумагу по отдельности
13|30.12.2018 00:12:36|dimakarp1996|Ну что я назвал  это буквально 510 строк на питоне
14|30.12.2018 00:13:10|Максим Кочнев|Ну это мягко говоря не совсем точный ответ получается
16|30.12.2018 00:13:39|dimakarp1996|Хорошо, а какая точная формула без каждой бумаги в отдельности
17|30.12.2018 00:13:47|Максим Кочнев|Далее уже не надо будет столько времени
18|30.12.2018 00:14:05|dimakarp1996|.
19|30.12.2018 00:14:14|Максим Кочнев|Формула средневзвншанной доходности
25|30.12.2018 00:19:55|Евгений Инвестор|Excel  ЧИСТВНДОХ.
26|30.12.2018 00:20:56|Максим Кочнев|Чиствндох не всегда точен. Хотя близок всеже средневзвешанная более точная
31|30.12.2018 00:38:04|dimakarp1996|Типа все нормальные люди обычно считают среднюю доходность именно так
32|30.12.2018 00:39:01|Максим Кочнев|Ну я всех не спрашивал но вобще есть два известных способа это чиствндох и средневзвешанная
33|30.12.2018 00:40:53|dimakarp1996|Ок, спасибо большое
34|30.12.2018 00:42:42|Максим Кочнев|Но у чиствндох есть определённые особенности в некоторых ситуациях она считает неверно. Поэтому я выбрал второе
35|30.12.2018 01:05:23|Pavel Bilenko|Эти по приказу размещаются. Не разместились, значит приказа не было 
36|30.12.2018 01:22:08|Evgeny|Купите вечный евробонд ВТБ сейчас 9,5 в и живите спокойно
37|30.12.2018 01:23:57|Сергей|Был бы еще ВТБ вечным
38|30.12.2018 01:26:25|Evgeny|А куда он может деться то По крайней пока Андрей Леонидович у руля
39|30.12.2018 01:29:18|Евгений Инвестор|Такто и Россия может деться ведь.
40|30.12.2018 01:30:28|Сергей|Это суборд Их могут в акции конвертнуть при определенных условиях
42|30.12.2018 01:38:14|Evgeny|Это надо конкретные условия этого суборда читать, они прописаны. Тут ведь главное не потерять. Был бы он еще по дешевле, а то 200килобаксов это слишком, да еще и на рынке их нет
43|30.12.2018 01:40:33|Сергей|Ох, эти лоты на еврооблигации. Как рисковый актив уже не подержишь на 5 от депо
45|30.12.2018 02:35:22|Шура SiberianRanger|Они умеют быть ниже 2 копеек 
52|30.12.2018 06:50:30|Harry Lime|Обеспечив себе вечный геморрой , нет уж спасибо , поглядите на график этой чудо бумаги , прежде чем давать идиотские советы. Большая часть людей купив , оставшееся время думает , что с ним делать дальше. Спасает владельцев тот факт, что число людей , которые считают , что облиги это как депозит и 9,5 процентов в баксах по суборду  это офигенно , постоянно пополняется, так он и ходит от одних дураков к другим.
59|30.12.2018 07:25:41|Шура SiberianRanger|Сходил почитал 
60|30.12.2018 07:27:00|Harry Lime|Пришлось вести душеспасительные беседы на тему не стоИт , но зато как висит
63|30.12.2018 09:59:32|Шура SiberianRanger|А ещё могут болт прописать вместо дивидендов в связи с Базель3 D
64|30.12.2018 10:22:36|Alex|Цитата Падение на 95 процентов состоит за двух частей  падения на 90, а потом ещё на 50
67|30.12.2018 11:29:37|Alex|Небольшой. Есть и рублёвые и долларовые.
69|30.12.2018 11:31:35|Sergey|http//arsagera.ru/kuda_i_kak_investirovat/kak_invest_sam/kak_rasschitat_dohodnost/
70|30.12.2018 11:43:06|Alexey Z|У БКС на еврооблигации по мне так лучше тариф. 0.125 при покупке еврооблигаций, 177 депозитарий только в том месяце, когда была покупка. Ведение счета бесплатно. Если взял и держишь, то хороший тариф. У Финама мне сказали, что в любом случае 177 в мес за обслуживание счета, по депозитарию так же как в БКС. Если постоянно торгуешь ещё чемто, то тогда ведение счета включено в комиссии, а если чисто для разовой покупки еврооблиг, то уже не так интересно.
71|30.12.2018 11:48:17|Сергей|Спасибо всем
73|30.12.2018 12:28:54|Alexey Z|Только депозитарий, если в этом месяце была сделка.
76|30.12.2018 12:55:45|Максим Кочнев|Попарившись вчера со средневзвншанной доходность, решил написать небольшой документик основанный на примере как самому посчитать её в гугл таблице. Так как и инете инфы достаточно, но кто не особо матиматик, может легко запутаться и не понять. Я же решил без всяких теорий и формул просто аля для чайников, типа открываем таблицу сюда пишет вот это а сюда вот это потому да потому. Тогда каждый сможет легко и точно посчитать доходности своих инвестиций если за период были пополнения и/или вывод. Как раз новый год, можно и начать вести учёт. Хотя вчера за 2 часа я вбил все данные за прошедший период и получил, так что теперь просто при пополнении/снятии своевременно добавлять в табличку инфу и все будет на виду. Поэтому как рабочие дни пойдут, числа 36 могу поделиться докой, patsak9876 если будет интересно можно будет добавить в каталог
77|30.12.2018 13:04:25|Дмитрий Адамидов|Я сейчас за праздники надеюсь доделаю сайт уже туда добавим
79|30.12.2018 13:44:52|Harry Lime|У меня нет комиссии за хранение в БКС.
80|30.12.2018 15:57:11|Александр Нечаев|А вы еще планировали на спекуляциях облигаций добраться
81|30.12.2018 16:43:49|Harry Lime|Игорь Валентинович, здравствуйте Спасибо вам за канал. Вот такой подарочный экземпляр попал на стол. Есть ли какая либо информация по данному виски Алексей. // Это Glenfarclas 8 лет по заказу сделанный. Заказчик  Сибирская угольная энергетическая компания
82|30.12.2018 16:44:12|Harry Lime|Эмитент , делающий себе подарочный розлив , бесценно...
86|30.12.2018 21:54:39|Anton E|Добрый вечер, коллеги. Подскажите, ктото следит за нотой 19 БКС это еврооблигации отечественных эмитентов. Болталась возле 99 долго, сейчас глянул  90, с чего это Или порекомендуйте профильный чат. Ногами не бейте, я начинающий 
87|30.12.2018 22:02:13|Alex S|https//t.me/bcsexcess
93|31.12.2018 09:53:41|Dmitry S|Жаль, нет ПСБ, ВТБ и Альфы...
96|31.12.2018 10:12:26|Denis|Видео от toropovd
97|31.12.2018 10:55:08|Alexey Z|Так возьмите и составьте свою табличку, добавьте тех брокеров, которые по Вашему мнению лучшие. Все только спасибо скажут, за полноту информации, а Дмитрий потом на сайте выложит.
98|31.12.2018 11:54:38|S|Согласен. Давно уже на уралсибе и уходить мыслей нет.
100|31.12.2018 14:56:32|Alex Petroff|Уважаемые коллеги От души поздравляю Вас с наступающим Новым годом Желаю крепкого здоровья Вам и членам Ваших семей, счастья, благополучия, уважения окружающих, понимания близких и родных, мира в доме и с самими собой Ну и удачи в реализации задуманного на ниве инвестирования Побольше порядочных эмитентов, поменьше гостинцев
102|31.12.2018 15:02:16|Максим Кочнев|Желаю всем хороших купонов, хороших эмитентов, хороших инвест идей в новом году. Желаю всем сформировать свою стратегию и придерживаться её, не сбиваться с пути, не поддаваться соблазам, никому не верить все перепроверять и помнить ваш депо кроме вас никому не интересен, вырастит или нет зависит от вас. Не забывайте  доха не главное Всем дешевых активов и большого денежного потока. Кто ещё на пути выхода из крысинных бегов  скорейшего выхода. С новым годом
105|31.12.2018 15:09:59|Svyatoslav Lebedev|Коллеги, всех с Наступающим Пусть в Новом году у всех будет крепкое здоровье, пусть удача и успех всегда будут на нашей стороне Денежного благополучия и душевного комфорта всем в Новом году
109|31.12.2018 18:30:37|Olga|Присоединяюсь к вышесказанному и отдельное огромное спасибо за ваш опыт, которым щедро делитесь с новичкам С наступающим
110|31.12.2018 18:45:07|Savel|Ого, смотрю, тут уже отмечают вовсю Всех с успешным завершением 2018 года Присоединяюсь к вышесказанномупусть в новом году наши депо только растут, а эмитенты радуют интересными выпусками. Удачи всем И спасибо за то, что делитесь тут своим опытом.
111|31.12.2018 19:03:59|Elvira Pikaleva|Друзья Как настроение Ощущаете близость Нового года и перемен к лучшему А они будут Мы это знаем точно В 2018 году мы активно работали, набирали портфель потенциальных эмитентов и можем ответственно утверждать эффективный, здоровый растущий бизнес в нашей стране есть И есть люди, которые готовы инвестировать в бизнес деньги. И есть мы  БондиБокс, и мы будем работать для того чтобы здоровый бизнес и инвесторы встретились к взаимной выгоде. Мы видим, что в нашей стране есть думающие, самостоятельные активные люди и это то, что создает ПЕРСПЕКТИВУ. Мы есть, мы вместе, мы полны энергии и мы все делаем Дело, а значит все будет хорошо С наступающим 2019
112|31.12.2018 19:22:40|Sergey Sidorov|А еще у нас есть просто здоровые мужики Всех с Новым Годом С Новосибирск
114|31.12.2018 19:57:29|Alexey Z|Всех с наступающим Здоровья, счастья, финансовых успехов Спасибо опытным товарищам за помощь в постижении науки ВДО
115|31.12.2018 21:43:28|Замполит Aleks Kib|https//m.facebook.com/story.phpstory_fbid2944694312217246ampid100000301174595
118|31.12.2018 22:40:33|А что ты сделал для котэ!?|Мои дорогие друзья, я хотел бы искренне поздравить вас с наступающими праздниками. Никогда не меняйтесь, оставайтесь всегда такими же Это пожелание  от всей души, не как эти дурацкие и безликие поздравления, которые народ копирует и пересылает друг другу не читая. Вы  самая лучшая команда по водному поло, с которой мне когдалибо довелось что то видеть  С новым 2013 годом
119|31.12.2018 22:50:26|Alexander Kozhevnikov|Тонко  С Новым годом, коллеги Надежных эмитентов, больших купонов
120|31.12.2018 23:17:00|Михаил Воронин|Присоединяюсь Всех с наступающим Новым Годом Пусть он будет ВысокоДоходным для вас 
121|31.12.2018 23:26:11|Harry Lime|Друзья Поздравляю вас и ваших близких с наступающим Новым Годом Желаю крепкого здоровья. Пусть минуют вас рестракты и дефолты. Всегда сохраняйте ясность ума , самообладание и решительность. Пусть доходности будут высокими , а риски низкими Верьте в себя и свою удачу , и все у вас получится. С Новым 2019 Ура
122|31.12.2018 23:39:00|Sergey|Harry Harry, Вы уже в новом году. Мы догоняем. Спасибо Вам за науку от всего чата 
124|31.12.2018 23:45:28|Дмитрий Адамидов|Всех с новым годом
125|31.12.2018 23:48:07|Сергей|С новым годом От Дальнего востока 
127|01.01.2019 00:26:21|Сергей|С Новым Годом Лучший чат
129|01.01.2019 01:09:47|Deleted Account|С новым годом всех Мы справляем новый Год .... А Денежки идут......
130|01.01.2019 13:26:04|А что ты сделал для котэ!?|KALSARIKÄNNIT что значит в переводе с финского бухать дома в нижнем белье одно слово, а какое емкое
