|time|user|text
1|23.01.2019 18:48:22|Andrey Hohrin|Посмотрите Мясничий. Думаю, МСБ пойдет тем же путем. В плане котировок.
2|23.01.2019 18:50:49|Aleksandr|Две таких книги за неделю.Поздравляю.Это результат
3|23.01.2019 18:51:58|Andrey Hohrin|Спасибо Но это ведь длинная история. Нам бы закончить с выпусками и заняться полноценным агализом и отбором, сообща с другими участниками рынка. А то ходим в трех соснах
4|23.01.2019 18:52:49|Максим Кочнев|Теперь Роделен пойдет быстрее
6|23.01.2019 18:53:00|Aleksandr|ОАЭ БОП2 дневной оборот 9,2 сегодня .Закончите я думаю быстро
8|23.01.2019 18:56:13|Moar|МСБ и ОАЭ разместились пишут на дискложуре
9|23.01.2019 18:56:44|Andrey Hohrin|Рынок ВДО  20 млрд.р. 0,1 от всего рынка, 0,2 от рынка корп.бондов. Какая тут может быть конкуренция. А насчет инвесторов. Нужно улучшать качество анализа и прозрачность эмитентов.
10|23.01.2019 18:56:46|Максим Кочнев|Нормально так вы, вовремя
11|23.01.2019 18:56:56|Aleksandr|да ну 
12|23.01.2019 18:57:16|Moar|завершили размещение
14|23.01.2019 18:57:36|Максим Кочнев|Будем знать
15|23.01.2019 18:57:36|Aleksandr|инсайдеры какие то
16|23.01.2019 18:57:54|Максим Кочнев|вы просто посмотрите сообщений 10 назад
18|23.01.2019 18:59:12|Moar|ну сорян  тут трафик стал просто оч большим. сходишь на встречу и уже теряешь нить
19|23.01.2019 18:59:56|Aleksandr|ну нить не деньги . не страшно
20|23.01.2019 19:00:57|Максим Кочнев|Посчитал доходность. Январь выдался пока отличным. Если в декабре шла 24, на сегодня выросла до 25,54 годовых. Все сложнее и сложнее становится поддерживать.
21|23.01.2019 19:00:58|Z A|А сколько выручка у оаэ Никто не знает 18й год
22|23.01.2019 19:02:44|Andrey Hohrin|нет еще инфо. но в начале февраля будет предварительная информация.
23|23.01.2019 19:03:15|Z A|А за 9 месяцев
24|23.01.2019 19:03:56|Andrey Hohrin|подниму, сообщу. завтра уж, если можно. сообщение сохранил себе
25|23.01.2019 19:06:03|Dmitry Manzor|
26|23.01.2019 19:09:49|Aleksandr|завидую
