|time|user|text
1|15.03.2020 11:36:51|Дмитрий Адамидов|но в общем Калсбыт и по 50 как то не вдохновляет
3|15.03.2020 11:37:52|Alexey Vishnyakov|Да  у нас так же история.
5|15.03.2020 11:46:33|Aleksei Tuv|Обанкротить других эмитентов легче
7|15.03.2020 11:49:58|Ilia Malamut|А подскажите пожалуйста CBOM даёт 7 в , это не суборды
9|15.03.2020 11:50:34|Alexey|24 год нет  не суборд
11|15.03.2020 11:51:12|Aleksandr|С надежностью Шевченко не сравнится никакой МКБ.
12|15.03.2020 11:51:53|Ilia Malamut|Да, 24 год 7, а 2 других выпуска по 4 но они короче
13|15.03.2020 12:01:16|Дмитрий Адамидов|Если этим занимаются Россети  нет ничего невозможного Прмеры  https//energy.skon.ru/rossetinachalimassovo ... или вот свежее от коллег по Волгограду  https//telegramfor.me/chan_post.phpid87334169
15|15.03.2020 12:13:13|Aleksei Tuv|Все таки калсбыт это не подрядчик мрск или другого раздающего. Он сам раздаёт и пока с адиминистрацией дружит всё хорошо будет
16|15.03.2020 12:15:11|Дмитрий Адамидов|ну у него генерации 3 в выручке. Одна живопырка в Обнинске по моему. остальное как раз от МРСК
17|15.03.2020 12:16:28|Aleksei Tuv|Тут проблема что при критической просрочке губернатор скажет убивайтесь, поэтому они и лезут в управлявшки и сети.
19|15.03.2020 12:18:04|Дмитрий Адамидов|я смотрел отчетность  http//ksc.kaluga.ru/contentdocampid5369ampdirid295 и кстати Юнисервис делал обзор но пораньше  https//boomin.ru/biznesmneniya/artemiyberezikov/kaluzhskayasbytovayakompaniyafakty/
23|15.03.2020 12:23:39|Aleksei Tuv|Эссе от 1 августа 2019 года и я его читал. Моё мнение основные проблемы компании возврат дебиторки и договоренности с администрацией. ПИФы при дебиторке 2 млрд мизер.
25|15.03.2020 12:25:17|Дмитрий Адамидов|да это везде так. можно подумать что гдето иначе
26|15.03.2020 12:27:09|Aleksei Tuv|Но опять же туда так просто не заходят. Я думаю вы знаете об этом. Резюме моё по 80 я доберу.
28|15.03.2020 12:28:23|Aleksei Tuv|York
29|15.03.2020 12:32:36|Dmitry Manzor|Воблы инспектируют застройщиков
30|15.03.2020 12:35:00|Alexey| как то воблы не особо выглдят. Думаю скорее читают условия осво
31|15.03.2020 12:37:35|Владимир Парцей|И думают. Прыгать или нет. А застройщики предоставили все условия для выбора... И дефолт допустили и кран подали. Всё для любимых инвесторов.
32|15.03.2020 12:57:10|Harry Lime|МКБ в смысле международная классификация болезней
34|15.03.2020 12:59:26|Oleg Klyuch|Уже ничего
35|15.03.2020 13:00:30|Harry Lime|Точно нужна премия за самый идиотский слив депо 
36|15.03.2020 13:01:13|Oleg Klyuch|Это даты, когда Сбербанк работает с эмитентом.
37|15.03.2020 13:02:23|Дмитрий Дудко|Какие евробонды сейчас можно посмотреть На каком ресурсе есть текущие доходности и котировки по ним
38|15.03.2020 13:02:27|Oleg Klyuch|В ВТБ, по крайней мере, мне так сказали. Не думаю, что в сбере по другому. Хотя, это не точно
39|15.03.2020 13:02:55|Alexey Vishnyakov|Воблы  вдошники в ожидании кризиса Сидят над пропастью
40|15.03.2020 13:11:24|Dm Vl|Это эмитенты ВДО, инвесторы там внизу, ждут fallen angels
41|15.03.2020 13:19:58|Alexey|С такой высоты не поймают
