|time|user|text
1|10.03.2019 23:56:36|Harry Lime|Да ну , ерунда 35,7 руб минимум или 0,0357 проц за сделку и комиссия биржи 0,01 помоему.
2|10.03.2019 23:57:14|Anton|Все равно берут мин 177 в мес
3|10.03.2019 23:57:34|Harry Lime|Это факт 177х2 даже
4|10.03.2019 23:57:49|Anton| 177 за движение по депозитария
5|10.03.2019 23:58:34|Harry Lime|По этому есть месяца , когда у меня нет сделок. Зачем кормить брокера.
6|10.03.2019 23:59:16|Anton|В среднем пару сделок в мес все равно происходит
7|10.03.2019 23:59:42|Максим Кочнев|го в ВТБ 105 руб в месяц только если были сделки и 0,0377 от сделки если привелегия или 0,0477 для обычного. И никаких минимумов в день в виде 35 руб
8|10.03.2019 23:59:49|Harry Lime|Вот я себе и задал вопрос , так ли мне нужна эта пара сделок
10|11.03.2019 00:01:03|Anton|Во втором у меня 0.03 от сделки и все  пока без минимумов в месяц 
11|11.03.2019 00:01:12|Максим Кочнев|а то вот так поставил себе ведро, и тебе налили 2 бумаги, а ты 35 руб с этого заплатил
13|11.03.2019 00:02:13|sergey|Да, минимальный фикс это жесть
14|11.03.2019 00:02:16|Harry Lime|Безусловно
15|11.03.2019 00:02:16|Anton|Если 2 по 50к это ещё куда не шло  но 2 по 1000 это не айс 
16|11.03.2019 00:04:03|Zuev Aleksandr|То есть если всё делать правильно, то это должно быть одно юр лицо и на осно
17|11.03.2019 00:04:42|Sergey Sidorov|Эту дискуссию с Anton сегодня с 220 до полуночи можно вырезать на сайт и отправлять туда вновь прибывших в чат в качестве Курса Молодого Бойца ВДО.
18|11.03.2019 00:06:01|Anton|Кстати да 
19|11.03.2019 00:07:40|Максим Кочнев|достаточно просто писать Введите в поиске Курса Молодого Бойца ВДО и прочитайте вверх два часа переписки
20|11.03.2019 00:08:15|Anton|Остался вопрос доходностьсрок погашения vs номиналкупон
23|11.03.2019 00:12:20|Alexey Vishnyakov|В бкс, если объёмы небольшие, то 0,053. То есть 53 рубля на 100к оборота. Дневного минимума там нет. Если обороты большие, то комиссии намного меньше.
24|11.03.2019 00:13:16|Anton|Придётся перечитать названия тарифов 
25|11.03.2019 00:16:03|Alex Petroff|В общем теперь будем посылать к вам, ссылку сделать надо типа а спросите Антона, ему недавно все объясняли
26|11.03.2019 00:18:51|Anton|
28|11.03.2019 00:31:35|Aleksandr|Я незнаю какими кто ставит обьемами сети.У ловлю в основном сделки по бумагам что есть в моем портфеле.И так как я за ними наблюдаю постоянно , то уже заметил некоторые где это происходит частенько . Последний раз я продал почти 2.9 т бумаг Домодедово по 100.00 от номинала , хотя рыночная цена была в тот день в районе 95.8 . Так же продавал Фольксваген2 по 107 , но правда небольшой обьем и по 102.5 большой , при рыночной в районе 100.1, ну вообщем еще в нескольких бумагах такое было .Справедливости ради стоит заметить что и сам я залетал на невыгодные сделки , когда меня отвлекали при выставлении заявок.
