|time|user|text
1|16.11.2018 18:40:31|Дмитрий Адамидов|Это в СПб
2|16.11.2018 18:40:32|Giovanni Goudini|Я 1940 буду только
8|16.11.2018 18:46:40|А что ты сделал для котэ!?|А я смотрю, цены в Питере как в Москве
9|16.11.2018 18:47:23|Pavel Bilenko|Хорошо, не дороже. Но членам профсоюза скидка
10|16.11.2018 18:48:07|Сергей Нужнов|Ещё в метро. Минут через 3040 только подгребу
11|16.11.2018 18:49:22|Pavel Bilenko|Норм. Нам тут с Джеми оном не скучно
12|16.11.2018 18:50:34|Дмитрий Адамидов|Этаж второй. Первый поворот направо
13|16.11.2018 18:53:01|Котофей|А на чье имя заказан столик в Брюгге
14|16.11.2018 18:55:38|Дмитрий Адамидов|Дмитрий
16|16.11.2018 18:57:05|Замполит Aleks Kib|Вошёл в метро Румянцево, буду через 40 мин.
17|16.11.2018 19:01:11|Котофей|10 мин и буду
18|16.11.2018 19:05:39|Giovanni Goudini|Спасибо
20|16.11.2018 19:11:34|Sergei|Создать то можно , но прибыльной она не будет , а если учесть самолёты ютайр то тем более . Для региональных перевозок нужны типа як40
21|16.11.2018 19:11:37|Giovanni Goudini|Кто выбирал место, тому плюсы в карму
22|16.11.2018 19:13:17|Harry Lime|Николай Павлов, его наработка
23|16.11.2018 19:33:47|Nikolay Pavlov|Да, там есть один столик очень четкий на первом этаже в дальнем зале на 2 человека  вот там очень круто в обед воскресного дня. Всем хорошо посидеть 
26|16.11.2018 19:56:04|Kir|Питер, только с работы выхожу, имеет смысл подъезжать на кружечку пивка
27|16.11.2018 20:03:24|Turgor|В Питере всегда есть смысл выпить...
28|16.11.2018 20:08:18|Duha Che|В Питере пить...
29|16.11.2018 20:17:47|Дмитрий Адамидов|Санкт Петербург Как у вас. Аврору перезарядили
30|16.11.2018 20:20:53|Даня Walker|Как думаете, сколько в теневом секторе рф крутится денег от ввп
31|16.11.2018 20:24:59|Harry Lime|Грузовик  зарегистрирован выпуск. Its coming.
36|16.11.2018 20:55:59|А что ты сделал для котэ!?|Какая знакомая рожа слева 
38|16.11.2018 21:18:13|Sergei|Однозначно можете
39|16.11.2018 21:19:32|Алексей Чернушевич|Сам, ты, Саня рожа. Это моё заведение. Приезжай, обсудим облигации Станции.
40|16.11.2018 21:19:42|Sergei|Треть думаю точно
41|16.11.2018 21:20:03|Дмитрий Адамидов|Ура товарищи
45|16.11.2018 21:22:29|Alex|Выпейте за одиноких домашних инвесторов в город_нейм
46|16.11.2018 21:24:03|Ilya|
47|16.11.2018 21:24:20|Дмитрий Адамидов|Следующий тост
48|16.11.2018 21:25:21|Alex|Ура
49|16.11.2018 21:36:11|Giovanni Goudini|Ну и рожа у меня
51|16.11.2018 21:39:17|Giovanni Goudini|Ура, товарищи
53|16.11.2018 21:39:56|Kirill Malev|А где вы 
57|16.11.2018 22:01:42|Zuev Aleksandr|Молодцы, хорошее дело
58|16.11.2018 22:03:24|J T|Господа, всем спасибо за отличный вечер
59|16.11.2018 22:04:33|Oleg Gunchenko|Общее собрание владельцев облигаций прошло успешно
60|16.11.2018 22:27:08|Giovanni Goudini|Ура товарищи
61|16.11.2018 22:27:12|Kirill Malev|А как место называется
62|16.11.2018 22:35:09|Александр Меркушев|Дмитрий, коллеги еще раз с первой годовщиной
64|16.11.2018 22:40:19|Шура SiberianRanger|Там 8 лотов на продажу по 158.0 стояло, пока их не переставили на 158.9. Первый раз видел в рублевом стакане цену выгоднее, чем в долларовом.
65|16.11.2018 22:43:07|Zuev Aleksandr|Есть у когонибудь чтонибудь интересное почитать
67|16.11.2018 22:51:12|Шура SiberianRanger|Библиотеку канала почитайте  https//yadi.sk/d/uLgiEYrc3Xesiv
69|16.11.2018 22:52:17|Дмитрий Адамидов|все я билиотеку вернул на место
70|16.11.2018 22:56:38|Zuev Aleksandr|Большое спасибо
71|16.11.2018 23:28:33|Вячеслав Васильев|Отлично провели время в Рога и Копыта, Алексею спасибо за гостеприимство, Павлу и Сергею за то, что поделились опытом
72|16.11.2018 23:32:06|Kirill Malev|Плюсую. Символично, что встреча была на казначейской улице.
74|16.11.2018 23:46:26|Алексей Чернушевич|Всегда пожалуйста Рад, что понравились Рога. Заходите регулярно. 
75|16.11.2018 23:47:05|Denis Kozlov Septem|Придем
77|16.11.2018 23:47:34|Алексей Чернушевич|Будут вопросы по Станции как эмитенту  весь ваш.
80|17.11.2018 06:58:51|Сергей Елкин| Рейтинговое агентство Эксперт РА присвоило ВТБ Лизингу рейтинг кредитоспособности на уровне ruА. По рейтингу установлен стабильный прогноз. Главный позитивный фактор  заинтересованность ключевого акционера в долгосрочном развитии бизнеса компании и готовность предоставлять ей финансирование в значительных объемах. leasinger_kompromat
81|17.11.2018 07:45:22|Harry Lime|Спасибо, кэп 
82|17.11.2018 07:49:38|Giovanni Goudini|Все живы после встречи
86|17.11.2018 08:17:29|Pavel Bilenko|Согласен
94|17.11.2018 09:16:32|Turgor|Много нового узнал. Павел, спасибо за просвещение Сергей, спасибо за опыт
95|17.11.2018 09:22:19|Harry Lime|Через IB по идее , у них ISIN на US
96|17.11.2018 09:33:36|А что ты сделал для котэ!?|Коллеги, а кому нибудь попадались форумы англоязычные по европейским и американским бондам 
97|17.11.2018 10:21:56|Сергей Нужнов|Встреча в Питере прошла на отлично. Всем спасибо за приятную компанию Надеюсь ещё соберёмся.
98|17.11.2018 10:22:16|Замполит Aleks Kib|Иван, работа с ВДО научила нас контролировать риски, в т.ч. и алкогольные 
99|17.11.2018 11:23:14|Duha Che|Обязательно
