|time|user|text
1|28.03.2019 20:30:35|Dmitry Manzor|Я думаю котиры груза чуть просядут, когда объявят дату размещения. Раньше нет смысла сливать. Тем более сливать начнут те, кто покупал 100103 котировки.
2|28.03.2019 20:31:12|Максим Кочнев|Вот вот вобще не факт. 17 на 15 менять
4|28.03.2019 20:31:30|Dmitry Manzor|У второго тоже 15
5|28.03.2019 20:32:09|Максим Кочнев|Дак второй и не по 106. Имхо и то и то оставить можно
6|28.03.2019 20:32:34|Сергей Ковалев|эммм... продать ломастер
7|28.03.2019 20:32:37|Dmitry Manzor|Докупить третий не продавая 1 и 2
8|28.03.2019 20:32:39|Lizardking0808|Друзья, никто не считал много апри осталось разместить
9|28.03.2019 20:32:39|Максим Кочнев|Не факт что третий переподет. У него переподписка будет
10|28.03.2019 20:33:17|Harry Lime|Воот , ронять качество портфеля не хочется
11|28.03.2019 20:34:38|Шура SiberianRanger|13 млн осталось
12|28.03.2019 20:35:20|Harry Lime|И на 101
13|28.03.2019 20:35:49|Шура SiberianRanger|Или на 99, как типичный АПРИ
14|28.03.2019 20:36:51|Harry Lime|Я думаю эту задницу уже выпороли
15|28.03.2019 20:38:13|Сергей|За софтлайн бы еще выпороть
17|28.03.2019 21:35:44|Максим Кочнев|Итоги седьмого опроса Ломбард Мастер  7,5 ОАЭ  5,4 МСБ  4,4 Роял  2,9 Кармани  2,8 Грузовичкоф  1,7 ПЮДМ  1,3
18|28.03.2019 21:52:39|Максим Кочнев|Итого у нас на подходе Грузовичкоф  15 Таксовичкоф  15 Кисточки  15 Вроде как Роял  15 4 выпуска с 15. Мясо и Свиньи  опасносте
19|28.03.2019 22:00:07|Dmitry Manzor|У Таксовичка 150млн, готовим кошельки Я думаю Груз заберут без вопросов
20|28.03.2019 22:01:17|Максим Кочнев|По грузу переподписка будет. Кто думает слить старые и купить по номиналу новые могут остаться без всего
21|28.03.2019 22:01:38|Dmitry Manzor|Поясните, что такое переподписка
22|28.03.2019 22:02:32|Максим Кочнев|Спрос превысит предложение и по итогу возьмут не все
23|28.03.2019 22:04:46|Dmitry Manzor|согласен, всего 50млн размещается
25|28.03.2019 22:07:36|Тимофей «Кухонные системы» Казань|Как думаете, мясо или свинок имеет смысл разменивать на чтото новое
26|28.03.2019 22:07:37|Harry Lime|Переподписка  подал заявку , а досталась пиписка.
