|time|user|text
1|12.11.2018 23:04:49|Savel|дождусь, наверное, первички какойнить
2|12.11.2018 23:05:11|Sergey Komarov|Денис, а Станцию в Янго не планируете добавить
3|12.11.2018 23:14:33|Sergey Sidorov|Наверное, дождаться первички  это разумно. Но не какойнибудь, а хорошего эмитента. Вот, например, Сибстекло я никому бы не рекомендовал. Я поначалу возбудился от эмитента, а потом позвонил партнерам в Новосиб и спросил, что они думают. Про Сибстекло они разумеется и слыхом не слыхали, но вот личность бенифициара Эдуард Таран им хорошо знакома посоветовали повременить давать ему денег в необеспеченный долг говорят, что возможно он и встал на путь исправления, но лучше посмотреть сидя на заборе сленг такой сибирский.
4|12.11.2018 23:15:09|Savel|уйуй
6|12.11.2018 23:18:51|Дмитрий Адамидов| отличная фомулировка.
7|12.11.2018 23:19:43|Sergey Sidorov|Там восточнее Уральского хребта много чего есть Сибирь, Сибирь  держава бичевая, где есть где жить и есть где помереть В.С. Высоцкий из песни Летела жизнь/ Я сам с Ростова
8|12.11.2018 23:22:44|Savel|Таран вообще известный коррупционер
9|12.11.2018 23:25:10|Harry Lime|Сибстекло реально существует и работает , но это к сожалению не отменяет всего остального.
10|12.11.2018 23:31:05|Sergey Sidorov|Опять процитирую моего любимого В.В.С.  ... только я его предупредил Из песни Рядовой Борисов
11|12.11.2018 23:32:57|Harry Lime|Кто предупрежден , тот вооружен , но розовые очки лучше вообще отложить в сторонку, когда имеешь дело с подобными эмитентами.
12|12.11.2018 23:38:31|А что ты сделал для котэ!?|Он известный рейдер Но его заводы худо бедно работали
13|12.11.2018 23:40:30|Sergey Komarov|а почему в прошедшем времени  уже не работают 
14|12.11.2018 23:41:05|Sergey Sidorov|Вот все чаще и чаще у меня прям чешутся ладошки купить а/билет и примчать в глушь к тетке в Саратов. Чтобы так сказать лицом к лицу обсудить с кого мне строить эту жизнь то бишь формировать портфель вдо..
15|12.11.2018 23:44:22|Harry Lime|Всегда пожалуйста , буду рад организовать выездную сессию. Отеля как у Станции у меня нет , зато есть винный бар.
19|12.11.2018 23:47:43|А что ты сделал для котэ!?|Продал
20|12.11.2018 23:50:14|Sergey Sidorov|Реально приеду И Станция мне в Саратове вовсе не нужна. Вот и Дерипаске заодно косточки перемоем, я его еще с 1994 помню.
21|12.11.2018 23:57:51|Harry Lime|В штатах на закрытии жара , или холод , кому как . Доу 2 , наждак  2,5. Завтра эстафету праздника подхватят японские и китайские трудящиеся.
22|12.11.2018 23:58:35|Denis Kozlov Septem|Пока не планируем, но сделки для клиентов по их поручениям в ручном режиме делаем. У Станции брокер  Кит Финанс. Другие брокеры будут делать с большим скрипом.
23|12.11.2018 23:59:30|Harry Lime|А не выяснили , есть ли связь между Китами  Брокером и дефолтным.
25|13.11.2018 00:05:34|Sergey Sidorov|Вот что за хрень творится  нормальные эмитенты грузовик, станция уходят либо к noname, либо к сбитым летчика Гастело, почему
26|13.11.2018 00:16:20|Savel|Скрип был просто жуткий.
27|13.11.2018 01:11:02|mike f|А есть варик купить бонды здесь, а потом перевести их на счёт брокера в какой нить Швейцарии Речь про частное лицо.
28|13.11.2018 02:12:22|Ilya|Если швейцарский брокер работает на российском рынке через кого то то почему бы и нет
29|13.11.2018 08:37:31|Denis|Я тоже.Только редко там бывать получается.В разъездах все
30|13.11.2018 09:14:22|S.P.|У многих брокеров будут заградительные тарифы на такие переводы. Эти вещи приравниваются к выводу капитала за рубеж. Хотя многие пропустят.
31|13.11.2018 09:33:10|Cruz Castilo|В Швейцарии будет адовый тариф, если у Вас нет паспорта ес
32|13.11.2018 09:40:42|Сергей Ковалев|дороговато
33|13.11.2018 09:41:45|Harry Lime|Но вполне можно, долго держал ее .
34|13.11.2018 09:43:37|Pavel Bilenko|У Станции разные брокеры. Первая часть размещалась через кит финанс, что не худший вариант, дальше подключается Универ Капитал как второй организатор, а также планируем подключить ещё несколько брокеров...
35|13.11.2018 12:28:59|Lizardking0808|А где народ Биржу закрыли
36|13.11.2018 12:29:49|Alex Petroff|Копит кэш под размещения
37|13.11.2018 12:32:43|Lizardking0808|Грузовик, сибстекло, горсберкасса...эх, прокачу
38|13.11.2018 12:44:02|Ig|что за оферты от калаша полетели
39|13.11.2018 13:01:25|Harry Lime|Скорее надо обратить внимание на организатора и его предыдущие результаты. У многих не такой большой послужной список, поэтому не очень репрезентативный показатель. По простому если  ещё не успели грохнуться эмитенты.
43|13.11.2018 13:11:01|Шура SiberianRanger|https//t.me/chat_angrybonds/35351
44|13.11.2018 13:12:54|Denis Kozlov Septem|Конечно, есть критерии. Я на вэбинаре подробно об этом говорю. Главное  наличие денежного потока, достаточного для обслуживания облигаций. Важно прозрачность деятельности, понятные бенефициары, готовность предоставить ковенанты.
46|13.11.2018 13:17:15|Harry Lime|Даю маячок , что интересного было в бондах ВДО незадолго перед размещением Светофора
47|13.11.2018 13:20:17|Denis Kozlov Septem|О, интрига Даже мне интересно
49|13.11.2018 13:21:15|Harry Lime|Бинго
53|13.11.2018 13:26:13|Alex|Еще добавлю, что должен сохранятся спред дохи между ОФЗ и нашими эмитентами. Поэтому сейчас некоторые почти злые облиги с купоном 1112 ушли на номинал и ниже.
55|13.11.2018 13:28:24|Harry Lime|Боюсь в будущем мы будем ловить качество с дохами нынешних ВДО. В ближайшем.
56|13.11.2018 13:29:19|Pavel Bilenko|у нас примерно такое же соотношение
59|13.11.2018 13:38:21|Turgor|Может быть тогда лучше сидеть в кэше, ожидая ближайшего будущего Ведь может случиться так что исчезнет ликвидность в нужный момент, а ММ у ВДО отсутствует, я полагаю
60|13.11.2018 13:48:17|Pavel Bilenko|Тем и хороши коммерческие облигации  нет повода переживать изза залива в стакан инвесторов, поддавшихся панике
61|13.11.2018 13:54:18|Alex|Ликвидность можно хранить в коротких облигах или етф типа FXMM. А сидение в кэше может и полгода продлится.
62|13.11.2018 13:59:17|Harry Lime|В валюте точно надо сидеть в засаде , в рублях  по желанию.
63|13.11.2018 14:03:12|Pavel Bilenko|Можно сидеть в высокодоходных рублёвых инструментах и хеджировать валютный риск
64|13.11.2018 14:03:19|Turgor|По валюте да, жду выплаты по купону и ожидаю сброса инвесторами в силу вступления положения о валютной переоценке. А как будет, не ясно. Возможно дофига таких ждунов с тазиками. По FXMm  сидел там, но недолго, вроде и надёжно, а вроде и черт знает как поведет в случае благодати. Пока в коротких облигах Офз сижу.
65|13.11.2018 14:03:49|Harry Lime|Тоже вариант , неоднократно здесь предлагался
66|13.11.2018 14:04:33|Pavel Bilenko|При ставке 16 в рублях получается от 10 долларовая доходность
67|13.11.2018 14:04:46|Turgor|Мне психологически тяжело хеджиться. Начинаю путаться и забывать что для чего, записи не помогают. Кажется смешным, но это реально так
69|13.11.2018 14:05:43|Pavel Bilenko|А что страшного купил опцион Колл на доллар и сиди спокойно в рублях
70|13.11.2018 14:06:08|Turgor|Я словов то таких не знаю
71|13.11.2018 14:08:10|Pavel Bilenko|Тогда действительно проще кэш долларовый
72|13.11.2018 14:10:31|А что ты сделал для котэ!?|Пора уже делать чтото типа списка цитат и вешать гдето отдельно 
73|13.11.2018 14:11:44|Ig|а rusbounds норм учитываем амортизацию
74|13.11.2018 14:12:09|Harry Lime|Нет конечно
76|13.11.2018 14:18:39|А что ты сделал для котэ!?|Чего. О Тремасова кидает из стороны в сторону  то он супероптимистичен, то наоборот Но резон в его словах есть
77|13.11.2018 14:18:39|А что ты сделал для котэ!?|Может быть я и напрасно паникую, но мне ситуация на нефтяном рынке всё больше напоминает 2014 год . Есть очевидный переизбыток США, похоже, переиграли всех с Ираном, есть замедление глобального экономического роста т.е. спроса нефть, если рост добычи в США и постоянно пересматриваемые вверх прогнозы по этой добыче. При этом ОПЕК, всего несколько месяцев назад увеличивший квоты, явно не готов вновь их сокращать по крайней мере, на этом уровне цен. В динамике рублёвых активов также всё больше аналогий с 2014 годом. По мере падения цен на нефть спекулятивные атаки на рубль и ОФЗ будут только усиливаться. Ожидания санкций являются серьёзным аргументом для такой игры. В 2014 году ситуация долго развивалась по нарастающей, а потом в какойто момент сорвало стопкран, и система перешла в новое состояние. Точно также может произойти и сейчас, если ОПЕК не предпримет шаги для стабилизации рынка. От наших финансовых властей, думаю, мало что сейчас зависит. Единственно, я бы рекомендовал Минфину взять паузу в размещении ОФЗ до конца года, как это сделал ЦБ с покупкой валюты. Можно с теми же формулировками  изза высокой неопределённости, связанной с санкционными рисками. 9 в ОФЗ, конечно, смотрится заманчиво. Но я бы не рекомендовал инвесторами спешить сейчас с покупками. Ситуация может начать развиваться очень быстро
78|13.11.2018 14:45:06|Harry Lime|Слушайте , мне история напоминает 14 год с лета . Надеюсь помог комуто с призывами к разуму с начала года покупать валюту.
80|13.11.2018 15:04:44|Turgor|Укрепил в мыслях, за это спасибо
82|13.11.2018 15:06:55|Alex Petroff|Да фигвам индейское жилище...Не собрать народ Питерский. Кто в лес, кто подрова
83|13.11.2018 16:08:45|Pavel Bilenko|Эмитент Станция готовы предоставить место для встречи
85|13.11.2018 16:11:00|Alex Petroff|И необходимое оборудование
86|13.11.2018 16:29:47|Alexey Z|А что в Питере тоже будет встреча Новички допускаются или закрытый клуб
87|13.11.2018 16:35:28|Harry Lime|Клуб должен быть максимально открытым
88|13.11.2018 16:38:08|Alex Petroff|Да все никак собраться не можем в Питере. Тупо не совпадаем. Бред конечно. А так, все максимально открыто и новички и с новичком, всех можно собрать И шпили тоже в наличии
89|13.11.2018 16:45:01|Harry Lime|Саратов , пишите ,не стесняйтесь. Организуемся.
90|13.11.2018 16:48:59|Alexey Z|Ну если всетаки чтото будет, просьба здесь написать.
91|13.11.2018 16:52:53|Harry Lime|OKEY Чистая розничная выручка группы OKEY за 9 месяцев уменьшилась на 9,4 по сравнению с аналогичным периодом 2017 года и составила 113 697 млн рублей, следует из отчетности компании. okey
92|13.11.2018 16:53:31|Harry Lime|Кто хотел бондов окея Выручка рухнула на 10 процентов почти , представляю куда отправилась прибыль.
93|13.11.2018 16:58:02|Alex Petroff|Предполагаю такой вариант заказать некое место на конкретную дату пятницу, вечер на условное количество человек к примеру 10. Условия у Станции вроде позволяют. Пиво там на разлив есть, закусь тоже имеется. В прошлый раз после семинара на Мосбирже к ним ходили. Было все прилично и стол нормальный стол был реально большой. А чтобы попить пиваса не надо особой квалификации и знаний
