|time|user|text
22|12.10.2019 15:23:37|Елена Филякина|https//support.office.com/ruru/article/D09FD0BED0BBD183D187D0B5D0BDD0B8D0B5D0BAD0BED182D0B8D180D0BED0B2D0BED0BAD0B0D0BAD186D0B8D0B9e5af3212e0244d4cbea0623cf07fbc54
23|12.10.2019 15:39:18|wolf_rider|Заходите в свойства этой группы, выбираете файлы и там будет екселевский портфель для angrybonds.. Вот там я делал подтягивания автоматом с Мосбиржи котировок по акциям, облигациям, фьючам, валютам... И из этих таблиц вытаскиваете что нужно и таблицы, диаграммы лепите хоть какие.. Эксель на самом деле оч много позволяет сделать.. А если дружить с вижуал бейсиком , то возможности вообще безграничные
24|12.10.2019 15:41:15|Mozg Company|Спасибо за инфу. Но мелкософт врят ли данные мосбиржи подкачивает. В примере буржуйские котировки. Кроме того у меня на работе Экзель 2010 и 2013 
26|12.10.2019 15:43:04|greydjin|гугл таблицы и эксель умеют работать с публичным api. любые биржы, в том числе московская и питерская имеют api куда можно тыкать и забирать цену
27|12.10.2019 15:48:58|Dmitry K|По моему 13 это уже умеет, если я ничего не путаю
28|12.10.2019 16:21:03|Alex|День камингаутов продолжается, вот мой из мусорных облигаций
29|12.10.2019 16:24:09|Сергей Ковалев|пр лизинг и роделен копилки
30|12.10.2019 16:24:44|Alexey|Круто Вы Рубежа
32|12.10.2019 16:25:43|Mikhail|Там в сумме 100 получается Мне лень считать
33|12.10.2019 16:26:14|Alex|это хорошие компании, но роделена временно перебрал на размещении
35|12.10.2019 16:28:44|Alexey|Тоже верно Я бы даже сказал кроме госкомпаний
36|12.10.2019 16:30:59|Alex|должно быть 100, считаю по формуле
39|12.10.2019 16:41:39|Harry Lime|Недоверие к Юнисервису почувствовал я
40|12.10.2019 16:42:15|Дмитрий Адамидов|мне теперь свой выкладывать стыдно
41|12.10.2019 16:42:52|Harry Lime|Нет Ломастера или много ОХ
42|12.10.2019 16:43:05|Дмитрий Адамидов|мало того  вообще почти больше ничего нет
43|12.10.2019 16:43:35|Harry Lime|Так и запишем , 99 в ОХ
44|12.10.2019 16:43:50|Максим Воробьев|Недоверие к ВДО почувствовал я. 
45|12.10.2019 16:46:26|Сергей Ковалев|у всех ессть софтлайн.. чувствую свой портфель неполноценным
46|12.10.2019 16:46:33|Дмитрий Адамидов|ну не 99, но около 60 да. если измерять по количеству бумаг. Ломастера 3
47|12.10.2019 16:48:58|Aleksandr|Обувка тоже мусорная
48|12.10.2019 16:49:34|Ilya|Работники колбасного цеха отказывались есть колбасу
49|12.10.2019 16:50:01|Дмитрий Адамидов|Секундочку  я все же не из Ломастера
51|12.10.2019 16:53:17|Ilya|Да, я скорее про ВДО
52|12.10.2019 16:56:38|Alex|у меня все что не офз, сбер и т.п мусорное, но это не отражает качеств эмитента, просто калька с junk bond
53|12.10.2019 16:59:50|Александр Кир|У вас хотябы портфель есть готовый у меня 70 в ipo, остальное по кусочку сбер/газпром/мтс/кармани/мясничий/ и   Но я исправляюсь 
54|12.10.2019 17:03:30|Alex|Адекватный портфель, почти без шлака кроме такси. Доли по 710 я бы понизил, либо надо хорошо понимать, что происходит с эмитентом.
55|12.10.2019 17:09:30|К& Б:))🍷|О Коллега У вас ещё Мечел да ещё 16й остался 
56|12.10.2019 17:10:25|Zuev Aleksandr|Как Доха
58|12.10.2019 17:12:44|Alex|Его пора добивать давно, но жалко. Если 3 года протянуть, можно льготу по телу получить. Ну или новый рестракт, тут как получится.
60|12.10.2019 17:15:03|Denis Ipatov|Чувствуется, что человек в 11 часов утра очень занят.
61|12.10.2019 17:17:44|Владимир Тутынин|Син gt Сокс. Не
62|12.10.2019 17:20:18|Alexey|Тоже держу 16ый. Жду по номиналу
63|12.10.2019 17:22:16|Владимир Тутынин|Это откуда такая картинка
64|12.10.2019 17:23:01|Alex|Что такое стрелочка Син и Сокс это не совсем один эмитент. .я предпочитаю думать, что их разъединили не просто так, а с целью контролировать риски. Поэтому в Синн пока верю. В сокс меньше, поэтому не покупаю.
65|12.10.2019 17:24:36|Alexey|По соксу тут один чатланин очень здравые вещи писал про отслеживание одобрения инвеста. Надеюсь не пропадет он
66|12.10.2019 17:25:28|Alex|Он пропал силами чата Но уже тайно вернулся
67|12.10.2019 17:27:17|Soa|тёмными силами
68|12.10.2019 17:28:43|Zuev Aleksandr|Отлично, у меня 58 выпусков в портфеле, доха текущая 12, до конца года 13 надеюсь выйдет
69|12.10.2019 17:33:00|Soa|даже офз не догоните по дохе
70|12.10.2019 17:33:02|Alex|58 разных эмитентов Если так, то точно есть шлак в портфеле. Впрочем, отлив покажет кто купался голым.
71|12.10.2019 17:34:07|Владимир Тутынин|Интересно. Кто же сливал ОМ У многих его навалом...
72|12.10.2019 17:34:32|Alexey|Как верно выше заметили  боюсь угадать какой сорт так сказать вдо окажется невкусным  трудно
74|12.10.2019 17:35:45|Harry Lime|Я даже докупал
76|12.10.2019 17:37:06|Alex|Трудно, но с этим нужно работать. Например не покупать кулуар юнисервиса. Мало того, что там эмитенты не прозрачные, так еще и большой объем уходит аффилированным лицам или на технички, что еще хуже. И как вы думаете, если у эмитента начнутся проблемы, кто первым об этом узнает и прольет стакан до конца
77|12.10.2019 17:37:38|Alexey|Я втч. Работаю с этим сектором. Дай бог ребята в ом другие чем вижу я у их коллег
78|12.10.2019 17:43:56|Замполит Aleks Kib|У меня примерно такой же был год назад с учётом эмитентов на тот момент, строго правило на каждого не более 5, всего было около 50 эмитентов. Доходность была около 12.Устал следить за всеми офертами и отчётностями, ростом тела жадность возрослаКО узналдозрел до первичке. Сейчас 20эмитентов и доходность  16,64не учитывая рост тела облиг
80|12.10.2019 17:47:25|Zuev Aleksandr|Эмитентов может 50, потом выложу какнибудь посмотрим есть у меня шлак или нет
81|12.10.2019 17:47:44|Alex|Будем надеятся на системный результат. Потому что важна повторяемость на большом промежутке. Некоторые на опционах годами могут делать по 200, а в черный вторник потеряют всё.
82|12.10.2019 17:51:18|Антон|Ребята, есть у кого отчетность самолета под рукой
83|12.10.2019 17:53:45|Alex|https//www.google.com/searchqсамолетотчетность
84|12.10.2019 17:54:08|Антон|
86|12.10.2019 18:12:43|Vadim Asanbaev|Спасибо за высокое доверие ПРЛизу, действительно наверное детально посмотрели наш бизнес 
87|12.10.2019 18:22:26|Alexey Vishnyakov|Я например. Продал больше половины. Последнюю партию по 99,64. Осталось на 1,5
88|12.10.2019 18:49:32|К& Б:))🍷|Я ещё подожду с ОМ. Его только в сектор стремительного роста ССР, от Тинькофф включили 
89|12.10.2019 19:43:31|Владимир Тутынин|Скоро Тойоту обойдете
90|12.10.2019 20:44:06|Антон|Квик Открытия такую таблицу рисует. Ничего не добавлял, взял таблицу из дефолтных настроек.
92|12.10.2019 21:17:40|Harry Lime|Думайте о доходности , остальное мелочи и не имеют однозначного ответа , тк многое зависит от размера купона например
93|12.10.2019 21:19:31|Виталий Яковлев|Да пофигу. Если у тебя вложения не мильоны  не парься. Пока будешь отслеживать минимум эмитента  потеряешь на купонном доходе. Бери , чо дают. Конечно, пререгатива  новые, 15  и проц. Разиещения.... Но где их взять ..
94|12.10.2019 21:22:26|Harry Lime|Играть с бум убытком интересно с бумагой , где нет налога на купон , а это сейчас 12. Получил купон без налога и убыток.
96|12.10.2019 21:29:36|Виталий Яковлев|Да
97|12.10.2019 21:30:36|Harry Lime|С организацией бум убытка , это комисс в две стороны , я давно не балуюсь , тк первая попытка сделать по старинке закончилась уплатой 35 налога на превышение за себя и за того парня...
98|12.10.2019 21:31:11|Виталий Яковлев|Лучше, чем ничего 1213 процентов мяса цериха... Это, конечно, мое личное мнение...
99|12.10.2019 21:34:31|Harry Lime|Купил за день до купона бумагу с большим НКД и большим купоном . Заплатил налог с превышения за весь срок владения.
103|12.10.2019 21:50:17|Alex|Коллеги на смартлабе писали, что брокер возвращает излишне уплаченный налог по ставке 35 в конце года. Но я у себя не видел.
104|12.10.2019 21:50:56|Harry Lime|Ну да , всегда так происходит , если речь но про евробонды. Если какието базовые идеи учета и налоговой оптимизации не очень понятны гораздо больше пользы просто сосредоточиться на создании портфеля , его диверсификации.
106|12.10.2019 21:52:24|Alex|Но сама идея, что можно чтото вернуть меня заинтересовала. Надо обсудить этот вопрос с НК РФ.
107|12.10.2019 21:52:54|Harry Lime|Излишне уплаченный наверное
108|12.10.2019 21:53:37|Sergey Aleshkovich|У Открытия есть детализация отчёта налогового, там висит переплата. Посмотрим по концу года
109|12.10.2019 21:54:26|Harry Lime|У нас пошла мода на камин ауты по портфелям , проанализировав десяток думаю можно найти идей на год вперед
110|12.10.2019 21:59:08|Reincarnation Man|Так как 35 и 13 НОБы не сальдируются, это может быть только если была ошибка и взяли лишний налог по ставке 35
111|12.10.2019 22:00:17|Alex|Так он является лишним или нет, при покупке за день до выплаты
112|12.10.2019 22:01:10|Reincarnation Man|лишний  это если неверно рассчитан. Если бумага с купоном больше КС5 куплена за день до выплаты НКД, то заплатите налог 35 с превышения за все время купона
113|12.10.2019 22:03:44|Harry Lime|Таким образом , продав бумагу после получения купона по цене покупки , убыток становится реальным.
114|12.10.2019 22:05:14|Sergey Aleshkovich|Есть какаято другая идея. НКД покупки убирают из суммы купона и налог должен быть меньше
115|12.10.2019 22:05:18|Reincarnation Man|не факт, т.к. эта продажа уменьшит 13 НОБ на всю сумму купона
116|12.10.2019 22:06:04|Harry Lime|Надо считать , только вот надо ли , если об,емы бумаг не исчисляются тысячами не уверен.
118|12.10.2019 22:32:24|Zeev|Что такое ОМ
119|12.10.2019 22:32:35|Oleg Egorov|Светофор к оферте готовится https//www.edisclosure.ru/portal/event.aspxEventIdonkobfo5E0iCXwJtrKB1egBB
121|12.10.2019 22:33:04|Harry Lime|Я люблю месячные на ИИС , капает на карту сразу
127|12.10.2019 22:42:36|Oleg Egorov|Интересно, какой купон утвердят. 15  16 
128|12.10.2019 22:42:54|Harry Lime|Я думаю гораздо ниже
129|12.10.2019 22:43:38|Oleg Egorov|Я просто оперирую текущей ставкой еще, неужели решатся с 18 до 13 сразу спрыгнуть 
130|12.10.2019 22:44:05|Harry Lime|Там гора кэша на балансе
131|12.10.2019 22:44:41|Zuev Aleksandr|Светофор единственный эмитент вдо с отрицательным чистым долгом, вопрос стоит не ушли бы они с долгового рынка
132|12.10.2019 22:45:35|Harry Lime|Аналогичная мысль , судя по офферам ниже 101 не только у меня
134|12.10.2019 23:13:50|Zuev Aleksandr|Такой заёмщик на вес золота
135|12.10.2019 23:30:38|Igor Kir|90
137|13.10.2019 01:04:49|DIM|Потому что многие держали его как копилка под будущие размещения, размещения с высоким купоном кончились полез вверх и тут ещё тинькоф подоспел, дл номинала поднялся сразу, думкю ещё месяц и подрастёт на пару процентов
139|13.10.2019 06:58:51|Павел|Очень большая доля бумаги ОФЗ На мой взгляд соотношение риск/доходность по эмитенту не пропорциональное 1. Эмитент уже допускал дефолт 2. В СМИ очень много негативной информации о топ менеджменте 3. Корпоративные конфликты во многих странах, в тч с привлечением спецслужб
140|13.10.2019 07:11:07|!|Стратегия развития компании тоже какаято мутная и непонятная.
141|13.10.2019 08:57:10|Антон|Как понимаю это какой высокоинтеллектуальный юмор. У меня средние спосбности и такое мне сложно понять. ОФЗ исполняет роль копилки , замена депозита.
142|13.10.2019 10:30:55|Lizardking0808|Друзья, многие публикуют свои портфели...совершу и я небольшой каминг аут. У меня всё как у всех, за исключением ом его на падении втарил на 50 депо с намерением сдать излишки после ноябрьского купона
143|13.10.2019 10:31:48|Шура SiberianRanger|а ты АПАСНЫЙ
144|13.10.2019 10:32:14|Lizardking0808|Хвала святому Олегу, теперь ожидается рост. Однако отдаю себе отчёт, что играл с огнём могло быть и дд, часть вторая
146|13.10.2019 10:34:43|Елена Филякина|Думаю от размера депо тоже зависит, если меньше 30 месячных доходов, то не так и опасно. А чем ближе к 100 будем подбираться, тем осторожнее шаги.
147|13.10.2019 10:54:47|Lizardking0808|Какой то нехороший фон в последнее время вокруг ломастера. По чесноку, есть среди нас те, кто льёт потихоньку
148|13.10.2019 10:56:00|Alex|В чем заключается нехороший фон
149|13.10.2019 10:56:25|Lizardking0808|Типо пирамидятся
150|13.10.2019 10:57:12|Alex|А, тобой тревоги. Это байка еще в середине 2018 года появилась.
151|13.10.2019 11:00:02|А что ты сделал для котэ!?|ОМ  это что
152|13.10.2019 11:00:51|Lizardking0808|Бывший онлайн микро финанс, теперь айдиэф
154|13.10.2019 11:07:35|Alex|Раскрою тайну БО7 будет
155|13.10.2019 11:11:48|Lizardking0808|Пока что вписывается в версию недругов задолженность не только по бо, но и ко стремительно растёт
157|13.10.2019 11:16:48|Максим Кочнев|Есть версия что там погашение не за горами. И доха не припала особо
158|13.10.2019 11:16:51|Елена Филякина|Портфель Гарри
159|13.10.2019 11:18:34|Alex|Рост долга это нормально. При росте выручки и рентабельности активов, разумеется
160|13.10.2019 11:29:07|Alexey Vishnyakov|Так и я избавился от них Погашение  январь  февраль. Они то все равно по номинал погасятся
161|13.10.2019 11:30:20|Lizardking0808|Сокс вместо сина Интересное решение...у самого пока оба. Преимущество сокса ставка до погашения 15. Однако отчётность сина мне больше нрав. Пока пусть оба будут
163|13.10.2019 11:35:58|Елена Филякина|
165|13.10.2019 11:37:08|Lizardking0808|Спасибо, что просветили будем при возможности избавляться
167|13.10.2019 11:59:23|Harry Lime|Есть вопросы к Ломастеру. Я жду квартальный отчет и будем обсуждать. У меня 80 Лома в коротких выпусках .
169|13.10.2019 12:06:37|Lizardking0808|Благодарю за ответы
170|13.10.2019 12:10:44|Замполит Aleks Kib|Тоже думал по ЛомБо3 и ЛомбардБО4, 17 и 16.5до погашения 34 месяца осталось. Лучше подержать.
173|13.10.2019 12:13:12|Александр|всем привет, хочу спросить по облигациям кармани, читал, что к оферте не было предъявленно ни одной бумаги, я так понимаю это хорошо, значит держатели верят в компанию, так 
174|13.10.2019 12:19:14|Сергей Ковалев|просто не хотят сдавать с убытком
175|13.10.2019 12:20:06|Harry Lime|Надо быть не буду говорить обидных слов кем , чтобы принести на оферту по 100 бумагу , которая в стакане стоит 107.
176|13.10.2019 12:20:29|Александр|А есть смысл покупать эти облиги сейчас, гдето на год
177|13.10.2019 12:21:32|Kregg|Смотрите доходность, вариантов море.
178|13.10.2019 12:21:52|Александр|Ну бывает же, что есть предпосылки, что после оферты доха сильно упадёт и цена тоже ну и типа того. Я с вдо только начал разбираться.
179|13.10.2019 12:22:29|Harry Lime|В том то и дело , что обычно происходит наоборот , цена падает перед офертой.
180|13.10.2019 12:22:42|Александр|Ясно.
181|13.10.2019 12:23:19|Harry Lime|У меня был большой пакет Кармани 1 , я продал по 107,3 до этого 2 года получал купон 17.
182|13.10.2019 12:23:38|Kregg|Какая разница, если можно сдать в стакане прямо сейчас дороже оферты
183|13.10.2019 12:24:42|Александр|А какие ещё облиги есть с ежемесячным купоном без амортизации
184|13.10.2019 12:25:44|Harry Lime|Их тьма , десятка 2 наверное с купоном 13
185|13.10.2019 12:26:04|Kregg|faq_angrybonds
186|13.10.2019 12:26:06|Harry Lime|Выносите икону
187|13.10.2019 12:26:27|Евгений Коломна|Все, где организатор Юнисервис ежемесячное
188|13.10.2019 12:27:20|Александр|ок, буду искать
190|13.10.2019 12:30:46|Евгений Коломна|мнения, как говорится, разделяются...
191|13.10.2019 12:44:01|Aleksei Zzzz|Гарри, а отчего у Вас, при Ваших опыте и авторитете в ВДО, такие диспропорции в портфеле Это ведь немного неосторожно. И времени ведь на устранение диспропорций было много, чтобы Ломастер подровнять, например.
192|13.10.2019 12:46:00|Дмитрий Адамидов|Это вы, батенька, диспропорций не видели
193|13.10.2019 13:05:03|Aleksei Zzzz|Помоему, слежение за эмитентами снижает вероятность неприятного сюрприза, но не уберегает от него полностью. Кто уверенно знает, что у этого Ломастера в голове И никто, даже Гарри он ведь не единственный собственник Ломастера, не префект, нач. полиции и налоговой в одном лице. А раскладывание в какойто разумной пропорции с математической точки зрения уменьшает риски, т.е. это дополнительная страховка к знаниям эмитентов. Или Вы хотите сказать, что на какомто уровне знаний можно и без этой страховки Мне кажется, что стоит поступиться 1 ради такой страховки в ВДО.
194|13.10.2019 13:07:36|Alexey Vishnyakov|Я третий продал с доходностью к погашению в районе 12,5, после второго купона. По цене 102,4. А четвёртый поменял на 6. Пятый, наверно, буду держать до погашения.
197|13.10.2019 13:13:42|Евгений Коломна|Ну захотелось так Гарри  имеет право
199|13.10.2019 13:50:48|Harry Lime|Отвечал и не один раз. Это портфель ВДО , а не общий. Доля порядка 10 у меня в депо не только у Ломастера , но и у TMK ,например , или CBOM тоже. Я продал порядка 20 ВДО портфеля за последнее время  это Грузовик 3 и Кармани 1, так получилось , что они ушли на эмитентов Септема. Мне понятна деятельность Ломастера и его модель. Я принимаю риски по нему.
200|13.10.2019 13:54:51|Елена Филякина| ну кто в чате от полугода  точно видели.
201|13.10.2019 14:02:03|Святослав|Сколько в среднем держать ВДО год или 2г, или до конца погашения 
202|13.10.2019 14:05:17|Vishek|Вкладывать свои кровные надо имея определенный план у себя в голове. Надеяться на подсказку из вне, по крайней мере безрассудно....
203|13.10.2019 14:11:17|Harry Lime|Есть старый советский анекдот.
206|13.10.2019 14:13:28|Aleksei Zzzz|Спасибо за ответ. Вопрос был только о диверсификации внутри портфеля ВДО, а не других активах типа акций, недвижимости и т.п. Подход понятен из примера Ломастера, т.е. вызывающие доверие эмитенты могут получать большие доли, т.е. субъективное взвешивание в плюс к математическим принципам распределения рисков. Спасибо
207|13.10.2019 14:14:00|DIM|    
208|13.10.2019 14:16:34|Harry Lime|Почему Ломастера 25 , а Рубежа 1 , почему у меня почти нет лизингов  это и будет тема докторской , тьфу , отдельного исследования
209|13.10.2019 14:24:02|Aleksei Zzzz|У меня задача одномоментно сумму раскидать и я изучаю лучшие практики. Когда портфель сложился за какойто период, то он носит в себе отпечаток растянутого процесса. В этом смысле, мой портфель не стоит делать копией портфеля Гарри даже при высокой вере в его компетентность, т.к. ситуации отличаются. Ещё раз спасибо за массу идей, мною почерпнутых в несколько новой для меня сфере ВДО.
210|13.10.2019 14:49:16|Alex|Главное покупайте то, что по доходности не переоценено рынком. Никаких грузовиков по 107 и Кармани по 105. И все получится.
211|13.10.2019 14:51:56|Alexey|Про Ломастер 25/10 долю интересно почитать. У меня даже горячо любимый гпб в общем портфеле столько не занимает. Это надо оч веритьзнать эмитента имхо...
215|13.10.2019 15:05:47|Alexey|И чутьчуть нот
216|13.10.2019 15:32:06|Harry Lime|У меня тоже ломастер занимает 10 депо вместе с ТМК20 и CBOM 24
218|13.10.2019 15:45:17|Alexey|HY валютный совсем не держите Балансируете риски рублевой части таким образом
219|13.10.2019 15:46:02|Harry Lime|Не держу ,зато у меня еще одно развлечение в виде нот
220|13.10.2019 15:51:50|Aleksei Zzzz|У меня рискменеджмент такой, что недвижимость  отдельно, ФР  отдельно. А внутри ФР  еврооблигации, акции, облигации, ВДО все отдельно. Я не б общем депо говорю, а о той части депо, которая на ВДО приходится. И уже внутри неё свою диверсификацию устраиваю. Поэтому мне Ломастер на 25 понятен только со ссылкой на исторический процесс жизни портфеля ВДО. Если у меня нет исторической наследственности, то на ровном месте я себе позволять 25 на любимчика не стану, даже если очень захочется. Религия знание теории вероятностей мне это делать запрещает. Хотя от общего армагеддона такая диверсификация не защитит.
221|13.10.2019 15:54:09|Harry Lime|Вы видели волшебную таблицу , там 60 выпусков БО уже , можно взять каждого на полшишечки и получить микрокосм ВДО у себя дома . В Ломастере я с первого его дня на бирже .
222|13.10.2019 15:58:20|Vladimir|Что видится в качестве альтернативы вдо и нот
223|13.10.2019 16:00:56|Harry Lime|Американские бонды , но ими надо серьезно заниматься и переходить полностью на них
224|13.10.2019 16:01:18|Aleksei Zzzz|Да я не прикалываюсь по поводу Ломастера, я ищу причины и нарабатываю понимание для собственных нужд. Разбираюсь, почему у лучших мастеров 25 одного выпуска в портфеле случается. История портфеля здесь  важный аргумент. А по поводу 60 выпусков  разумную идею о диверсификации тоже можно до абсурда доводить. Пока мне кажется оптимальным 1520 эмитентов по ВДО в портфеле.
225|13.10.2019 16:03:38|Vladimir|Предположение, ставка до 6 может дойти
226|13.10.2019 16:04:31|А что ты сделал для котэ!?|Отдельно  это что обозначает
227|13.10.2019 16:04:50|Alexey|Специфика еще такая что непубличные компании не обязаны публиковать отчетность даже при наличии публичного долга. Так и не понял в чем прикол такой модели у них
228|13.10.2019 16:06:59|Harry Lime|Просто я пока решил , что в рублевом HY у меня получится больше . Телепортация в валютный HY один из вариантов ответа на закон о категоризации инвесторов.
230|13.10.2019 16:08:59|Alexey|Я внимательно слежу за рынком там и после его скажем так значительной переоценки  уверен сваляться и неплохие компании. Там будут возможности. Но при отсутствии публичных отчётностей  не понимаю как зерна от плевел
231|13.10.2019 16:09:15|Harry Lime|Может и до 5 , посмотрите на страныаналоги РФ
232|13.10.2019 16:09:59|Alexey|Ну есть и противоположный кейс с Казахстаном например
233|13.10.2019 16:10:33|Harry Lime|Ага
234|13.10.2019 16:10:37|А что ты сделал для котэ!?|Я вот думаю  когда продавать длинные корпоратив и переходить в суперкороткие офз Когда 10летние ОФЗ до 6 дойдут
235|13.10.2019 16:11:00|Harry Lime|Я думаю около того , может и ниже 6 пойдут
236|13.10.2019 16:14:13|Savel|Ору. И правда, не стоит брать, рискованно. Лучше Редсофта втарить
237|13.10.2019 16:15:13|Alexey|Локальное дно инфляции будет наверное в 1кв2020  там же Цб должен наконец решиться будут ли сдвигать нейтральный диапазон вниз. Если диапазон не будут сдвигать то учетка 6 может оказаться локальным дном и на этом рынок скорее всего начнет жестко фикситься по длинным
240|13.10.2019 16:20:46|Alexey Vishnyakov|На следующей неделе обещают санкции на Турцию за курдов. Их бонды, похоже, опять вниз поедут. Жаль, что нет доступа, можно было бы купить
241|13.10.2019 16:28:46|Alexey|Суверенкой их в розницу многие брокеры торгуют
242|13.10.2019 16:31:18|Serg sv|Вот не пойму все тут Ломастером восхищаются. И у меня его 5 от ВДО. Хотел тут увеличить , но как вот мысли вам со смарт лаба
245|13.10.2019 16:35:19|Harry Lime|Отчетность почитайте . Там все написано.
248|13.10.2019 16:50:15|Дмитрий Адамидов|Ломастер брать не надо. Самим мало
250|13.10.2019 16:55:41|Lizardking0808|Это главный прокол Тимофея. Если даже он сам о нём постарается забыть, мы всегда сможем ему напомнить
252|13.10.2019 16:57:27|Harry Lime|Есть конечно и это не вопросы возможности рефинанса Ломастера. Они копают не в том месте.
253|13.10.2019 17:31:19|Святослав|Понял , спасибо 
254|13.10.2019 18:24:12|Снежко Сергей|Потихоньку покупаю акцули с дохой 10 еженедельно Как диверсификация темы вдо надеюсь на рост тела Больше дивдохи В начале этого года прокатывала эта тема Надеюсь в 20 г тоже так будет а может и лучше
256|13.10.2019 19:19:56|Снежко Сергей|Облиг 55 баксов 20 остальное акции
257|13.10.2019 19:44:01|VooBooDoo|Уважаемые коллеги, подскажите поисковик облигаций по критерию даты выплаты купонов
258|13.10.2019 19:46:15|Zuev Aleksandr|Quik
259|13.10.2019 20:03:36|Ilya|
260|13.10.2019 20:04:42|Максим Воробьев|ПоисQuik 
261|13.10.2019 20:12:05|Замполит Aleks Kib|В окне Торги В колонке Дата выплаты купона правой кнопкой мыши Сортировать..
264|13.10.2019 20:28:24|Igor Sugrobov|Тото же самый smartlab
265|13.10.2019 20:43:23|Alexander D|Массовый гипноз
266|13.10.2019 20:59:17|Alexander D|У нас тут инвесторы и гуры любят анализировать эмитента и его отчетность
272|13.10.2019 21:03:41|Zuev Aleksandr|Можно пример
273|13.10.2019 21:10:05|Alexander D|Ну например ломбард тот же, все охали и ахали, какой универсальный ломбард, я сразу говорил бизнеса в этом сигменте нет, в лучшем случае работать как и все с ювелиркой. Так и вышло, заявили что только с ювелиркой работают теперь, наелись видать ноутбуков и мобильных телефонов
275|13.10.2019 21:16:49|Максим Кочнев|вы прям так пишите все то и не знали
276|13.10.2019 21:20:09|Alexander D|Я пишу как управленец и собственник, с собственными победами и ошибками А большинство это не знают и не видят так, приходя каждый день на работу. Не каждый может заглянуть во внутрь в силу отсутствия подобного опыта
278|13.10.2019 21:22:42|greydjin|то есть вы облигации рассматриваете как вовремя войти, вовремя выйти а чем это отличается от казино
279|13.10.2019 21:26:22|Alexey|В HY лучше не рассчитывать быть до погашения. На погашении и близко к нему все и происходит интересное. Ну и по отчетности человек все верно пишет. Рисовать ее  национальный вид спорта не только наш.
280|13.10.2019 21:28:35|Alexander D|Я как раз нет
281|13.10.2019 21:28:44|Alexey|И смотрите за раскрытием когда эмитент запрашивает информацию о держателях. Тут об этом редко пишут.
282|13.10.2019 21:30:30|Максим Кочнев|вы просто так пишите что тут все такие дурачки, но есть одна надежда
283|13.10.2019 21:31:11|Olbrnew|Как управленец и собственник при обсуждении ломбарда вы забыли упомянуть и посчитать черную тему обнала с него.
284|13.10.2019 21:32:35|Alexander D|Да нет там давно уже этого
286|13.10.2019 21:34:12|Дмитрий Адамидов|как кстати у вас с факторингом то дела вы помнится говорили что на него займ брали
287|13.10.2019 21:34:21|Olbrnew|Ну лет 5 назад расцвет. Сейчас не знаю 
288|13.10.2019 21:35:56|Alexey|От появления какой нибудь новости до исчезновения спроса в стакане или его передвижки процентов на 30 вниз обычно проходит от 3 до 10 минут
289|13.10.2019 21:36:55|Alexander D|Мало собрали пока, а так идёт лучше, чем основное направление
290|13.10.2019 21:39:05|Дмитрий Адамидов|ну дай бог чтобы все было хорошо
291|13.10.2019 21:40:43|Ilya|Максим, что плохого в критике Логика есть.
292|13.10.2019 21:41:34|Максим Кочнев|в критике ничего. Слова все дураки, я один умник, немного заставляют потролить
293|13.10.2019 21:43:43|Ilya|Напротив, взбодряет и очень напоминает мне семинар в ЦБ, где приглашённый оратор вот точно так же и говорил  вы сам бизнес не понимаете, ваши кредитные эксперты могут только по шаблону, а где яма то им не понять. Не первый раз это слышу, это есть правильная мысль для ВДО. Он в этом смысле говорит дураки, так не обидно  правильно  надо думать больше, вникать, имхо. Воскресение правильное время доосмыслить процесс. Котировки не мешают.
