|time|user|text
1|21.01.2020 16:18:15|Pavel Bilenko|сказка  это то, что бумаги так падали притом, что у эмитента все хорошо
2|21.01.2020 16:19:01|Aleksandr|Так почему сейчас не растут хотя бы до 95
3|21.01.2020 16:19:12|Алексей Мелехов|Я об этом и говорю. И до сих пор продают...
4|21.01.2020 16:19:20|Evgeniy|На Тинькофф сработало 5 из 25
5|21.01.2020 16:19:44|Pavel Bilenko|не в курсе
7|21.01.2020 16:23:39|Деулин Николай|Что с дэни то сделать надо сейчас
9|21.01.2020 16:24:53|Михаил|Ничего не надо. Вы уже в друзе задали этот вопрос. Если вам там не отвечают  не нужно сюда совать.
10|21.01.2020 16:25:00|Alex Petroff|Понять и пгастить
12|21.01.2020 16:28:34|Деулин Николай|Извиняюсь, но я всерьёз не сильно подкован в облигах, а точнее полный ноль. К тому же название чат тогда смущает если нельзя написать все, что думается и в чем хочется получить консультацию
13|21.01.2020 16:29:55|Олег|Из 201 купили 41
14|21.01.2020 16:30:00|Alex Petroff|Здесь нет консультантов. Все решения вы принимаете на свой страх и принимая риски. Думайте своей головой, а не начитавшись советов.
15|21.01.2020 16:31:33|Ilya|Консультации нынче подзаконная деятельность, финансовые консультанты ее оказывают. Тут онли частные мнения.
16|21.01.2020 16:33:52|Alex Petroff|Вас ждет приз. Сутки бесплатного чтения.
17|21.01.2020 16:56:58|Вадим|В Quik выставлял заявку по Дэни на выкуп в режиме Выкуп адресные заявки. Заявка удовлетворена на 20, остаток висит в заявке. Снять не получается. При попытке снятия вылазит ошибка ОШИБКА 222 Не найдено заявок на регистрацию внебиржевых сделок для снятия. Как её снять ктонить знает
18|21.01.2020 16:57:32|Harry Lime|Звонком трейдерам
19|21.01.2020 17:10:16|Вадим|Не, трейдер тоже не смог снять. Придется ждать конца торгов.
21|21.01.2020 17:17:16|Capricious|весело у вас тут. полуоферта
22|21.01.2020 17:20:12|Вадим|О, у Дэни кажется второе дыхание открылось. Еще немного выкупили по оферте. 
24|21.01.2020 18:01:28|Вадим|И вот теперь сам смог в Quik снять заявку с неудвлетворенным остатком. Получается оно както блокируется на стороне покупателя.
25|21.01.2020 18:37:43|Natalia Pauli|Да, все верно.
26|21.01.2020 18:47:09|Шура SiberianRanger|Первичка 21 января
27|21.01.2020 19:13:24|Alex Petroff|Потому что отдельные граждане шли на оферту не соблюдая порядок подачи заявок. И рады этому.
28|21.01.2020 19:33:35|Vladimir|Через заявку брокеру
29|21.01.2020 19:52:39|Vladimir|Брокер сам депешу послал. У тинька по другому на оферту не податься.
32|21.01.2020 20:08:58|Oleg Klyuch|Я прям сегодня с утра докупил маржинально под ожидаемые 20.
33|21.01.2020 20:11:49|Дмитрий Адамидов|Сегодня не в счёт 
36|21.01.2020 20:13:25|Алекс White|А нкд по Дэни кому  нибудь выплатили Мне только стоимость самих облигаций. 20 выкупили
37|21.01.2020 20:13:49|К& Б:))🍷|Сегодня нкд0
38|21.01.2020 21:06:05|Aleksandr|Я
40|21.01.2020 21:21:15|Ivan Z|Тоже планирую участие. Наверное, спрос будет не как во всех инструментах или сэз, но и не как на бэлти
41|21.01.2020 21:22:52|Aleksandr|Думали что будет один желающий, а сейчас угроза миновала
42|21.01.2020 21:22:55|Alexey Vishnyakov|С чего бы У Иволги так, обычно, не бывает.
44|21.01.2020 21:29:36|Vadim Brohkin|23го к обеду ЛТ разместится....
45|21.01.2020 21:32:35|Sergey X|Иволга писала недавно заявок пока на 60 на ЛТ поступило
46|21.01.2020 21:40:44|Soa|нет
47|21.01.2020 21:40:55|Aleksandr|
48|21.01.2020 21:42:09|Soa|остальные стесняются
49|21.01.2020 21:43:34|А что ты сделал для котэ!?|Я уже дожусь спать Поэтому сегодня лт не буду брать До послезавтра подожду
51|21.01.2020 21:56:05|Vallery|Вот я понимаю Тинёк Все делает для упрощения жизни физикам. В сбер сегодня, чтобы подать заявку голосом, дозванивалась 40, Карл, минут 4 номера телефона, звонила с разных и все висели и если бы не дозвонилась до 1300, никто не был бы виноват. Ненавижу Сбер вместе с его тупым мобильным приложением.. По оферте удовлетворили ровно 20.
52|21.01.2020 21:59:16|Alexander V. Ivanov|Зато в квике ставилось за 30 секунд
53|21.01.2020 21:59:59|Vallery|Не пользуюсь просто
54|21.01.2020 22:00:19|Soa|Сами пробовали
55|21.01.2020 22:01:45|Дмитрий Адамидов|Сбер в квике все сделал  гораздо удобнее. Мобильное приложение у них странное, но сам брокерский отдел его особо не рекомендует
