|time|user|text
1|31.05.2018 22:46:32|Sergei|Я со сбером 6 мес судился
2|31.05.2018 22:46:48|Сергей Ковалев|за что если не секрет
3|31.05.2018 22:47:33|Sergei|Да на ровном месте ничего в двух словах не напишешь , но меня взбесило жутко , прекратили меня обслуживать если кратко
4|31.05.2018 22:48:18|K G|Теперь бан в Сбере
5|31.05.2018 22:48:23|Sergei|Уже нет
9|31.05.2018 22:48:38|K G|У меня в Альфе бан уже 5 лет. Но я не судился
11|31.05.2018 22:49:24|Sergei|Я бы судился , хотя на альфу мне тоже пох
14|31.05.2018 22:57:47|Nikolay Pavlov|Я приду
15|31.05.2018 23:05:20|Sergei|Арт, а если простатит пить можно 
16|31.05.2018 23:09:52|Александр Воронов|Я тоже прийду
18|31.05.2018 23:18:05|Александр Воронов|Тренировка
19|31.05.2018 23:23:42|Sergei|Ну я не приду , живу в провинции 
20|31.05.2018 23:26:20|ААА|Питер что ли
21|31.05.2018 23:27:25|Sergei|Да
22|31.05.2018 23:29:28|Сергей Ковалев|Парни, а какая у вас волотильность облигационных портфелей в пределах 1 или больше
23|31.05.2018 23:29:48|Sergei|Вот некоторые брали дд по 103
26|31.05.2018 23:30:34|Сергей Ковалев|не считая таеие соучаи как дд и 9 апреля
27|31.05.2018 23:30:35|Sergei|В если серьёзно то на длинных ОФЗ 3 совсем легко без стрессов
28|31.05.2018 23:34:07|Harry Lime|Волатильность в облигах  это средняя температура по больнице. По опыту 9 апреля меньше всего просели мфошки 12 процента. Я думаю в пределах 5 процентов в среднем.
29|31.05.2018 23:38:29|Sergei|Как я понял Гусев это лоховская пародия на демура 
30|31.05.2018 23:38:46|Harry Lime|Я видел в инете фото Гусева на коленях в какойто японской хижине, он не обещал совершить сэпукку в случае провала стратегии
31|31.05.2018 23:39:10|Sergei|Любая стратегия даёт сбой
33|31.05.2018 23:39:37|Harry Lime|Даёшь харакири в прямом эфире
34|31.05.2018 23:39:57|Sergei|Мммм, без простатита 
35|31.05.2018 23:40:30|Harry Lime|Зачем штыки , лучше сразу катаной.
36|31.05.2018 23:40:33|ААА|А если стратегия доказана математически
37|31.05.2018 23:41:11|Sergei|Стратегия может иметь мат ожидание и не более
38|31.05.2018 23:42:07|Harry Lime|У нас тут была фигура  семисвечник Бернштама , 26 апреля.
39|31.05.2018 23:42:10|ААА|Если ты 2 умножаешь на 2, то тут же не мат ожидание, а знание
41|31.05.2018 23:42:58|Sergei|Они  сами себе принесли , кидок там на 200 всех остальных было
