|time|user|text
1|28.02.2019 11:56:28|"PRObonds | Иволга Капитал"|Получил справедливое замечание не одно, что, выбирая между ВДОшными бумагами, я и мои ребята ставят на первый план облигации, в размещении которых сами же и участвовали . Это правда, и з амечание принято . Конечно, когда ты доводишь эмитента до биржи и реализации выпуска облигаций, ты его изучаешь. Даже больше, иногда, изучив, ты с ним стараешься быстрее расстаться. Но. Так легко оказаться просто толковым продажником. Чего не хотелось бы. А потому, мы и занялись Легендой , выводы о которой теперь можно выносить на общественный суд. Изучим БЭЛТИ , с пристрастием разбираем АПРИ с высадкой на местности. Мое недоверие к ПРЛизингу на сегодня четко не сформулировано. Это недоверие к бурному росту, и, возможно, оно излишнее. Решаю это противоречие, чтобы быть менее субъективным. Задумался про Ломбард Мастер , тем паче, его обслуживают уважаемые люди, включая Дениса Козлова . Так что PRObonds стремится стать экспертом. Это непросто, и это ответственно. И здесь нельзя никому подыгрывать, ни партнераморганизаторам, ни инвесторам. Мирдружбажвачка приведут к потере контроля и падению пульса. Мы учимся экспертизе. Больше на собственных кроликах. И имеем четкое направление стать полноценной и ответственной экспертной площадкой  www.probonds.ru ведет и завершает госрегистрацию в качестве интернетСМИ. Рекламноинформационный бюллетень целью этого направления не является. Так что  спасибо Вам, друзья и коллеги, за критику и контроль Мы ценим Вас AndreyHohrin
2|28.02.2019 17:49:13|"PRObonds | Иволга Капитал"| Второй звонок Сегодня у нас вебинар, в 1930 Уточним повестку  несколько слов о портфелях, это обязательно  почему МСБЛизинг и Роделен интересны для анализа ЛЕГЕНДЫ  чему учит нас опыт У.Баффета и Kraft Heinz Это минут на 1015. И живая 5минутка вопросов/ответов/замечаний . Ждем Вас https//youtu.be/OZZ2UikB5Eg
4|01.03.2019 08:25:09|"PRObonds | Иволга Капитал"|1 Глава российского ЦБ в интервью для журнала МВФ сказала важные вещи для рубля  По оценке Э.Набиуллиной, относительный скачок инфляции, который был отмечен уже в январе январь19 к январю18  5,0, распространится не далее чем на 1 квартал текущего года. Затем, до конца года ЦБ видит возврат инфляции к таргету в 4.  Декабрьское повышение ключевой ставки объясняется как тактическая превентивная мера по сдерживанию инфляции в преддверии повышения НДС. Источники в Банке России уже заявляли о его готовности к смягчению денежной политики. Это, в принципе, необходимо для сохранения или ускорения прироста ВВП в 2018 году, по данным Росстата, прирост ВВП составил 2,3, наиболее высокий показатель с 2012 года. Теперь с прямой речью обратилась и сама глава Банка. нашевсё долгиденьги
5|01.03.2019 08:27:25|"PRObonds | Иволга Капитал"|1 Глава российского ЦБ в интервью для журнала МВФ сказала важные вещи для рубля Для нас это означает денежную поддержку фондовому рынку . И она потребуется в свете возможных глобальных фондовых перипетий. В отличие от западных экономик, Россия на пути снижения денежных ставок. Так что падения отечественных индексов акций, вероятно, будут более мягкими, чем в США и Европе, где монетарная политика настроена все же на постепенное ужесточение. Кроме того, выиграют держатели облигаций . Сейчас уже в большей степени, облигаций с премией к широкому рынку. Высокодоходный сегмент для рублевых бондов сейчас это все, что выше 10 становится головной болью рынка, когда с него уходят деньги. В этом случае subprime первым летит в трубу. И этот же сегмент, предполагается, будет в наибольшем выигрыше, если ЦБ не лукавит в своих предположениях об инфляции и готовности к снижению ставок. нашевсё долгиденьги
6|01.03.2019 09:26:51|"PRObonds | Иволга Капитал"|1 Кратко об облигациях ЛЕГЕНДЫ ЛЕГЕНДА1P1, YTM 15,6 эмитенты легенда разборимен ЛЕГЕНДА холдинг, https//legendadom.ru/investoram/  относительно небольшой застройщик, специализируется на сегменте жилой недвижимости выше среднего уровня цены, объекты строительства  в СанктПетербурге. По вводу новостроек занял в 2018 году в Петербурге и Ленобласти 10 место. На рынке обращается дебютный выпуск облигаций, размещенный в июле прошлого года. Размещение было не полным при заявленном объеме выпуска в 2 млрд.р. разместилось всего 1,45 млрд.р. Интерес к бумагам возник изза привлекательной доходности. Опасения  изза снижения цены. Предположения о снижении цены у нас было 2  Либо компания готовится к публикации депрессивной отчетности за 2018 год на сайте эмитента раскрыта отчетность только за 2017.  Либо снижение цены вызвано рыночными причинами  есть большой ордер на продажу, а ликвидность бумаги не позволяет исполнить его без продавливания цены. На сегодня считаем базовым второе предположение .
8|01.03.2019 09:30:08|"PRObonds | Иволга Капитал"|2 Кратко об облигациях ЛЕГЕНДЫ ЛЕГЕНДА1P1, YTM 15,6 эмитенты легенда разборимен Эмитент предоставил нам предварительную оценку консолидированной отчетности за 2018 год, и драмы не наблюдается. Если данные не разойдутся с итоговыми и аудированными, то у компании дела неплохи . Растет не только выручка и прибыль  улучшаются коэффициенты, это касается рентабельности продажи и отношения долга к EBITDA. Получив деньги от облигаций, компания, как можно видеть, закрыла часть банковских кредитов на 1,1 млрд.р.. Вряд ли выиграла по деньгам, но, скорее всего, получила больше возможностей для самостоятельных маневров. Наверно, в т.ч. отсюда и рост выручки. Хотя выручка в данном случае хорошо обратно коррелирует с обязательствами перед дольщиками. Получается, ЛЕГЕНДА в прошлом году активно сдавала в эксплуатацию построенные объекты. Кстати, снижение фондирования от дольщиков при параллельном привлечении денег с открытого рынка делает бизнес компании более устойчивым в преддверии введения эскроусчетов. В общем, наше дело  найти и выдать инфо. В первую очередь для себя. А мы в свои портфели PRObonds на 10 от капитала этих бумаг купили . AndreyHohrin MaksimPotapenko
9|01.03.2019 09:31:31|"PRObonds | Иволга Капитал"|3 Кратко об облигациях ЛЕГЕНДЫ ЛЕГЕНДА1P1, YTM 15,6 эмитенты легенда разборимен Собственно, оценки и ожидания эмитента по отчетности2018
10|01.03.2019 17:30:16|"PRObonds | Иволга Капитал"|Вчера был прямой эфир. Сегодня появилась запись. Название определяет содержательную часть.  Вопросыответы, конечно. Приятного Вам просмотра А также с первым днем весны и наступающими выходными https//youtu.be/yOHPv8wUsyQ
11|01.03.2019 17:58:35|"PRObonds | Иволга Капитал"|сделки портфелиprobonds Продолжаем подвигать стоп вверх. Повышаем вероятность нужной нам сделки.
12|01.03.2019 19:00:20|"PRObonds | Иволга Капитал"|Рекомендуем канал с авторской аналитикой по финансовым рынкам. Автор канала, Халепа Евгений , трейдер с 6ти летним стажем. В канале Вы найдете как сделки автора, так и оперативную информацию по финрынкам. Присоединяйтесь  https//t.me/khtrader
