|time|user|text
1|14.08.2019 09:30:30|"PRObonds | Иволга Капитал"|/3/ Ожидаемый сюрприз портфелиprobonds сделки Что делаем дальше Длинная позиция по нефти сохраняется , увеличивать ее плана нет. Закрыта она может быть в любой день, однако не сегодня и вряд ли завтра. О цене закрытия пока судить рано. Короткая позиция по золоту также в силе. И будет увеличена вдвое, если цена сентябрьского контракта на Московской бирже GDU9 упадет ниже 1 479 п. /иллюстрации www.profinance.ru/ AndreyHohrin
3|14.08.2019 12:39:25|"PRObonds | Иволга Капитал"|электрощит Для тех, кто подал заявку на покупку облигаций ЭлекрощитСтройсистема 150 млн.р., 13,00, 3 года без оферты и амортизации. Информация о безотзывной оферте на погашение и выплату купона от ЧЗПСНПрофнастил раскрыта . Суть в том, что оферент обязуется приобрести у держателя облигации Электрощита в случае просрочки по купону или выплате тел а. Дополнительный фактор защиты. Сбор заявок на первичное размещение продолжается и должен завершиться 16 августа. Само размещение  20 августа.
4|14.08.2019 15:59:44|"PRObonds | Иволга Капитал"|портфелиprobonds сделки Это для портфеля 2. Во избежание.
6|15.08.2019 07:32:45|"PRObonds | Иволга Капитал"|нашевсё рубль прогнозытренды Несколько успокаивающих слов о рубле. Вчера, с высокой долей вероятности, не только произошла, но и завершилась паническая атака на отечественную валюту . Результатом стали 66 рублей за доллар и 73,5 за евро. Скорее всего, уже сегодня мы увидим возврат пар к среднесрочному снижению иными словами, к укреплению рубля. Воспринимать августовскую слабость рубля предлагаю как временную. В мире снижающихся ставок и растущих долгов Россия выглядит инвестиционным исключением. Так что приток спекулятивного капитала в страну и спрос на рубль вряд ли внезапно прервутся. А подешевевшая национальная валюта делает приобретения только более интересными. В моей логике, USDRUB на 6360  реалистичная оценка августасентября. Источник иллюстраций www.profinance.ru AndreyHohrin
7|15.08.2019 07:44:42|"PRObonds | Иволга Капитал"|probondsмонитор ОФЗ . Инверсия, говоришь Нет, нашему госдолгу до этого еще довольно далеко разница доходностей между 10летними и 2летними бумагами хоть и не столь велика, но все же положительная. Обращает на себя внимание и то, что впервые за несколько месяцев наблюдений доходности ОФЗ выросли. Но выросли незначительно. Покупка госдолга продолжается, все более отрывая доходности от ключевой ставки она сейчас 7,25, так что незначительное их снижение за пару недель  нормальная флуктуация. Остается вопрос, покупать ли более длинные или более короткие бумаги Продолжаю голосовать за более короткие, поскольку в случае любой фондовой просадки цена даже 3летних облигаций рискует измениться значительно и не в сторону роста.
8|15.08.2019 08:02:12|"PRObonds | Иволга Капитал"|probondsмонитор Облигации субъектов федерации. Очень медленно, но сужение спреда доходностей региональных и федеральных госбумаг происходит. Риск регионов не отличим от суверенного, если опираться на бюджетный кодекс и конституцию. А дальше за Вами выбор, в чем Вам спокойнее хранить деньги. По мне, двухлетки Мордовии неплохи, как и однолетки Хакасии.
9|15.08.2019 08:08:35|"PRObonds | Иволга Капитал"|probondsмонитор Ликвидные облигации крупнейших корпораций . В гонку за 9 помимо Системы и ГТЛК включилась Башкирская содовая компания. Беглый взгляд на консолидированную отчетность проблем не выявил выручка под миллиард долларов, чистая прибыль под четверть миллиарда. Однако за несколькими исключениями корпорации продолжают проигрывать субъектам федерации и в ставках и, думается, в надежности.
10|15.08.2019 08:23:41|"PRObonds | Иволга Капитал"|probondsмонитор Высокодоходные облигации . Чем дальше, тем больше перестаю оценивать этот сегмент как единый. Слишком разные по объему и качеству истории и имена. Бумаги, входящие в наши портфели PRObonds, на особом контроле. Нельзя исключать проблем и в них, но, и по накопленной статистике рынка, и по оценке отдельных бизнесов, эти облигации вне зоны основных рисков. До сих пор наши ВДОшные портфели стабильны по доходности. Хотя доходности в 1315 и не экстремальны. Зато по любой из них в телеграмканале есть отчетность, наши суждения и рекомендации. AndreyHohrin
11|15.08.2019 10:08:54|"PRObonds | Иволга Капитал"|элетрощит книгазаявок До закрытия книги заявок  2 дня, если считать сегодняшний  20 августа  размещение дебютного выпуска облигаций ООО ЭлектрощитСтройсистема.  150 млн.р.  купон 13 годовых, ежеквартальная выплата  срок до погашения 3 года, без амортизации  безотзывная оферта от ПАО ЧЗПСНПрофнастил Как участвовать в размещении облигаций Электрощита 1 Книга заявок собирается с 13 по 16 августа. 2 Само размещение  20 августа с 1000 до 1729. 3 Условия приема заявок на первичное размещение ООО ЭлектрощитСтройсистема  Минимальный лот  50 облигаций номинал облигации 1 000 р..  Обязательна предварительная заявка . Для этого Вам необходимо указать a. Ваше имя, b. способ связи с Вами, c. наименование брокерской компании, через которую будут приобретаться облигации, d. количество приобретаемых облигаций или сумму денег на их приобретение. Пожалуйста, направьте Вашу заявку на участие в размещении облигаций нам как организатору размещения любым из способов  Через телеграм/почту нашего клиентского блока  Ольга Киндиченко Kindichenko_Olga , kindichenkoivolgacap.com  Иван Марков Markov1van , markovivolgacap.com  Александр Бойчук AleksandrBoychuk , boychukivolgacap.com  На наш общий почтовый ящик infoivolgacap.com  По нашему общему телефону 7 495 748 61 07 Скрипт заявки для приобретения облигаций ЭлектрощитСтройсистема будет направлен Вам индивидуально. Информация о выпуске  Презентация облигационного выпуска  Аналитический вебинар Дмитрия Александрова  Страница официального раскрытия информации С уважением, Иволга Капитал
12|15.08.2019 13:45:16|"PRObonds | Иволга Капитал"|сделки портфелиprobonds Увы, длинная позиция по нефти закрылась по стопприказу в убыток в динамике результата учтены все переоткрытия позиции вчера. Случается
