@AK47pfl"
2|2644|2020-07-02|"Меркель выступила за достройку «Северного потока-2» на фоне санкций США - РБК

Вот это явно говорит о настроениях в ЕС. Газопроводу быть!!!"
3|2642|2020-07-02|"Саудовская Аравия вновь угрожает ценовой войной на нефтерынке, если страны ОПЕК+ не компенсируют неисполненные обязательства - WSJ

 Возможно на этой новости и будем корректироваться в июле"
4|2641|2020-07-02|"По доллару некоторая коррекция сейчас. Потихонечку бакс покупать начинаю. 

Цель коррекции вниз - 70 рублей. Потом жду возврата на 71,50. 

Есть мысль пересидеть июльскую коррекцию в долларе. В августе опять буду наращивать лонги. Всех благ!⏱"
5|2640|2020-07-01|"ТАСС: НОВЫЕ САНКЦИИ США В ОТНОШЕНИИ «СЕВЕРНОГО ПОТОКА - 2» СТАЛИ БЫ ВОПИЮЩИМ ВМЕШАТЕЛЬСТВОМ В СУВЕРЕНИТЕТ ЕС - МИД ФРГ

По действиям ЕС видно, что санкции они могут и не поддержать"
6|2639|2020-07-01|"Россия потеряла второе место по уровню нефтедобычи в мире, уступив в апреле Саудовской Аравии и опустившись на третье место, США остаются лидером, производя в среднем 12,061 миллиона баррелей в день, свидетельствуют данные Минэнерго РФ

Вот и результат многоходовочки Сечина"
7|2638|2020-06-30|​​После рекордного падения в первом квартале на рынке сша был рекордный рост за квартал
8|2636|2020-06-30|"1️⃣Почему будет дефицит нефти?
2️⃣Почему курс рубля упадет на 75?
3️⃣Когда покупать акции?

Все это смотрим на ютубе 
⬇️
https://vk.cc/awszUR"
9|2634|2020-06-30|"Как справедливо отмечает CNN, многие крупные нефтяные компании, такие как BP, Shell, Total и ConocoPhillips, решили отложить масштабные инвестиции в новые нефтедобывающие проекты, и вообще инвестиции в новую добычу упали в 2020 году до рекордно низкого уровня в 383 миллиарда долларов, то есть до минимума за последние 15 лет.

Вот на этом и строится вся игра. Дефицит в нефти будет"
10|2632|2020-06-30|"В частности, аналитики JPMorgan подтвердили свой предыдущий прогноз о том, что цены на нефть превысят 100 долларов за баррель. Дело в том, что  переизбыток нефти на рынке сейчас превращается  в фундаментальный дефицит предложения.

Вот эту глобальную идею мы сейчас и будем играть. Пристегните ремни!"
11|2631|2020-06-30|"За первые пять месяцев 2020 г. чистая прибыль Тинькофф Банка составила 13,2 млрд руб. по сравнению с 10,4 млрд руб. годом ранее.

В августе будем с Вами брать Тинькова"
12|2630|2020-06-30|"«Газпром» строит планы по усилению экспансии на китайском рынке. Так, монополия, с конца 2019 года поставляющая газ в Китай по газопроводу «Сила Сибири», ведет переговоры об увеличении поставок на 6 млрд кубометров, до 44 млрд кубометров газа в год, сообщил глава «Газпрома» Алексей Миллер. Также компания намерена организовать поставки газа с Дальнего Востока, построить «Силу Сибири-2» и «западный маршрут» через Алтай, доведя объем до 130 млрд кубометров в год.

Сейчас продавать Газпром опасно. Его сокращать не буду."
13|2629|2020-06-30|"Chesapeake Energy Corp в воскресенье подала заявление на банкротство 

Для наших нефтянников это хорошо! Они не обанкротятся. А Вам советую держаться от сланцевиков подальше"
14|2628|2020-06-29|"ТАСС: ГРЕФ ОЖИДАЕТ, ЧТО НАЦВАЛЮТА К КОНЦУ ГОДА УКРЕПИТСЯ ДО 60-62 РУБЛЕЙ ЗА ДОЛЛАР

Думаю, что он исходит из того, что нефть укрепится к концу года."
15|2627|2020-06-29|Вспоминаем недавний прогноз по Газпрому https://t.me/trader_chernyh/2613 . Сейчас цена 196
16|2626|2020-06-29|"ТАСС: СБЕРБАНК ПЛАНИРУЕТ ЗАПЛАТИТЬ В 2020 ГОДУ ХОРОШИЕ ДИВИДЕНДЫ, РЕШЕНИЕ БУДЕТ ПРИНЯТО В СЕНТЯБРЕ - ГРЕФ

Это для нас хорошо! Сбербанк держим!"
17|2625|2020-06-29|Натуральный газ. Минимум минимумов!
18|2624|2020-06-29|"Цены на натуральный Газ смотрим на Трейдинг ВЬю. Тикер NATGASUSD

Они будут в первую очередь влиять на цену акций Газпрома. Поймаем разворот- будет нам счастье! ❗️"
19|2623|2020-06-29|Как растут случаи коронавируса в США. Забавно, что во всех странах падает, а у них растет.
20|2622|2020-06-29|"Всем привет! По рынку как и прежде жду 4 июля - Дня независимости у США. Возможно ралли на этой неделе. Потом, полагаю, на рынке появится слабость. 

Что делать в этой ситуации- или оставлять надолго, или закрывать - уже каждый решает сам ❗️"
21|2621|2020-06-27|"Здравствуйте, друзья! 

На этих выходных последний день, когда вы сможете записаться на Обучение по внутридневным стратегиям.

Более подробно можете посмотреть тут https://t.me/trader_chernyh/2600"
22|2620|2020-06-26|Вот текущие мысли на ютубе  https://vk.cc/awj2iQ
23|2619|2020-06-26|Сейчас много вопросов - почему продал.   Запилю видео - и всем все поясню.  Не спешите делать выводы.  Расскажу на видео все.
24|2618|2020-06-26|"Продал еще 6000 Татнефти Преф. Дивиденды не дает. Коррекцию пересижу без  нее. 

На снимке 4000. 2000 продал уже. Газпром скорее всего оставлю под дивы.

Брал 438. Продал 550. 25% прибыли."
25|2617|2020-06-26|
26|2616|2020-06-26|"Продал сегодня Аэрофлот. Покупал за 72. Продал 80. Полёт нормальный.

На выходных буду думать как встречать июльскую коррекцию"
27|2615|2020-06-25|"А вот прогноз, который давался 10 дней назад . Найдите 5 отличий 🍋

Ссылка https://t.me/trader_chernyh/2565"
28|2614|2020-06-25|Вот так выглядит фьючерс на индекс SP500 сейчас.
29|2613|2020-06-25|Газпром в моменте просится на 202. Причины те же, что и у Аэрофлота
30|2612|2020-06-25|"По Аэрофлоту, конечно, просится отскок на 85.

Причины:
1️⃣ Уровень поддержки в моменте может сказаться на отскоке.
2️⃣ Два незакрытых гепа за спиной на 85 и на 82"
31|2611|2020-06-25|Сократил в портфеле Ленту и М Видео.    Оставлю КЭШ на август месяц. По  12-15% с каждой позиции получил
32|2610|2020-06-25|"Международный валютный фонд заявил, что пандемия наносит больший и более глубокий экономический ущерб, чем предполагалось на первый взгляд, и еще больше урезал свои прогнозы глобального экономического роста на 2020 год.

Тучи перед июлем сгущаются"
33|2609|2020-06-23|Просто мысли вслух в Инстаграмм https://www.instagram.com/stories/trader_chernyh/2338067738165494355/
34|2608|2020-06-23|"Крупнейшая авиакомпания США American Airlines Group Inc. разместила акции и облигации на общую сумму $2 млрд, чтобы пополнить запасы ликвидности в период кризиса, вызванного пандемией коронавируса.

Сейчас покупать не буду. Когда начнут корректироваться дот комы - AAL могут уронить в пол"
35|2607|2020-06-23|​​Фото сделок
36|2606|2020-06-23|Отлично клиент поторговал яндекс сегодня!
37|2603|2020-06-23|"По прогнозам BofA, в 2021 году цена WTI составит в среднем 47 долларов США за баррель, а в 2022 году - 50 долларов США за баррель.

Это очень хорошо для нашего рынка"
38|2602|2020-06-23|"Трамп опроверг информацию о расторжении торговой сделки с Китаем - она ""полностью сохранена""

Это хорошо и позитив. Но на рынке сейчас решают не новости , а некоторая локальная перегретость. Наращивать позиции буду только после коррекции"
39|2600|2020-06-22|"Друзья, у нас набирается группа на обучение торговли по внутридневным стратегиям. 
Подробнее о стратегиях можно почитать тут https://vk.cc/ah5nOr 👌

1️⃣ Набор в группу закончится вечером 28 июня в воскресенье - это последний день, когда Вы можете внести оплату. ☘️

2️⃣ Эти стратегии для тех, кто имеет 3-4 часа в день для активной торговли. Это не для инвесторов, которые могут держать позиции  месяцами.

3️⃣ Торговля по этим стратегиям идет только через терминал QUIK. Никаких мобильных телефонов!

4️⃣ Стратегии дают именно ПОНИМАНИЕ рынка через его движение и чтение стакана.

5️⃣ Обучение идет с помощью видеокурса.

6️⃣ В комплекте к обучению идет специальная программа-сканер, которая ищет по всему рынки сигналы.  Без этой программы курс бесполезен.

7️⃣ У Вас будет техническая поддержка и консультации от меня лично в письменном виде удобным Вам способом. Это самый важный пункт, потому что Вы сможете задавать вопросы по сделкам лично мне.

8️⃣ Если Вы хотите разогнать свой капитал, то Вам нужна именно внутридневная торговля. В инвестициях капитал Вы не разгоните.

9️⃣ Группа будет максимум 5 человек"
40|2599|2020-06-22|
41|2598|2020-06-22|"Газпром:
1️⃣ P/E = 3.82
2️⃣ Долг/ EBITDA = 1.7
3️⃣ Дивиденд примерно 8% годовых.
4️⃣ ЦЕна на газ на минимумах за 24 года

Кто не купит Газпром на близлежайшей коррекции- через год об этом очень сильно пожалеет."
42|2597|2020-06-22|"Текущая ситуация по рынку ММВБ, Насдак. Обсуждаем Нефть и что будет с курсом доллара
https://vk.cc/aw836D ❗️❗️❗️"
43|2595|2020-06-22|"ПАДЕНИЕ ВВП РФ В МАЕ ЗАМЕДЛИЛОСЬ ДО 10,9% В ГОДОВОМ ВЫРАЖЕНИИ С 12% В АПРЕЛЕ - МИНЭКОНОМРАЗВИТИЯ

ВВП РФ ЗА ЯНВАРЬ-МАЙ СНИЗИЛСЯ НА 3,7% - МИНЭКОНОМРАЗВИТИЯ

 Прикольно будет, если за 1 год получим результат ВВП положительный. На это есть все шансы"
44|2594|2020-06-22|"Газопровод ""Северный поток — 2"" практически достроен, у США не осталось способов повлиять на ситуацию, пишет Die Welt.
Несмотря на то, что Соединенные Штаты пытались помешать этому, Москве удалось обойти ограничительные меры, констатирует немецкое издание: принадлежавшее ""Газпрому"" судно ""Академик Черский"" теперь записано на действующий в России фонд STIF. Это позволяет госкорпорации достроить газопровод до конца, не попав под действие ограничений.

 #яжеговорил , что все будет норм"
45|2593|2020-06-22|"Правительство может на треть увеличить субсидирование региональных авиаперевозок в 2020 году, выделив дополнительно 3 млрд руб. авиакомпаниям, эксплуатирующим новые российские самолеты.

Для Аэрофлота это хорошо"
46|2592|2020-06-19|Друзья, биржа не спит! Давайте смотреть возможности на рынке! Обсудим на ютубе https://vk.cc/aw1Qyx ❗️❗️❗️
47|2591|2020-06-19|"Норма, которая не позволяет избираться действующему президенту более двух сроков подряд, порождает «политическую неопределенность, нестабильность» - Россия 24

По сути это есть основная угроза нашим с Вами долгосрочным инвестициям. Риски случатся не завтра и не послезавтра. НО! Как я понимаю - реального метода перехода власти нет. И это может вызывать политическую нестабильность, что плохо... Поэтому будет диверсифицироваться рынком США"
48|2590|2020-06-19|"Круизный оператор Carnival зафиксировал чистый убыток во II финквартале, списав $2 млрд

В компании отмечают рост числа бронирований круизов на следующий год. Количество мест в круизных лайнерах Carnival, доступных для покупки в 2021 году, находится около рекордных уровней, при снижении цен на 1-5%.

Это реально круто! Убыток ожидаемый!  Но чуть-чуть снизили цены и уже тут же пошли покупки путевок. Это здорово! Готовимся ловиться компанию и получить 100-200 процентов прибыли с нее"
49|2589|2020-06-19|"ЦБ РФ ПОНИЗИЛ КЛЮЧЕВУЮ СТАВКУ НА 100БП

Долгосрочно это позитив"
50|2588|2020-06-19|"НОВАК: В БЛИЖАЙШИЕ МЕСЯЦ-ДВА МОЖНО ОЖИДАТЬ БАЛАНС СПРОСА И ПРЕДЛОЖЕНИЯ НА МИРОВОМ РЫНКЕ НЕФТИ, КОТИРОВКИ ОКОЛО $40 ОТРАЖАЮТ СИТУАЦИЮ

Я тоже думаю, что очередного армагедона в нефти ждать не стоит"
51|2587|2020-06-19|Первичные  заявки по безработице падают постоянно. Это позитив глобально.
0|8182|2020-07-03|"#DSKY #Макро
🛒 Пособия для семей с детьми не спасают Детский Мир

В период распространения коронавируса появилось несколько новых видов государственной поддержки, среди которых также предусматриваются пособия для семей с детьми от 3 до 16 лет, в размере 10 000 руб. за июнь и июль 2020 года.

По оценке Высшей школы экономики, для семей с детьми до семи лет компенсируется в среднем 43% утраченного дохода, старше семи лет — 24%. Однако, хотя эти пособия добавят в доходы граждан порядка 288 млрд руб., или 0,5% от денежных доходов населения в 2019 году, они позволят лишь локально сгладить влияние кризиса, но не вернут докризисный уровень материального положения.

При падении доходов меняется корзина потребителей - уходят дорогие и высокомаржинальные категории товаров, остаются лишь необходимые - в разрезе ассортимента Детского мира это детское питания и подгузники (генераторы трафика, а не категории заработка)."
1|8181|2020-07-03|"📈 Лидеры роста и падения
13:55, 3 июля 2020"
2|8180|2020-07-03|"#LNZL #Дивиденды
💰АКЦИОНЕРЫ ЛЕНЗОЛОТО УТВЕРДИЛИ ВЫПЛАТУ ДИВИДЕНДОВ 13,87 РУБ. НА ПРЕФ (0,37% ДИВДОХОДНОСТИ)"
3|8179|2020-07-03|"#YNDX #Прогноз
🔮 Sova Capital понизила рекомендацию по акциям Яндекса с Покупать до Держать. Целевая цена установлена на уровне $54,3, это равно 3860 руб. за акцию на МосБирже. Апсайд 7,7%"
4|8178|2020-07-03|"#MOEX
Росгосстрах банк заключил договор листинга с «Московской биржей»"
5|8177|2020-07-03|"#GMKN #Экология
Управление Ростехнадзора наложило запрет сроком на 90 суток на эксплуатацию 6 опасных производственных объектов ""НТЭК"""
6|8176|2020-07-03|"#Макро #Статистика 
💥 PMI в секторе услуг Еврозоны в июне
Факт: 48,3
Прогноз: 47,3
Пред.: 30,5"
7|8175|2020-07-03|"#Макро #Статистика 
💥 PMI в секторе услуг Германии в июне
Факт: 47,3
Прогноз: 45,8
Пред.: 32,6"
8|8174|2020-07-03|"#Вирус #Макро
📊 Динамика новых зарегистрированных случаев заболевания COVID-19 в РФ"
9|8173|2020-07-03|"#Вирус #Макро 
⚡️ КОЛИЧЕСТВО ЗАРЕГИСТРИРОВАННЫХ СЛУЧАЕВ ЗАБОЛЕВАНИЯ КОРОНАВИРУСОМ В РОССИИ ВЫРОСЛО ДО 667 883, 6718 НОВЫХ СЛУЧАЕВ ЗА СУТКИ"
10|8172|2020-07-03|"#ALNU #Иски
Вчера состоялось первое заседание по иску миноритарных акционеров Алроса-Нюрба о взыскании 34,77 млрд. руб. у Алросы из-за утраты прав пользования в пользу Алросы.
Следующее заседание назначено на 23 июля 2020."
11|8171|2020-07-03|"📈 Лидеры роста и падения
10:15, 3 июля 2020"
12|8170|2020-07-03|"#GMKN #Раскрытия
⚡️ СТРУКТУРЫ ВЛАДИМИРА ПОТАНИНА ИНТЕРРОС, BONICO HOLDINGS И ICFI СОКРАТИЛИ ДОЛЮ В НОРНИКЕЛЕ НА 0,64%"
13|8169|2020-07-03|"#MTLR 
💰 АКЦИОНЕРЫ МЕЧЕЛА ОДОБРИЛИ ВЫПЛАТУ ДИВИДЕНДОВ 3,48 РУБ. НА ПРЕФ (4,19% ДИВДОХОДНОСТИ) ЗА 2019 ГОД"
14|8168|2020-07-03|"#AFLT #Дивиденды 
💰 СД АЭРОФЛОТА РЕКОМЕНДОВАЛ НЕ ВЫПЛАЧИВАТЬ ДИВИДЕНДЫ ЗА 2019"
15|8167|2020-07-03|"#ОПЕК
Казахстан в июне перевыполнил обязательства по ОПЕК+"
16|8166|2020-07-03|"#ENRU #Прогноз
🔮 ВТБ Капитал повысил рекомендацию по акциям Энел Россия с Держать до Покупать. Целевая цена установлена на уровне на 1,2 руб. Апсайд 15,9%"
17|8165|2020-07-03|"🗞 Обзор прессы мира 3 июля #СМИ

📡 Инвестиционная группа Intel Corp. согласилась заплатить $253 млн  за долю в Jio Platforms Ltd., телекоммуникационном и цифровом сервисе Reliance Industries Ltd., примкнув к инвестициям от ведущих компаний Силиконовой долины и фондов прямых инвестиций. Сделка рассчитана на 0,39% акций и дает бизнесу акционерный капитал в размере $65 млрд, говорится в заявлении Reliance в пятницу. Intel Capital объединяет мировые имена, в том числе Facebook Inc., KKR & Co. и Silver Lake Partners, чтобы поддержать стремление миллиардера Мукеша Амбани превратить Reliance в гиганта цифровых услуг и уменьшить его зависимость от доходов от нефтепереработки и нефтехимии. Цифровое подразделение Мукеша Албании продало около 25% акций и заявило, что выплатило весь чистый долг до нуля раньше, чем поставленный в марте 2021 года целевой показатель, установленный в прошлом году. Ожидается, что Jio будет использовать около 400 миллионов абонентов беспроводных телефонов в качестве основы для бизнеса в сфере электронной коммерции и цифровых услуг. Продажи акций помогли Reliance Industries удвоиться с конца марта, а в пятницу акции торговались на рекордно высоком уровне. #INTC
Подробнее на Bloomberg

🎪 Ernst & Young, фирма, контролирующая реструктуризацию Cirque, заявила, что ее чистый убыток увеличился до $80 млн в прошлом году. Процентные платежи уже истощали прибыль в Cirque du Soleil Holdings LP до того, как пандемия Covid-19 заморозила его доходы, согласно отчету, представленному монитором по делу о банкротстве. Эта пандемия охватила 36-летнюю компанию, возникшую после череды приобретений, которые помогли ей разнообразить свои оригинальные шоу. Сделки, в которые входила компания Blue Man Productions Inc., позволили Cirque увеличить выручку до $1,04 млрд  в прошлом году с $882 млн в 2017 году, но также увеличили задолженность. По состоянию на 31 марта Cirque был должен своим кредиторам по первому залогу $901 млн, а кредиторам по второму залогу $154 млн. . Монреальский Cirque подал иск о защите от кредиторов в понедельник после того, как коронавирус заставил его закрыть шоу по всему миру. Группа кредиторов заявила, что предложение существующих акционеров - TPG, Caisse и китайской Fosun International Ltd. - реструктурировать компанию с живыми выступлениями «обречено на провал», и нет никаких шансов, что они примут его. Группа акционеров предложила рефинансировать компанию за счет нового капитала и предоставить кредиторам 45% акций в обмен на погашение большей части ее долга. Теперь компания пройдет через процесс, чтобы увидеть, сможет ли другой инвестор улучшить это предложение. #Вирус
Подробнее на Bloomberg"
18|8164|2020-07-03|"#Вирус #Макро
🎤 СМЕРТНОСТЬ С НАЧАЛА ГОДА В РОССИИ МОЖЕТ УВЕЛИЧИТЬСЯ НА 1,5-2% В РЕЗУЛЬТАТЕ КОРОНАВИРУСА - МУРАШКО"
19|8163|2020-07-03|"УТРО ТРЕЙДЕРА #СД

💡 События дня
 
🔌🇷🇺 Акции ТГК-1 последний день торгуются с дивидендом  0,001036523 руб. #TGKA #Дивиденды

🏦🇷🇺 МосБиржа опубликует объемы торгов в июне #MOEX #ОбъемТоргов

🌎🇪🇺 В 11:00 опубликуют индекс деловой активности еврозоны #PMI

🌎🇺🇸 Торги в США не проводятся из-за Дня Независимости 

📌 Главные темы

🌎 США может наложить санкции против Китая и России #Санкции

📈 Результаты торгов

🇷🇺RTS +2,94%
🇷🇺MOEX +1,66%

🇺🇸S&P 500 +0,45%
🇺🇸NASDAQ +0,52%

🇪🇺Eurostoxx +2,84%"
20|8162|2020-07-03|"#Макро #Статистика 
💥 PMI в секторе услуг РФ в июне
Факт: 47,8
Пред.: 35,9"
21|8161|2020-07-03|"🗞 Обзор прессы РФ 3 июля #СМИ

🛒 За первый месяц работы после ограничений, связанных с коронавирусом, с 1 по 29 июня число посетителей столичных торговых центров составило -33,6% к июню 2019. Уверенно торгуют представители международных и молодежных fashion-брендов, спортивных и детских товаров, у покупателей есть сезонный интерес к обуви.  Быстрее всего восстанавливаются продажи одежды и обуви, недоступных для покупателей в апреле – мае. #Ритейлеры 
Подробнее в Ведомостях 

📡 Интернет-компания Mail.ru Group разработала сервис PayDay, который позволяет работникам получать деньги из своей зарплаты раньше обычного дня ее выплаты. Для этого потребуется его интеграция с электронными системами работодателя. Сам сервис будет зарабатывать на комиссии от переводов. Сотрудник подключенной к сервису компании сможет в любой день вывести на банковскую карту до 70% уже заработанных денег — оставшиеся как минимум 30% месячного заработка перечисляются в традиционные дни зарплаты и аванса, поясняют в Mail.ru Group. Для компании-клиента сервис будет бесплатным, сотрудник же, давший согласие на подключение к PayDay, платит за каждый вывод денег на свою карту 150 руб. комиссии при перечислении в течение часа и 50 руб.— в течение суток (первые три месяца сервис работает без комиссии). #MAIL
Подробнее в Ъ 

⛏ Мировая сталелитейная индустрия начинает восстанавливаться на фоне роста спроса, толкающего вверх цены в странах от Китая до Европы после его проседания из-за пандемии коронавируса, отмечает Северсталь. По оценке Северстали, из-за пандемии встало до 74 миллионов тонн мощностей, что почти соответствует прошлогоднему уровню производства в РФ. Хотя Всемирная ассоциация производителей стали прогнозирует, что спрос, который является барометром состояния мировой экономики, упадет на 6,4% в этом году, потребление восстанавливается. Это подстегнет цены в Европе на $40-50 за тонну в этом месяце. #CHMF
Подробнее на Finanz"
22|8160|2020-07-03|"#Макро
📊 На данном графике представлена совокупная доходность основных мировых финансовых активов за второй квартал 2020 года. Результаты индекса Германии Dax удивляют - индекс был одной из лучших инвестиций во втором квартале
на фоне крупнейшего бухгалтерского скандала Dax в истории. Wirecard пришлось подать на банкротство, но это не помешало во втором квартале Dax набрать 27%."
23|8158|2020-07-03|"$=71,39р. RTS -1,31% BRENT -1,16%

📌 LIVE Карта рынка
15:00 мск / 03.07.2020"
24|8157|2020-07-03|"#RUAL
Русал предлагает заморозить тарифы на передачу электроэнергии на три года"
25|8156|2020-07-03|"🔦 Фокус недели #ФН

Сегодня
🔌🇷🇺 Акции ТГК-1 последний день торгуются с дивидендом  0,001036523 руб. #TGKA #Дивиденды
🏦🇷🇺 МосБиржа опубликует объемы торгов в июне #MOEX #ОбъемТоргов

6 июля 
🔌🇷🇺 Акции Мосэнерго последний день торгуются с дивидендом 0,12075 руб. #MSNG #Дивиденды

7 июля
📡🇷🇺 Акции МТС последний день торгуются с дивидендом 20,57 руб. #MTSS #Дивиденды
🔌🇷🇺 Акции Энел Россия последний день торгуются с дивидендом 0,085 руб. #ENRU #Дивиденды

8 июля 
🛒🇷🇺 Акции Детский мир последний день торгуются с дивидендом 3 руб. #DSKY #Дивиденды 
⛽️🇷🇺 Акции Лукойл торгуются последний день с дивидендом 350 руб. #LKOH #Дивиденды 
🧪🇷🇺 Акции НКНХ торгуются последний день с дивидендом 9,07 руб. #NKNC #Дивиденды
🔌🇷🇺 Акции ОГК-2 последний день торгуются с дивидендом 0,054444574 руб. #OGKB #Дивиденды 
🏦🇷🇺 Сбербанк опубликуют результаты по РСБУ за 6 месяцев 2020 года #SBER #Отчетность

9 июля
💎🇷🇺 Акции Алроса последний день торгуются с дивидендом 2,63 руб. #ALRS #Дивиденды"
26|8155|2020-07-03|"#Макро
📊 Данные Всемирного банка свидетельствуют о том, что в  2020 году  будет наблюдаться самое большое  сокращение ВВП на душу населения за последние 75 лет.  Самоизоляция, приостановка работ предприятий по всему миру - все это настолько серьезно сказалось на мировой экономике, что даже ВВП Китая не смог выдержать  удар и сократился на 6,8% в первом квартале впервые с 1976 года."
27|8154|2020-07-03|"#PMI #Статистика 
📊 PMI Китая в секторе услуг от Caixin в июне продолжает демонстрировать восстановление. В июне индекс вырос до 58,4 пунктов с 55 пунктов в мае. Это максимальное значение с апреля 2020."
28|8153|2020-07-02|"🗓 Что было сегодня?

🌎 США собирается ввести санкции против китайских банков из-за закона о нацбезопасности Гонконга #Санкции

⛽️ Иск ФАС о завышении цены продажи «Открытие Холдингу» #LKOH

✈️ РФ продлила запрет на международные полёты до 1 августа #Авиа 

🌎 Опубликовали уровень безработицы в еврозоне #Статистика

🌎 Опубликовали изменение числа занятых в несельхоз. секторе США за июнь #Payrolls 

⛏ Компания Everest оспорила в суде назначение временных членов совета директоров золотодобытчика #POGR

🔌 РусГидро выкупит у Роснефти 7,68% акций Сахалинской энергокомпании #HYDR

💰 Дорезервирование не помешает Сбербанку и ВТБ отдать акционерам 50% за 2019 год #Банки

✈️ РФ рекомендует своим представителям в СД Аэрофлота голосовать за невыплату дивидендов за 2019 год #AFLT

🛢 Опубликовали статистику буровых установок Baker Hughes #WTI"
29|8151|2020-07-02|"$=70,44р. RTS +2,94% BRENT -0,88%

📌 LIVE Карта рынка
07:35 мск / 03.07.2020"
30|8150|2020-07-02|"#WTI #Статистика
🔮 Статистика буровых установок Baker Hughes в США
Число активных буровых установок 185 (предыдущее 188)
Общее количество буровых установок в США 263 (предыдущее 265)"
31|8149|2020-07-02|"#AFLT #Дивиденды 
⚡️ МИШУСТИН РАСПОРЯДИЛСЯ ПРИ ПОДГОТОВКЕ ДИРЕКТИВ НЕ ПРЕДУСМАТРИВАТЬ ВЫПЛАТУ ДИВИДЕНДОВ АЭРОФЛОТОМ ЗА 2019 ГОД"
32|8148|2020-07-02|"#AFLT #Дивиденды
⚡️РФ РЕКОМЕНДУЕТ СВОИМ ПРЕДСТАВИТЕЛЯМ В СД АЭРОФЛОТА ГОЛОСОВАТЬ ЗА НЕВЫПЛАТУ ДИВИДЕНДОВ ПО ИТОГАМ 2019 ГОДА"
33|8147|2020-07-02|"#TRNFP #Дивиденды
🎤 МИНФИН БУДЕТ НАСТАИВАТЬ НА ДИВИДЕНДАХ ТРАНСНЕФТИ В РАЗМЕРЕ 50% ПРИБЫЛИ ЗА 2019, ГОТОВ ОБСУЖДАТЬ ТОЛЬКО СРОКИ - КОЛЫЧЕВ"
34|8146|2020-07-02|"#SBER #VTBR
🎤 МИНФИН ЖДЕТ, ЧТО ДОРЕЗЕРВИРОВАНИЕ НЕ ПОМЕШАЕТ СБЕРБАНКУ И ВТБ ОТДАТЬ АКЦИОНЕРАМ 50% ПРИБЫЛИ ЗА 2019 - КОЛЫЧЕВ"
35|8145|2020-07-02|"#CHMF 
Северсталь вложит 1,5 млрд руб. в проект по увеличению выпуска вакуумированной стали"
36|8144|2020-07-02|"#HYDR #ROSN
РусГидро выкупит у Роснефти 7,68% акций Сахалинской энергокомпании за 1 млрд руб. . Доля РусГидро увеличится с 26,94% до 34,62%"
37|8143|2020-07-02|"#Макро
📊 ЕВРОПА СБЕРЕГАЕТ СЛИШКОМ МНОГО

Парадокс бережливости-парадокс в экономической науке, формулирующийся следующим образом: «Чем больше мы откладываем на чёрный день, тем быстрее он наступит». 

Если во время экономического спада все начнут экономить, то совокупный спрос уменьшится, что повлечет за собой уменьшение зарплат и, как следствие, уменьшение сбережений. То есть можно утверждать, что когда все экономят, то это неизбежно должно привести к уменьшению совокупного спроса и замедлению экономического роста.

Сбережения домохозяйств с начала пандемии в Европе резко выросли. В период с февраля по май вкладчики в общей сложности отложили 214 млрд евро, таким образом на банковских депозитах европейцев накопилось уже 7,3 трлн — самый высокий показатель в истории. В марте и апреле, когда действовали строгие ограничения, в странах зоны евро рост сбережений составил 136%."
38|8142|2020-07-02|"#Макро #Заявления 
🎤 ЕВРОПА НАХОДИТСЯ В ТЯЖЕЛЕЙШЕЙ СИТУАЦИИ ЗА ВСЮ ИСТОРИЮ - МЕРКЕЛЬ"
39|8141|2020-07-02|"#POGR
Компания Everest, владеющая 7,5% акций Petropavlovsk, оспорила в суде назначение временных членов совета директоров золотодобытчика"
40|8140|2020-07-02|"#LKOH #Говорят
Коллега с канала Aromath заметил, что Лукойл вскоре после иска ФАС взял кредит на $2,5 млрд. Это выглядит так, как будто Лукойл уже предполагает исход судебного разбирательства.
👉 Пост (https://t.me/AROMATH/376)"
41|8138|2020-07-02|"$=70,56р. RTS +2,94% BRENT +2,05%

📌 LIVE Карта рынка
21:10 мск / 02.07.2020"
42|8137|2020-07-02|"#DSKY
📊 Сегодня в акциях Детского мира заметные продажи крупных пакетов акций. Держатели одномоментно продают по 15-20 тыс. лотов (более 15 млн. руб.) прямо в рынок."
43|8136|2020-07-02|"#Макро #Санкции
⚡️США ДОЛЖНЫ ВВЕСТИ К РФ ДОПОЛНИТЕЛЬНЫЕ САНКЦИИ-ПЕЛОСИ"
44|8135|2020-07-02|"🇺🇸 Открытие Америки #ОткрытиеСША
Сигналы РЦБ сегодня ожидают положительную динамику  Американского рынка
Рост числа случаев заболеваний коронавирусом в США продолжается: во вторник там зарегистрирован рекордный уровень в 52 тыс. человек за день. Сегодня также было опубликовано большое количество важной статистики: число рабочих мест выросло на 4,8 млн, а уровень безработицы за второй месяц упал до 11,1%, но все еще остался  намного выше допандемического полувекового минимума. Отношения между США и Китаем продолжают накаляться после принятия закона о нацбезопасности Гонконга. Нефть сегодня растёт в среднем на 1,5%"
45|8134|2020-07-02|"#GOLD
📊 Золото начало активно снижаться после выхода сильных результатов по изменению числа занятых в несельхоз. секторе США в июне. На рынке снова начинается risk-on."
46|8133|2020-07-02|"#Payrolls #Статистика 
🔮 Изменение числа занятых в несельхоз. секторе США в июне
Факт: 4800к
Прогноз: 3000к
Пред.: 2699к"
